Name,Symbol,Start Date,Hist.,Category,Exchange,Market,Currency,Type,Sector,Full Name,ACTIVE,DATASTREAM CODE,LOC OFF. CODE,ISIN CODE,BOURSE NAME
SYSCOM CMP.ENGR.,TW:SCE,2001/5/22,2001,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Software and Computer Services,Syscom Computer Engineering,1,263946,T2453,TW0002453008,Taiwan
SYSGRATION,TW:SYG,1996/3/18,1996,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Sysgration,1,887828,T5309,TW0005309009,Taiwan OTC
SYSTEX,TW:SYW,2003/1/6,2003,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Software and Computer Services,Systex,1,26659N,T6214,TW0006214000,Taiwan
T3EX GLOBAL HOLDINGS,TW:THG,2009/3/31,2009,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Industrial Transportation,T3EX Global Holdings,1,50973N,T2636,TW0002636008,Taiwan
TA CHING SECURITIES,TW:TAU,2003/4/21,2003,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Financial Services (Sector),Ta Ching Securities,1,26981K,T6021,TW0006021009,Taiwan OTC
TA JIANG DEVELOPMENT,TW:TJG,1993/4/22,1993,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Personal Goods,Ta Jiang Development,1,317060,T1453,TW0001453009,Taiwan
TA YIH INDUSTRIAL,TW:TYL,1997/10/6,1997,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Automobiles and Parts,Ta Yih Industrial,1,896250,T1521,TW0001521003,Taiwan
TA-I TECHNOLOGY,TW:TAK,1999/9/20,1999,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Ta-I Technology,1,691767,T2478,TW0002478005,Taiwan
TA-YUAN COGENERATION,TW:TYU,2001/5/10,2001,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electricity,Ta-Yuan Cogeneration,1,263120,T8931,TW0008931007,Taiwan OTC
TACBRIGHT OPTRONICS,TW:TBG,2013/11/12,2013,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Support Services,Tacbright Optronics,1,93051U,T6434,TW0006434004,Taiwan OTC
TACHAN SECURITIES,TW:THN,2003/1/23,2003,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Financial Services (Sector),Tachan Securities,1,26720H,T6020,TW0006020001,Taiwan OTC
TAHHSIN INDUSTRIAL,TW:THI,1992/5/11,1992,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Personal Goods,Tahhsin Industrial,1,315702,T1315,TW0001315000,Taiwan
TAI ROUN PRODUCTS,TW:TRP,1991/11/21,1991,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Food Producers,Tai Roun Products,1,315083,T1220,TW0001220002,Taiwan
TAI TUNG COMM.,TW:TTG,2010/1/26,2010,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,General Retailers,Tai Tung Communication,1,257202,T8011,TW0008011008,Taiwan
TAI TWUN ENTERPRISE,TW:TWU,2010/12/30,2010,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Tai Twun Enterprise,1,69232H,T3432,TW0003432001,Taiwan
TAI-SAW TECH.,TW:IWT,2006/2/22,2006,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Tai-Saw Technology,1,30866L,T3221,TW0003221008,Taiwan OTC
TAICHUNG COMMERCIAL BANK,TW:TBB,1989/7/3,1989,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Banks,Taichung Commercial Bank,1,777135,T2812,TW0002812005,Taiwan
TAIDOC TECHNOLOGY,TW:DOC,2010/12/1,2010,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Health Care Equipment and Services,Taidoc Technology,1,54210T,T4736,TW0004736004,Taiwan OTC
TAIFLEX SCIENTIFIC,TW:TXS,2003/12/19,2003,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Taiflex Scientific,1,28238C,T8039,TW0008039009,Taiwan
TAIGEN BIOPH.HDG.,TW:TBH,2013/8/30,2013,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Pharmaceuticals and Biotechnology,Taigen Biopharmaceuticals Holdings,1,89745V,T4157,KYG866171005,Taiwan OTC
