Name,Symbol,Start Date,Hist.,Category,Exchange,Market,Currency,Sector,Full Name,Activity,DATASTREAM CODE,LOC OFF. CODE,ISIN CODE,BOURSE NAME
HUA XIA HEALTHCARE HDG.,K:GAEN,2002/5/10,2002,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Health Care Equipment and Services,Hua XIA Healthcare Holdings,Active,15488X,HK8143,KYG4639T1426,Hong Kong
HUAN YUE INTACT.HDG.,K:XINC,2007/12/27,2007,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Industrial Metals and Mining,Huan Yue Interactive Holdings,Active,51403C,HK505,KYG4644C1006,Hong Kong
HUAZHONG IN-VEHICLE HDG.,K:HHCL,2012/1/12,2012,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Automobiles and Parts,Huazhong in-Vehicle Holdings,Active,86637C,HK6830,KYG4657L1041,Hong Kong
HUNG FOOK TONG GP.HDG.,K:HFTG,2014/7/4,2014,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Beverages,Hung Fook Tong Group Holdings,Active,8915YM,HK1446,KYG4648K1085,Hong Kong
HUNG HING PRINT.GP.,K:HUNG,1992/3/16,1992,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Support Services,Hung Hing Printing Group,Active,315591,HK450,HK0450001869,Hong Kong
INFINITY DEV.HDG.CO.,K:ICHC,2010/8/12,2010,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Chemicals,Infinity Development Holdings Company,Active,69880T,HK640,KYG4772A1085,Hong Kong
INFINITY FINL.GP.(HDG.),K:FORL,2011/10/28,2011,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Personal Goods,Infinity Financial Group (Holdings),Active,77833N,HK1152,BMG4804U1062,Hong Kong
INTEGRATED WASTE GP.HDG.,K:FOOK,2010/3/31,2010,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Household Goods and Home Construction,Integrated Waste Group Holdings,Active,69027L,HK923,KYG4812S1012,Hong Kong
INTERNATIONAL HOUSEWARES RETAIL COMPANY,K:IHRC,2013/9/25,2013,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Household Goods and Home Construction,International Housewares Retail Company,Active,87149Z,HK1373,KYG487291000,Hong Kong
INTERNATIONAL STD.RES. HDG.,K:TAKW,1988/6/1,1988,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,"Gas, Water and Multiutilities",International Standard Resources Holdings,Active,997675,HK91,HK0000329695,Hong Kong
JILIN JIUTAI RCBK.'H',K:JJCB,2017/1/12,2017,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Banks,Jilin Jiutai RCBK 'H',Active,2884A6,HK6122,CNE100002BG6,Hong Kong
JU TENG INTL.HDG.,K:JUTE,2005/11/3,2005,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Technology Hardware and Equipment,Ju Teng International Holdings,Active,32176D,HK3336,KYG521051063,Hong Kong
JUN YANG FINL.HDG.,K:RECO,1993/10/13,1993,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Health Care Equipment and Services,June Yang Financial Holdings,Active,317794,HK397,BMG5210R1328,Hong Kong
JUNEFIELD DEPT.STORE GP.,K:HUD,1999/12/3,1999,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Construction and Materials,Junefield Department Store Group,Active,691994,HK758,BMG8015D1002,Hong Kong
JUTAL OFFSHORE OIL SVS.,K:JUTA,2006/9/21,2006,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Oil Equipment and Services,Jutal Offshore Oil Services,Active,41192V,HK3303,KYG520771075,Hong Kong
K&P INTL.HDG.,K:KPIN,1997/1/2,1997,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Electronic and Electrical Equipment,K&P International Holdings,Active,887660,HK675,BMG5313X1011,Hong Kong
KA SHUI INTL.HOLDINGS,K:KSHU,2007/6/27,2007,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Industrial Metals and Mining,Ka Shui International Holdings,Active,50662X,HK822,KYG5217R1011,Hong Kong
KAM HING INTL.HDG.,K:KAMH,2004/9/23,2004,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Personal Goods,Kam Hing International Holdings,Active,29547W,HK2307,KYG5213T1013,Hong Kong
KING STONE ENERGY GP.,K:SWAN,1990/11/30,1990,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Mining,King Stone Energy Group,Active,540370,HK663,HK0000082716,Hong Kong
KING_FORCE_GP.HDG.,K:KINZ,2014/8/20,2014,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Support Services,King_force_gp Holdings,Active,9062JW,HK8315,KYG525861236,Hong Kong
KIU HUNG INTERNATIONAL HDG.,K:KIUH,2001/1/22,2001,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Leisure Goods,KIU Hung International Holdings,Active,13423L,HK381,KYG5283T1067,Hong Kong
KO YO CHEMICAL (GROUP),K:KOYO,2003/7/10,2003,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Chemicals,Ko Yo Chemical (Group),Active,27251J,HK827,KYG5319F1384,Hong Kong
KUNMING DIANCHI WATRT. 'H',K:DCWT,2017/4/6,2017,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,"Gas, Water and Multiutilities",Kunming Dianchi Watrt 'H',Active,9056WL,HK3768,CNE100002BH4,Hong Kong
KVB KUNLUN FINANCIAL GP.,K:KVBK,2013/7/3,2013,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Financial Services (Sector),KVB Kunlun Financial Group,Active,89234Q,HK8077,KYG898871069,Hong Kong
KWONG MAN KEE GP.,K:KWMK,2016/10/13,2016,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Unclassified,Kwong Man Kee Group,Active,2625L6,HK8023,KYG532951046,Hong Kong
KWOON CHUNG BUS HDG.,K:KWOO,1996/9/25,1996,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Travel and Leisure,Kwoon Chung Bus Holdings,Active,887245,HK306,BMG5330P1077,Hong Kong
L & A INTERNATIONAL HOLDINGS,K:LAIZ,2014/10/10,2014,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Personal Goods,L&A International Holdings,Active,9140YE,HK8195,KYG535201548,Hong Kong
L'SEA RESOURCES INTHDG.,K:VITR,2008/11/12,2008,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Electronic and Electrical Equipment,l'Sea Resources International Holdings,Active,54275N,HK195,KYG5726N1043,Hong Kong
LAJIN ENTM.NET.GP.,K:SADE,2002/3/26,2002,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,General Retailers,Lajin Entertainment Network Group,Active,15346W,HK8172,BMG5351M1082,Hong Kong
LARRY JEWELRY INTL.CO.,K:ETRN,2009/10/7,2009,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Personal Goods,Larry Jewelry International Company,Active,68063T,HK8351,BMG5383V1182,Hong Kong
LEE & MAN CHEMICAL CO.,K:LEEM,2002/1/16,2002,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Personal Goods,Lee and Man Chemical Company,Active,14926D,HK746,KYG5427E1145,Hong Kong
LEE'S PHARM.HDG.,K:LEEP,2002/7/15,2002,Equities,Hong Kong,Hong Kong,Hong Kong Dollar,Pharmaceuticals and Biotechnology,Lee's Pharmaceutical Holdings,Active,25967W,HK950,KYG5438W1116,Hong Kong
