Idate,Fdate,issuer,Business,SIC,hightec,state,nation,ticker,exchange,industry,bookrunner,managers,grosspread,managementfee,underfee,concession,reallowance,grossspreadP,managementfeeP,underfeeP,concessionP,reallowanceP,grossspreadmkt,principal,principalmkt,proceeds,proceedsmkt,p0,type,description,currency,marketplace,Pexchange,Ph,PL,Pm,sharesF,shareFmkt,amt,Tdamt,IPOflag,shares,Pshares,Sshares,sharesmkt,P_1,P1,spinoff,ownershipB,OwnershipA,Lexchange,ISIN,maintranche,foreignflag,ApsharesFSM,ApsharesF,PsharesFSM,PsharesFM,PsharesOSM,PsharesOM,country,IPO_number,Main_market,year,pshare1,sic1,S1,s2
2013/10/31,2013/10/22,China Saite Group Co Ltd,Prefabricated construction,                          1541,Primary Business not Hi-Tech,Foreign,China,153,Hong Kong,Construction,DBS-ASIA/KIM-SEC-HK(JB),"DBS Asia Capital Ltd
Kim Eng S",.006,Comb.,Comb.,,,4.500,                             .,Comb.,,,1.674,                            37,                            53,                            37,                            53,                             1,Ord/Common Shs.,"280,000,000.0 Ord/Common Shs.",HK,Euro Public,HONGK,                             0,                             0,                             0,                     360000000,                     400000000,                            53,                             .,Yes,                     280000000,                     280000000,,                     400000000,                             0,                             0,,,,HONGK,,Y,No,,,,                             .,                     400000000,                     280000000,Hong Kong,607,1,2013,280000000,1541,1,15
2013/11/1,2013/10/11,PW Medtech Group Ltd,"Mnfr,whl med electronic prod",                          3842,General Med. Instruments/Supp.,Foreign,China,1358,Hong Kong,Manufacturing,MS-ASIA,"Morgan Stanley (Asia) Ltd
Morg",.012,Comb.,Comb.,,,3.000,                             .,Comb.,,,5.169,                           148,                           164,                           148,                           164,                             3,Ord/Common Shs.,"360,000,000.0 Ord/Common Shs.",HK,Euro Public,HONGK,                             .,                             .,                             .,                             .,                             .,                           150,                             .,Yes,                     360000000,                     360000000,,                     400000000,                             0,                             0,,,,HONGK,KYG7306W1087,Y,No,,,,                             .,                     400000000,                     360000000,Hong Kong,607,1,2013,360000000,3842,3,38
2013/11/5,2013/10/25,Mega Expo Holdings Ltd,"Operate,Service Exhibition",                          7999,Primary Business not Hi-Tech,Foreign,Hong Kong,1360,Hong Kong,Leisure,CONVOY-INVEST,Convoy Investment Services Ltd,.006,Comb.,Comb.,,,3.500,                             .,Comb.,,,.180,                             5,                            10,                             5,                            10,                             1,Ord/Common Shs.,"30,000,000.0 Ord/Common Shs.",HK,Hong Kong Public,HONGK,                             0,                             0,                             0,                      30000000,                      60000000,                             5,                             .,Yes,                      30000000,                      30000000,,                      60000000,                             0,                             0,,,,HONGK,,Y,No,,,,                             .,                      50000000,                      30000000,Hong Kong,607,1,2013,30000000,7999,7,79
2013/11/6,2013/7/16,Boyaa Interactive Intl Ltd,Pvd online game dvlp svc,                          7372,Applications Software(Business,Foreign,China,434,Hong Kong,Pers/Bus/Rep Svc,CS-HK/CRS-HK(JB),"Credit Suisse (Hong Kong) Ltd
",.028,Comb.,Comb.,,,4.000,                             .,Comb.,,,5.345,                           115,                           127,                           115,                           127,                             5,Ord/Common Shs.,"165,950,000.0 Ord/Common Shs.",HK,Euro Public,HONGK,                             .,                             .,                             .,                             .,                             .,                           100,                             .,Yes,                     165950000,                     158574000,"7,376,000",                     184390000,                             0,                             1,,,,HONGK,KYG127751058,Y,No,,,,                             .,                     177014000,                     158574000,Hong Kong,607,1,2013,158574000,7372,7,73
2013/11/21,2013/3/8,YuanShengTai Dairy Farm Ltd,"Produce,whl dairy milk prod",                          5143,Primary Business not Hi-Tech,Foreign,China,1431,Hong Kong,Wholesale,"CHINA-SEC-FIN/CS-HK(JB)
/MACQU",China Sec(Intl)Corporate Finan,.010,Comb.,Comb.,,,3.000,                             .,Comb.,,,10.342,                           318,                           425,                           318,                           425,                             3,Ord/Common Shs.,"912,529,181.0 Ord/Common Shs.",HK,Euro Public,HONGK,                             .,                             .,                             .,                             .,                             .,                           150,                             .,Yes,                     912529181,                     668232181,"244,297,000",                    1221484000,                             0,                             0,,,,HONGK,BMG987851018,Y,No,,,,                             .,                     977187000,                     668232181,Hong Kong,607,1,2013,668232181,5143,5,51
2013/11/22,2013/10/28,Phoenix Healthcare Grp Co Ltd,"Own,operate hospital",                          8062,Healthcare Services,Foreign,China,1515,Hong Kong,Healthcare,"DBHK/BOCOM-ASIA(JB)
/GS-ASIA(J","Deutsche Bank AG (Hong Kong)
B",.024,Comb.,Comb.,,,2.500,                             .,Comb.,,,3.108,                            96,                           191,                            96,                           191,                             7,Ord/Common Shs.,"100,453,000.0 Ord/Common Shs.",HK,Euro Public,HONGK,                             .,                             .,                             .,                             .,                             .,                           200,                             .,Yes,                     100453000,                     100453000,,                     200907000,                             1,                             1,,,,HONGK,KYG7092M1087,Y,No,,,,                             .,                     200907000,                     100453000,Hong Kong,607,1,2013,100453000,8062,8,80
2013/11/22,2013/11/5,Hengshi Mining Invest Ltd,Iron ore mining,                          1011,Primary Business not Hi-Tech,Foreign,China,1370,Hong Kong,Natural Resource,CSHK/ML-ASIA(JB),"Credit Suisse Hong Kong
Merril",na,,,,,na,                             .,,,,,                            90,                           155,                            90,                           155,                             3,Ord/Common Shs.,"218,008,000.0 Ord/Common Shs.",HK,Euro Public,HONGK,                             .,                             .,                             .,                             .,                             .,                           150,                             .,Yes,                     218008000,                     218008000,,                     375000000,                             0,                             0,,,,HONGK,KYG4404M1087,Y,No,,,,                             .,                     375000000,                     218008000,Hong Kong,607,1,2013,218008000,1011,1,10
2013/11/22,2013/11/21,China MeiDong Auto Holdings Lt,Motor vehicle dealers,                          5511,Primary Business not Hi-Tech,Foreign,China,1268,Hong Kong,Retail,CCB-INTER-CAP,"CCB International Capital Ltd
",.007,Comb.,Comb.,,,3.200,                             .,Comb.,,,1.672,                            52,                            58,                            52,                            58,                             2,Ord/Common Shs.,"225,000,000.0 Ord/Common Shs.",HK,Euro Public,HONGK,                             0,                             0,                             0,                     250000000,                     250000000,                            58,                             .,Yes,                     225000000,                     225000000,,                     250000000,                             0,                             0,,,,HONGK,KYG211921021,Y,No,,,,                             .,                     250000000,                     225000000,Hong Kong,607,1,2013,225000000,5511,5,55
2013/11/26,2013/11/5,Dongpeng Holdings Co Ltd,Ceramic Wall and Floor Tile Ma,                          3253,Primary Business not Hi-Tech,Foreign,China,03386,Hong Kong,Manufacturing,"GS-ASIA/DBHK(JB)
/BOCIA(JB)","Goldman Sachs (Asia)
Deutsche",.015,Comb.,Comb.,,,4.000,                             .,Comb.,,,3.557,                            89,                            95,                            89,                            95,                             3,Ord/Common Shs.,"234,494,000.0 Ord/Common Shs.",HK,Euro Public,HONGK,                             .,                             .,                             .,                             .,                             .,                           150,                             .,Yes,                     234494000,                     234494000,,                     249400000,                             1,                             0,,,,HONGK,KYG281741036,Y,No,,,,                             .,                     249400000,                     234494000,Hong Kong,607,1,2013,234494000,3253,3,32
2013/11/26,2013/11/15,Yongsheng Advanced Materials,Nonwoven Fabric Mills,                          2299,Primary Business not Hi-Tech,Foreign,Hong Kong,3608,Hong Kong,Manufacturing,HAITONG-I,Haitong International Securiti,.005,Comb.,Comb.,,,3.000,                             .,Comb.,,,.320,                            11,                            15,                            11,                            15,                             1,Ord/Common Shs.,"70,000,000.0 Ord/Common Shs.",HK,Euro Public,HONGK,                             0,                             0,                             0,                      70000000,                     100000000,                             9,                             .,Yes,                      70000000,                      70000000,,                     100000000,                             0,                             0,,,,HONGK,,Y,No,,,,                             .,                     100000000,                      70000000,Hong Kong,607,1,2013,70000000,2299,2,22
2013/12/2,2013/11/20,Eprint Group Ltd,Digital Printing,                          2759,Primary Business not Hi-Tech,Foreign,Hong Kong,1884,Hong Kong,Manufacturing,CINDA-INTER,Cinda International Securities,.003,Comb.,Comb.,,,3.000,                             .,Comb.,,,.340,                            11,                            13,                            11,                            13,                             1,Ord/Common Shs.,"112,500,000.0 Ord/Common Shs.",HK,Euro Public,HONGK,                             0,                             0,                             0,                     112500000,                     125000000,                            14,                             .,Yes,                     112500000,                     112500000,,                     125000000,                             0,                             0,,,,HONGK,KYG3085F1019,Y,No,,,,                             .,                     125000000,                     112500000,Hong Kong,607,1,2013,112500000,2759,2,27
2013/12/5,2013/7/29,Qinhuangdao Port Co Ltd,Pvd transp svcs,                          4412,Primary Business not Hi-Tech,Foreign,China,3369,Hong Kong,Transportation,"CITIGROUP-GM
/CICC-HONGKONG(JB","Citigroup Global Markets Inc
C",.017,Comb.,Comb.,,,2.500,                             .,Comb.,,,7.024,                           281,                           562,                           281,                           562,                             5,Class H Ord Shs,"414,970,500.0 Class H Ord Shs",HK,Euro Public,HONGK,                             1,                             1,                             1,                     414970500,                     829853000,                           320,                             .,Yes,                     414970500,                     339529500,"75,441,000",                     829853000,                             0,                             1,Hebei Port Group Co Ltd,,,HONGK,CNE100001QR3,Y,No,,,,                             .,                     754412000,                     339529500,Hong Kong,607,1,2013,339529500,4412,4,44
2013/12/5,2013/11/26,Huaxi Holdings Co Ltd,"Mnfr,whl,cigarette packaging m",                          2671,Primary Business not Hi-Tech,Foreign,China,1689,Hong Kong,Manufacturing,HAITONG-I,Haitong International Securiti,.005,Comb.,Comb.,,,3.000,                             .,Comb.,,,.411,                            12,                            13,                            12,                            13,                             1,Ord/Common Shs.,"67,500,000.0 Ord/Common Shs.",HK,Euro Public,HONGK,                             0,                             0,                             0,                      67500000,                      75000000,                            12,                             .,Yes,                      67500000,                      52500000,"15,000,000",                      75000000,                             1,                             0,,,,HONGK,,Y,No,,,,                             .,                      60000000,                      52500000,Hong Kong,607,1,2013,52500000,2671,2,26
2013/12/6,2013/11/19,Jintian Pharmaceutical Grp Ltd,Pharmaceutical Preparation Man,                          2834,"General Pharmaceuticals
Medici",Foreign,China,2211,Hong Kong,Manufacturing,"MSIAS/BOCOM-INT(JB)
/DBS-ASIA(","Morgan Stanley Asia Ltd
Bocom",.009,Comb.,Comb.,,,2.500,                             .,Comb.,,,4.222,                           169,                           188,                           169,                           188,                             3,Ord/Common Shs.,"450,000,000.0 Ord/Common Shs.",HK,Euro Public,HONGK,                             1,                             0,                             0,                     450000000,                     500000000,                           207,                             .,Yes,                     450000000,                     350000000,"100,000,000",                     500000000,                             0,                             0,,,,HONGK,KYG513961022,Y,No,,,,                             .,                     400000000,                     350000000,Hong Kong,607,1,2013,350000000,2834,2,28
2013/12/10,2013/7/3,Excel Development Ltd,New Multifamily Housing Constr,                          1522,Primary Business not Hi-Tech,Foreign,Hong Kong,1372,Hong Kong,Construction,MIZUHO-ASIA,"Mizuho Securities Asia Ltd
Raf",.004,Comb.,Comb.,,,2.500,                             .,Comb.,,,.174,                             7,                             8,                             7,                             8,                             1,Ord/Common Shs.,"45,000,000.0 Ord/Common Shs.",HK,Euro Public,HONGK,                             .,                             .,                             .,                      50000000,                      50000000,                             .,                             .,Yes,                      45000000,                      45000000,,                      50000000,                             1,                             0,Vantage Intl (Hldg) Ltd,,,HONGK,,Y,No,,,,                             .,                      50000000,                      45000000,Hong Kong,607,1,2013,45000000,1522,1,15
2013/12/10,2013/11/26,Yi Hua Dept Store Hldgs Ltd,Supermarkets and Other Grocery,                          5411,Primary Business not Hi-Tech,Foreign,China,2213,Hong Kong,Retail,KINGSWAY-FIN/UPBEST(JB),"Kingsway Financial Services
Up",.005,Comb.,Comb.,,,3.000,                             .,Comb.,,,.439,                            15,                            16,                            15,                            16,                             1,Ord/Common Shs.,"81,000,000.0 Ord/Common Shs.",HK,Euro Public,HONGK,                             0,                             0,                             0,                      81000000,                      90000000,                            13,                             .,Yes,                      81000000,                      81000000,,                      90000000,                             0,                             0,,,,HONGK,KYG9844M1050,Y,No,,,,                             .,                      90000000,                      81000000,Hong Kong,607,1,2013,81000000,5411,5,54
2013/12/12,2013/12/2,Kerry Logistics Network Ltd,Provide logistics services,                          4731,Applications Software(Business,Foreign,Hong Kong,0636,Hong Kong,Transportation,"CIMB-GK-HK/BOCIA(JB)
/HONG-SHA","CIMB-GK Securities (HK) Ltd
BO",.03,Comb.,Comb.,,,2.250,                             .,Comb.,,,5.436,                           199,                           284,                           199,                           284,                            10,Ord/Common Shs.,"151,250,000.0 Ord/Common Shs.",HK,Euro Public,HONGK,                             1,                             1,                             1,                     194464000,                     216071500,                           238,                             .,Yes,                     151250000,                     151250000,,                     216071500,                             1,                             1,Kerry Group Ltd,,,HONGK,BMG524181036,Y,No,,,,                             .,                     216071500,                     151250000,Hong Kong,607,1,2013,151250000,4731,4,47
2013/12/13,2013/12/6,Consun Pharmaceutical Group,Pharmaceutical Preparation Man,                          2834,"General Pharmaceuticals
Other",Foreign,China,1681,Hong Kong,Manufacturing,BOCIA,"BOCI Asia
BOCI Asia",.017,Comb.,Comb.,,,3.000,                             .,Comb.,,,2.109,                            70,                           141,                            70,                           141,                             4,Ord/Common Shs.,"125,000,000.0 Ord/Common Shs.",HK,Euro Public,HONGK,                             1,                             0,                             1,                      25000000,                     250000000,                            13,                             .,Yes,                     125000000,                     125000000,,                     250000000,                             1,                             1,,,,HONGK,,Y,No,,,,                             .,                     250000000,                     125000000,Hong Kong,607,1,2013,125000000,2834,2,28
2013/12/13,2013/9/17,Fu Shou Yuan Intl Group Ltd,Provide funeral services,                          7261,Primary Business not Hi-Tech,Foreign,China,01448,Hong Kong,Pers/Bus/Rep Svc,"CITI/UBS-HK(JB)
/CIMB-SEC-IN-P","Citi
UBS (Hong Kong)
CIMB Secu",.013,Comb.,Comb.,,,3.000,                             .,Comb.,,,3.221,                           107,                           215,                           107,                           215,                             3,Ord/Common Shs.,"250,000,000.0 Ord/Common Shs.",HK,Euro Public,HONGK,                             .,                             .,                             .,                             .,                             .,                           100,                             .,Yes,                     250000000,                     250000000,,                     500000000,                             1,                             1,,,,HONGK,,Y,No,,,,                             .,                     500000000,                     250000000,Hong Kong,607,1,2013,250000000,7261,7,72
2013/12/16,2013/7/18,Fuguiniao Co Ltd,Other Footwear Manufacturing,                          3149,Primary Business not Hi-Tech,Foreign,China,1819,Hong Kong,Manufacturing,"CITIC-HK
/MACQUARIE-CS(JB)","CITIC Securities Corporate HK
",.026,Comb.,Comb.,,,2.250,                             .,Comb.,,,2.205,                            96,                           152,                            96,                           152,                             9,Class H Ord Shs,"84,676,400.0 Class H Ord Shs",HK,Euro Public,HONGK,                             .,                             .,                             .,                             .,                             .,                           200,                             .,Yes,                      84676400,                      84676400,,                     133340000,                             0,                             1,,,,HONGK,CNE100001QT9,Y,No,,,,                             .,                     133340000,                      84676400,Hong Kong,607,1,2013,84676400,3149,3,31
2013/12/16,2013/12/16,Kingbo Strike Ltd,Electrical Contractors,                          1731,Primary Business not Hi-Tech,Foreign,Hong Kong,1421,Hong Kong,Construction,PACFON,"Pacific Foundation Securities
",.002,Comb.,Comb.,,,3.000,                             .,Comb.,,,.279,                             9,                            10,                             9,                            10,                             1,Ord/Common Shs.,"144,000,000.0 Ord/Common Shs.",HK,Euro Public,HONGK,                             0,                             0,                             0,                     144000000,                     160000000,                             9,                             .,Yes,                     144000000,                     112000000,"32,000,000",                     160000000,                             0,                             0,,,,HONGK,,Y,No,,,,                             .,                     128000000,                     112000000,Hong Kong,607,1,2013,112000000,1731,1,17
2013/12/18,2013/12/9,China Conch Venture Hldgs Ltd,Administration Of General Econ,                          9611,Primary Business not Hi-Tech,Foreign,China,586,Hong Kong,Regional Agency,"DBHK/GS-ASIA(JB)
/HONG-SHANG-B","Deutsche Bank AG (Hong Kong)
G",.040,Comb.,Comb.,,,2.300,                             .,Comb.,,,5.406,                           235,                           464,                           235,                           464,                            14,Ord/Common Shs.,"134,374,500.0 Ord/Common Shs.",HK,Euro Public,HONGK,                             2,                             1,                             2,                     135802500,                     265000000,                           218,                             .,Yes,                     134374500,                     134374500,,                     265000000,                             2,                             2,,,,HONGK,KYG2116J1085,Y,No,,,,                             .,                     265000000,                     134374500,Hong Kong,607,1,2013,134374500,9611,9,96
2013/12/19,2013/12/10,China Creative Home Group Ltd,Electric Housewares and Househ,                          3634,Primary Business not Hi-Tech,Foreign,China,1678,Hong Kong,Manufacturing,GUOTAIJ,"Guotai Junan Securities (HK)
V",.007,Comb.,Comb.,,,3.000,                             .,Comb.,,,1.657,                            55,                            84,                            55,                            84,                             2,Ord/Common Shs.,"237,892,000.0 Ord/Common Shs.",HK,Euro Public,HONGK,                             0,                             0,                             0,                     249304000,                     360000000,                            67,                             .,Yes,                     237892000,                     237892000,,                     360000000,                             0,                             0,,,,HONGK,,Y,No,,,,                             .,                     360000000,                     237892000,Hong Kong,607,1,2013,237892000,3634,3,36
2013/12/19,2013/12/16,ArtGo Mining Holding Ltd,Other Crushed and Broken Stone,                          1429,Primary Business not Hi-Tech,Foreign,China,3313,Hong Kong,Natural Resource,MLI/HAITONG-I(JB),"Merrill Lynch Intl. Ltd.
Haito",.011,Comb.,Comb.,,,3.25,                             .,Comb.,,,2.940,                            90,                           114,                            91,                           114,                             3,Ord/Common Shs.,"264,643,000.0 Ord/Common Shs.",HK,Euro Public,HONGK,                             0,                             0,                             0,                     236180000,                     333334000,                            83,                             .,Yes,                     264643000,                     264643000,,                     333334000,                             0,                             0,,,,HONGK,KYG050941007,Y,No,,,,                             .,                     333334000,                     264643000,Hong Kong,607,1,2013,264643000,1429,1,14
2013/12/19,2013/12/11,TK Group(Holdings)Ltd,All Other Plastics Product Man,                          3089,Primary Business not Hi-Tech,Foreign,China,2283,Hong Kong,Manufacturing,CMS-HK,"China Merchants Securities HK
",.004,Comb.,Comb.,,,2.500,                             .,Comb.,,,.725,                            29,                            32,                            29,                            32,                             1,Ord/Common Shs.,"180,000,000.0 Ord/Common Shs.",HK,Euro Public,HONGK,                             0,                             0,                             0,                     180000000,                     200000000,                            29,                             .,Yes,                     180000000,                     180000000,,                     200000000,                             1,                             0,,,,HONGK,,Y,No,,,,                             .,                     200000000,                     180000000,Hong Kong,607,1,2013,180000000,3089,3,30
2014/1/8,2013/12/30,Fujian Nuoqi Co Ltd,Men'S Clothing Stores,                          5611,Primary Business not Hi-Tech,Foreign,China,1353,Hong Kong,Retail,"CCB-INTER-CAP/BOCIA(JB)
/RHBOS","CCB International Capital Ltd
",.008,Comb.,Comb.,,,3.000,                             .,Comb.,,,.986,                            30,                            41,                            30,                            41,                             2,Class H Ord Shs,"108,894,000.0 Class H Ord Shs",HK,Euro Public,HONGK,                             0,                             0,                             0,                     108894000,                     150000000,                            35,                             .,Yes,                     108894000,                     108894000,,                     150000000,                             0,                             0,,,,HONGK,CNE100001QZ6,Y,No,,,,,                     150000000,                     108894000,Hong Kong,607,1,2014,108894000,5611,5,56
2014/1/9,2014/1/6,Major Holdings Ltd,"Beer, Wine, and Liquor Stores",                          5921,Primary Business not Hi-Tech,Foreign,Hong Kong,8209,Hong Kong,Retail,EVER-HK,"China Everbright Sec(HK)Ltd
Pa",.004,Comb.,Comb.,,,2.500,                             .,Comb.,,,.106,                             4,                             4,                             4,                             4,                             1,Ord/Common Shs.,"30,000,000.0 Ord/Common Shs.",HK,Hong Kong Public,HKGEM,                             0,                             0,                             0,                      30000000,                      30000000,                             5,                             .,Yes,                      30000000,                      30000000,,                      30000000,                             0,                             0,,,,HKGEM,,Y,No,,,,,                      30000000,                      30000000,Hong Kong,607,1,2014,30000000,5921,5,59
2014/1/10,2013/12/27,China Packaging Hldg devlp Ltd,Folding Paperboard Box Manufac,                          2657,Primary Business not Hi-Tech,Foreign,China,1439,Hong Kong,Manufacturing,ORIENT-PATRON,Oriental Patron Securities Ltd,.002,Comb.,Comb.,,,3.500,                             .,Comb.,,,.460,                            13,                            13,                            13,                            13,                             1,Ord/Common Shs.,"200,000,000.0 Ord/Common Shs.",HK,Euro Public,HONGK,                             0,                             0,                             0,                     200000000,                     200000000,                            13,                             .,Yes,                     200000000,                     200000000,,                     200000000,                             0,                             0,,,,HONGK,KYG2116E1098,Y,No,,,,,                     200000000,                     200000000,Hong Kong,607,1,2014,200000000,2657,2,26
2014/1/14,2013/12/31,Nanjing Sinolife United Co Ltd,Pharmacies and Drug Stores,                          5912,General Pharmaceuticals,Foreign,China,3332,Hong Kong,Retail,BOCOM-INT,"Bocom International Holdings
B",.009,Comb.,Comb.,,,3.500,                             .,Comb.,,,1.633,                            41,                            53,                            41,                            53,                             2,Class H Ord Shs,"157,576,000.0 Class H Ord Shs",HK,Euro Public,HONGK,                             0,                             0,                             0,                     157576000,                     203800000,                            36,                             .,Yes,                     157576000,                     157576000,,                     203800000,                             0,                             0,,,,HONGK,,Y,No,,,,,                     203800000,                     157576000,Hong Kong,607,1,2014,157576000,5912,5,59
2014/1/22,2014/1/8,Honworld Group Ltd,"Mayonnaise, Dressing, and Othe",                          2035,Primary Business not Hi-Tech,Foreign,China,2226,Hong Kong,Manufacturing,MACQUARIE-CS,"Macquarie Capital Sec Ltd
Firs",.028,Comb.,Comb.,,,3.000,                             .,Comb.,,,1.947,                            48,                           115,                            48,                           115,                             7,Ord/Common Shs.,"51,661,000.0 Ord/Common Shs.",HK,Euro Public,HONGK,                             .,                             .,                             .,                             .,                             .,                           100,                             .,Yes,                      51661000,                      51661000,,                     125000000,                             0,                             1,,,,HONGK,KYG4598A1004,Y,No,,,,,                     125000000,                      51661000,Hong Kong,607,1,2014,51661000,2035,2,20
2014/1/23,2014/1/13,Magnum Entertainment Group Hld,Golf Courses and Country Clubs,                          7997,Primary Business not Hi-Tech,Foreign,Hong Kong,2080,Hong Kong,Leisure,BOCOM-INT,"Bocom International Holdings
A",.006,Comb.,Comb.,,,3.300,                             .,Comb.,,,.482,                            15,                            16,                            15,                            16,                             2,Ord/Common Shs.,"75,600,000.0 Ord/Common Shs.",HK,Euro Public,HONGK,                             0,                             0,                             0,                      75600000,                      84000000,                            12,                             .,Yes,                      75600000,                      75600000,,                      84000000,                             0,                             0,,,,HONGK,KYG5753K1067,Y,No,,,,,                      84000000,                      75600000,Hong Kong,607,1,2014,75600000,7997,7,79
2014/2/17,2014/1/29,China Metal Resources,Recyclable Material Merchant W,                          5093,Primary Business not Hi-Tech,Foreign,China,1636,Hong Kong,Wholesale,BNPPARIBAS-ASIA,"BNP Paribas Securities (Asia)
",.005,Comb.,Comb.,,,3.500,                             .,Comb.,,,1.543,                            43,                            90,                            43,                            90,                             1,Ord/Common Shs.,"295,640,000.0 Ord/Common Shs.",HK,Euro Public,HONGK,                             .,                             .,                             .,                             .,                             .,                           100,                             .,Yes,                     295640000,                     202181600,"93,458,400",                     618460000,                             0,                             0,,,,HONGK,KYG316221061,Y,No,,,,,                     525001600,                     202181600,Hong Kong,607,1,2014,202181600,5093,5,50
2014/2/28,2014/2/24,Poly Culture Group Corp Ltd,Theater Companies and Dinner T,                          7922,Primary Business not Hi-Tech,Foreign,China,3636,Hong Kong,Leisure,CLSA-HK,"CLSA
CMB International Capital",.102,Comb.,Comb.,,,2.400,                             .,Comb.,,,7.855,                           278,                           331,                           278,                           331,                            33,Class H Ord Shs,"65,299,700.0 Class H Ord Shs",HK,Euro Public,HONGK,                             4,                             4,                             4,                      64928300,                      77781000,                           256,                             .,Yes,                      65299700,                      58228700,"7,071,000",                      77781000,                             2,                             5,China Poly Group Corp,,,HONGK,CNE100001S81,Y,No,,,,,                      70710000,                      58228700,Hong Kong,607,1,2014,58228700,7922,7,79
2014/3/10,2013/12/19,Haichang Holdings Ltd,"Own,op theme parks",                          7996,Primary Business not Hi-Tech,Foreign,China,2255,Hong Kong,Leisure,"BNPPARIBAS-ASIA/MLI(JB)
/CCB-I","BNP Paribas Securities (Asia)
",.009,Comb.,Comb.,,,3.000,                             .,Comb.,,,9.039,                           254,                           316,                           254,                           316,                             2,Ord/Common Shs.,"804,491,000.0 Ord/Common Shs.",HK,Euro Public,HONGK,                             .,                             .,                             .,                             .,                             .,                           300,                             .,Yes,                     804491000,                     804491000,,                    1000000000,                             0,                             0,,,,HONGK,KYG4231A1031,Y,No,,,,,                    1000000000,                     804491000,Hong Kong,607,1,2014,804491000,7996,7,79
2014/4/3,2014/2/24,Baioo Family Interactive Ltd,All Other Miscellaneous School,                          7999,Applications Software(Business,Foreign,China,2100,Hong Kong,Leisure,"DBHK
/CITI-GLOBMKT-UK(JB)
/JPM","Deutsche Bank AG (Hong Kong)
C",.009,Comb.,Comb.,,,3.500,                             .,Comb.,,,5.735,                           164,                           182,                           164,                           182,                             2,Ord/Common Shs.,"635,494,000.0 Ord/Common Shs.",HK,Euro Public,HONGK,                             .,                             .,                             .,                             .,                     706000000,                           150,                             .,Yes,                     635494000,                     635494000,,                     706106000,                             .,                             .,Guangzhou Information,,,HONGK,KYG070381051,Y,No,,,,,                     706106000,                     635494000,Hong Kong,607,1,2014,635494000,7999,7,79
2014/4/24,2014/4/9,Wang Tai Holdings Ltd,Broadwoven Fabric Mills,                          2211,Primary Business not Hi-Tech,Foreign,China,01400,Hong Kong,Manufacturing,GUOTAIJ,"Guotai Junan Securities (HK)
G",.003,Comb.,Comb.,,,3.000,                             .,Comb.,,,.655,                            21,                            23,                            21,                            23,                             1,Ord/Common Shs.,"225,000,000.0 Ord/Common Shs.",HK,Euro Public,HONGK,                             0,                             0,                             0,                     225000000,                     250000000,                            21,                             .,Yes,                     225000000,                     225000000,,                     250000000,                             0,                             0,,,,HONGK,KYG9431G1073,Y,No,,,,,                     250000000,                     225000000,Hong Kong,607,1,2014,225000000,2211,2,22
2014/4/30,2014/2/28,Sunfonda Group Holdings,New Car Dealers,                          5511,Primary Business not Hi-Tech,Foreign,China,01771,Hong Kong,Retail,JPMP/GUOTAIJ(JB),"JP Morgan Securities Plc
Guota",.014,Comb.,Comb.,,,3.000,                             .,Comb.,,,1.046,                            35,                            70,                            35,                            70,                             4,Ord/Common Shs.,"74,861,000.0 Ord/Common Shs.",HK,Euro Public,HONGK,                             1,                             0,                             1,                     116077000,                     150000000,                            61,                             .,Yes,                      74861000,                      74861000,,                     150000000,                             0,                             1,,,,HONGK,,Y,No,,,,,                     150000000,                      74861000,Hong Kong,607,1,2014,74861000,5511,5,55
2014/5/16,2014/5/12,China CNR Corp Ltd,Railroad Rolling Stock Manufac,                          3743,Primary Business not Hi-Tech,Foreign,China,6199,Hong Kong,Manufacturing,"UBS-HK
/CICC-HONGKONG(JB)
/MAC","UBS (Hong Kong)
China Intl Cap",.013,Comb.,Comb.,,,1.900,                             .,Comb.,,,21.176,                          1035,                          1215,                          1036,                          1215,                             5,Class H Ord Shs,1552639000.0 Class H Ord Shs,HK,Euro Public,HONGK,                             1,                             1,                             1,                    1484015000,                    1821200000,                          1072,                             .,Yes,                    1552639000,                    1552639000,,                    1821200000,                             .,                             .,,,,HONGK,CNE100001SC1,Y,No,,,,,                    1821200000,                    1552639000,Hong Kong,607,1,2014,1552639000,3743,3,37
2014/5/20,2014/5/12,Best Pacific Intl Hldgs Ltd,Women'S and Girls' Cut and Sew,                          2341,Primary Business not Hi-Tech,Foreign,China,2111,Hong Kong,Manufacturing,"CCB-INTER-CAP
/DBS-ASIA(JB)","CCB International Capital Ltd
",.008,Comb.,Comb.,,,3.000,                             .,Comb.,,,2.028,                            62,                            69,                            62,                            69,                             2,Ord/Common Shs.,"225,000,000.0 Ord/Common Shs.",HK,Euro Public,HONGK,                             0,                             0,                             0,                     250000000,                     250000000,                            70,                             .,Yes,                     225000000,                     225000000,,                     250000000,                             1,                             0,Grandview Capital Investment,,,HONGK,KYG106891008,Y,No,,,,,                     250000000,                     225000000,Hong Kong,607,1,2014,225000000,2341,2,23
