issuer,Idate,Fdate,ISIN,ticker,SIC,LCS Key,LevDis Key,LCS,LevDis Value,LCS Value,Full Name,Name,Symbol,Start Date,DATASTREAM CODE,LOC OFF. CODE,ISIN CODE
On Time Logistics Holdings Ltd,2014/7/10,2014/6/30,KYG675461043,6123,4731,On Time Logistics Holdings Ltd,0,ontimelogistics,0,On Time Logistics Holdings,On Time Logistics Holdings,ON TIME LOGISTICS HDG.,K:ONTI,2014/7/11,8933NE,HK6123,KYG675461043
Hanbo Enterprises Holdings Ltd,2014/7/10,2014/6/30,KYG4288H1002,1367,5131,Hanbo Enterprises Holdings Ltd,0,hanboenterprise,0,Hanbo Enterprises Holdings,Hanbo Enterprises Holdings,HANBO ENTERPRISES HDG.,K:HANB,2014/7/11,8933M7,HK1367,KYG4288H1002
Ernest Borel Holdings Ltd,2014/7/10,2014/6/30,KYG311691086,1856,3873,Ernest Borel Holdings Ltd,0,ernestborel,0,Ernest Borel Holdings,Ernest Borel Holdings,ERNEST BOREL HOLDINGS,K:ERNT,2014/7/11,8933NA,HK1856,KYG311691086
Cogobuy Group,2014/7/11,2014/2/20,KYG225371072,400,7375,Cogobuy Group,0,cogobuy,0,Cogobuy Group,Cogobuy Group,COGOBUY GROUP,K:COGB,2014/7/18,8748ZV,HK400,KYG225371072
China Rundong Auto Group Ltd,2014/8/5,2014/2/7,KYG211941086,1365,5012,China Rundong Auto Group Ltd,0,chinarundongaut,0,China Rundong Auto Group,China Rundong Auto Group,CHINA RUNDONG AUTO GP.,K:CHRU,2014/8/12,8985PP,HK1365,KYG2119X1043
Jiashili Group Ltd,2014/9/15,2014/9/15,,1285,2052,Jiashili Group Ltd,0,jiashili,0,Jiashili Group,Jiashili Group,JIASHILI GROUP,K:JIAS,2014/9/25,9107Z2,HK1285,KYG513761042
New Concepts Holdings Ltd,2014/9/18,2014/9/4,KYG644671060,2221,1522,New Concepts Holdings Ltd,0,newconcepts,0,New Concepts Holdings,New Concepts Holdings,NEW CONCEPTS HOLDINGS,K:NCHL,2014/9/19,9070XA,HK2221,KYG644671060
Hua Hong Semiconductor Ltd,2014/10/9,2014/6/20,HK0000218211,1347,3674,Hua Hong Semiconductor Ltd,0,huahongsemicond,0,Hua Hong Semiconductor,Hua Hong Semiconductor,HUA HONG SEMICONDUCTOR,K:HUAH,2014/10/15,9120LE,HK1347,HK0000218211
Sam Woo Construction Group Ltd,2014/10/14,2014/9/29,KYG7785L1023,3822,1522,Sam Woo Construction Group Ltd,0,samwooconstruct,0,Sam Woo Construction Group,Sam Woo Construction Group,SAM WOO CONSTRUCTION GP.,K:SAWO,2014/10/16,91252U,HK3822,KYG7785L1023
Austar Lifesciences Ltd,2014/11/3,2014/10/22,,6118,8711,Austar Lifesciences Ltd,0,austarlifescien,0,Austar Lifesciences,Austar Lifesciences,AUSTAR LIFESCIENCES,K:ASTR,2014/11/7,9166QQ,HK6118,KYG0632L1023
Fulum Group,2014/11/10,2014/6/24,KYG369231033,1443,7011,Fulum Group,0,fulum,0,Fulum Group Holdings,Fulum Group Holdings,FULUM GROUP HOLDINGS,K:FULM,2014/11/13,9171YC,HK1443,KYG369231033
Wai Chi Holdings Co Ltd,2014/11/17,2014/11/4,,1305,3674,Wai Chi Holdings Co Ltd,0,waichi,0,Wai Chi Holdings,Wai Chi Holdings,WAI CHI HOLDINGS,K:WAIC,2014/11/18,9171YD,HK1305,KYG9427Y1044
Q Technology (Group) Co Ltd,2014/11/26,2014/7/7,,1478,3679,Q Technology (Group) Co Ltd,0,q,0,China Hongqiao Group,China Hongqiao Group,CHINA HONGQIAO GROUP,K:CHGT,2011/3/24,74528X,HK1378,KYG211501005
EGL Holdings Company Ltd,2014/11/27,2014/11/18,KYG3089V1023,6882,4724,EGL Holdings Company Ltd,0,company,0,Company-Prosperity Holdings,Company-Prosperity Holdings,CO-PROSPERITY HOLDINGS,K:COPR,2006/3/30,32984V,HK707,KYG2421Y1052
Feiyu Technology,2014/12/1,2014/9/18,,1022,7372,Feiyu Technology,0,feiyu,0,Feiyu Technology International,Feiyu Technology International,FEIYU TECHNOLOGY INTL.,K:FEIY,2014/12/5,9215M4,HK1022,KYG337691037
Nirvana Asia Ltd,2014/12/10,2014/11/19,KYG652921076,1438,7261,Nirvana Asia Ltd,0,nirvanaasia,0,Nirvana Asia,Nirvana Asia,NIRVANA ASIA,K:NIVA,2014/12/17,92240H,HK1438,KYG652921076
Xiabu Xiabu Catering Mgmt Co,2014/12/11,2014/3/21,,520,5812,Xiabu Xiabu Catering Mgmt Co,0,xiabuxiabucater,0,Xiabuxiabu Catering Management (China) Holdings,Xiabuxiabu Catering Management (China) Holdings,XIABUXIABU CATER.MAN. (CHINA) HDG.,K:XIAB,2014/12/17,8940N3,HK520,KYG982971072
BBI Life Sciences Corp,2014/12/29,2014/12/16,KYG1089Y1180,1035,2834,BBI Life Sciences Corp,0,bbilifesciences,0,BBI Life Sciences,BBI Life Sciences,BBI LIFE SCIENCES,K:BBIL,2014/12/30,9236XY,HK1035,KYG1089Y1180
Asiaray Media Group Ltd,2015/1/8,2014/12/15,,1993,7311,Asiaray Media Group Ltd,0,asiaraymedia,0,Asiaray Media Group,Asiaray Media Group,ASIARAY MEDIA GROUP,K:ARAY,2015/1/15,9269AN,HK1993,KYG0623M1015
Future Bright Mining Hldg Ltd,2015/1/8,2014/12/29,KYG3700E1098,2212,1429,Future Bright Mining Hldg Ltd,0,futurebrightmin,0,Future Bright Mining Holdings,Future Bright Mining Holdings,FUTURE BRIGHT MNG.HDG.,K:FUTU,2015/1/9,9267QW,HK2212,KYG3700E1171
Yat Sing Holdings Ltd,2015/1/13,2014/12/31,KYG983421010,3708,1542,Yat Sing Holdings Ltd,0,yatsing,0,Yat Sing Holdings,Yat Sing Holdings,YAT SING HOLDINGS,K:YATS,2015/1/14,92688U,HK3708,KYG983421010
Sis Mobile Holdings Ltd,2015/1/14,2014/12/23,KYG8190W1050,1362,5065,Sis Mobile Holdings Ltd,0,sismobile,0,SIS Mobile Holdings,SIS Mobile Holdings,SIS MOBILE HOLDINGS,K:SISM,2015/1/15,92688R,HK1362,KYG8190W1050
King's Flair Intl (Hldg) Ltd,2015/1/15,2014/12/31,,6822,5719,King's Flair Intl (Hldg) Ltd,0,king'sflair,0,King's Flair International (Holdings),King's Flair International (Holdings),KING'S FLAIR INTL.(HDG.),K:KNGF,2015/1/16,92688P,HK6822,KYG5258R1011
Time2U Intl Hldg Ltd,2015/1/29,2015/1/20,KYG8879S1021,1327,3873,Time2U Intl Hldg Ltd,0,time2u,0,TIME2U International Holding,TIME2U International Holding,TIME2U INTL.HOLDING,K:TIMY,2015/1/30,9290UH,HK1327,KYG8879S1021
China Animation Characters Co,2015/3/11,2015/2/27,KYG211751071,1566,5092,China Animation Characters Co,0,chinaanimationc,0,China Animation Characters,China Animation Characters,CHINA ANIM.CHARACTERS,K:ANIM,2015/3/12,9338LJ,HK1566,KYG211751071
Cowell e Holdings Inc,2015/3/25,2013/11/21,KYG248141163,1415,3661,Cowell e Holdings Inc,0,cowelle,0,Cowell E Holdings,Cowell E Holdings,COWELL E HOLDINGS,K:CEHI,2015/3/31,9377CP,HK1415,KYG248141163
In Construction Holdings Ltd,2015/4/15,2015/3/31,KYG4752Q1073,1500,1799,In Construction Holdings Ltd,0,inconstruction,0,In Construction Holdings,In Construction Holdings,IN CONSTRUCTION HOLDINGS,K:INCO,2015/4/16,9403UA,HK1500,KYG4752Q1073
Tic Tac Intl Hldg Co Ltd,2015/5/11,2015/4/28,,1470,3873,Tic Tac Intl Hldg Co Ltd,0,tictac,0,TIC TAC International Holdings Company,TIC TAC International Holdings Company,TIC TAC INTL.HDG.CO.,K:TTIH,2015/5/12,94606C,HK1470,NA
China Greenfresh Group Co Ltd,2015/6/17,2015/6/4,KYG2117Y1044,6183,5431,China Greenfresh Group Co Ltd,0,chinagreenfresh,0,China Greenfresh Group,China Greenfresh Group,CHINA GREENFRESH GROUP,K:GRFR,2015/6/18,9535PR,HK6183,KYG2117Y1044
Vital Mobile Holdings Ltd,2015/6/25,2014/10/7,KYG9381Y1089,6133,3661,Vital Mobile Holdings Ltd,0,vitalmobile,0,Vital Mobile Holdings,Vital Mobile Holdings,VITAL MOBILE HOLDINGS,K:VTMB,2015/6/26,9661CN,HK6133,KYG9381Y1089
Sky Light Holdings Ltd,2015/6/25,2015/4/15,KYG8191M1069,3882,5043,Sky Light Holdings Ltd,0,skylight,0,Sky Light Holdings,Sky Light Holdings,SKY LIGHT HOLDINGS,K:SKYL,2015/7/2,9663MQ,HK3882,KYG8191M1069
Golden Throat Hldg Grp Co Ltd,2015/6/30,2015/3/3,KYG3961J1022,6896,2834,Golden Throat Hldg Grp Co Ltd,0,goldenthroat,0,Golden Throat Holdings Group,Golden Throat Holdings Group,GOLDEN THROAT HDG.GROUP,K:GTHG,2015/7/15,9748WG,HK6896,KYG3961J1022
Harmonicare Med Hldg Ltd,2015/7/1,2015/3/23,KYG439691075,1509,8069,Harmonicare Med Hldg Ltd,0,harmonicaremed,0,Harmonicare Medical Holdings,Harmonicare Medical Holdings,HARMONICARE MEDICAL HDG.,K:HARM,2015/7/7,97447K,HK1509,KYG439691075
Man King Holdings Ltd,2015/7/2,2015/6/19,,2193,1522,Man King Holdings Ltd,0,manking,0,Man King Holdings,Man King Holdings,MAN KING HOLDINGS,K:MANK,2015/7/3,9663MR,HK2193,NA
Tsaker Chemical Group Ltd,2015/7/2,2015/6/23,KYG910801045,1986,2899,Tsaker Chemical Group Ltd,0,tsakerchemical,0,Tsaker Chemical Group,Tsaker Chemical Group,TSAKER CHEMICAL GROUP,K:TSAK,2015/7/3,9734NG,HK1986,KYG910801045
Purapharm Corp Ltd,2015/7/6,2015/6/25,KYG7306Y1044,1498,2834,Purapharm Corp Ltd,0,purapharm,0,Purapharm,Purapharm,PURAPHARM,K:PURA,2015/7/8,97447L,HK1498,KYG7306Y1044
Tianyun Intl Hldg Ltd,2015/7/6,2015/6/24,VGG8880B1067,6836,2037,Tianyun Intl Hldg Ltd,0,tianyun,0,Tianyun International Holdings,Tianyun International Holdings,TIANYUN INTL.HOLDINGS,K:TIYU,2015/7/7,9742L2,HK6836,VGG8880B1067
Zhongzhi Pharm Hldg Ltd,2015/7/10,2015/6/30,KYG989611085,3737,2834,Zhongzhi Pharm Hldg Ltd,0,zhongzhipharm,0,Zhongzhi Pharmaceutical Holdings,Zhongzhi Pharmaceutical Holdings,ZHONGZHI PHARM.HOLDINGS,K:ZZZZ,2015/7/13,9748WE,HK3737,KYG989611085
Wan Kei Group Holdings Ltd,2015/8/7,2015/7/27,,1718,1522,Wan Kei Group Holdings Ltd,0,wankei,0,Wan KEI Group Holdings,Wan KEI Group Holdings,WAN KEI GROUP HOLDINGS,K:WANK,2015/8/11,9828J8,HK1718,KYG943081060
China Shun Ke Long Hldg Ltd,2015/9/9,2015/5/12,KYG2163D1034,974,5411,China Shun Ke Long Hldg Ltd,0,chinashunkelong,0,China Shun KE Long Holdings,China Shun KE Long Holdings,CHINA SHUN KE LONG HDG.,K:CSKL,2015/9/10,9922Q6,HK974,KYG2163D1034
Regina Miracle Intl (Hldg) Ltd,2015/9/30,2015/9/16,KYG748071019,2199,2342,Regina Miracle Intl (Hldg) Ltd,0,reginamiracle,0,Regina Miracle International (Holdings),Regina Miracle International (Holdings),REGINA MIRACLE INTL. (HDG.),K:RMIL,2015/10/8,9935D9,HK2199,KYG748071019
Zhejiang Tengy Envi Tech Co,2015/10/9,2015/9/24,CNE1000021Y6,1527,9511,Zhejiang Tengy Envi Tech Co,0,zhejiangtengyen,0,Zhejiang Tengy Environmental Technology Company 'H',Zhejiang Tengy Environmental Technology Company 'H',ZHEJIANG TENGY ENV.TECH. CO.'H',K:ZTET,2015/10/12,9935EA,HK1527,CNE1000021Y6
China Partytime Culture Holdin,2015/10/15,2015/9/30,KYG2163R1020,1532,2331,China Partytime Culture Holdin,0,chinapartytimec,0,China Partytime Culture Holdings,China Partytime Culture Holdings,CHINA PARTYTIME CULTURE HDG.,K:CPCT,2015/10/16,8650W2,HK1532,KYG2163R1020
Denox Envi & Tech Hldg Ltd,2015/11/6,2015/10/29,KYG2810N1088,1452,3914,Denox Envi & Tech Hldg Ltd,0,denoxenvi,0,Denox Environmental and Technology Holdings,Denox Environmental and Technology Holdings,DENOX ENV.& TECH.HDG.,K:DENX,2015/11/12,8708NQ,HK1452,KYG2810N1088
Chinney Kin Wing Holdings Ltd,2015/11/10,2015/8/19,BMG2118K1036,1556,1522,Chinney Kin Wing Holdings Ltd,0,chinneykinwing,0,Chinney KIN Wing Holdings,Chinney KIN Wing Holdings,CHINNEY KIN WING HDG.,K:KINW,2015/11/11,8708NV,HK1556,BMG2118K1036
Dali Foods Group Company Ltd,2015/11/14,2015/7/3,KYG2743Y1061,3799,2052,Dali Foods Group Company Ltd,0,dalifoods,0,Dali Foods Group Company,Dali Foods Group Company,DALI FOODS GROUP CO.,K:DALF,2015/11/20,8721RN,HK3799,KYG2743Y1061
Manfield Chemical Holdings Ltd,2015/11/17,2015/10/13,,1561,3479,Manfield Chemical Holdings Ltd,0,manfieldchemica,0,Manfield Chemical Holdings,Manfield Chemical Holdings,MANFIELD CHEMICAL HDG.,K:MACF,2015/12/1,8735AW,HK1561,NA
UMP Healthcare Holdings Ltd,2015/11/23,2015/9/10,KYG9320W1069,722,8099,UMP Healthcare Holdings Ltd,0,umphealthcare,0,UMP Healthcare Holdings,UMP Healthcare Holdings,UMP HEALTHCARE HOLDINGS,K:UMPH,2015/11/27,8735AV,HK722,KYG9320W1069
Fse Engineering Holdings Ltd,2015/12/9,2015/9/9,KYG3727N1088,331,8711,Fse Engineering Holdings Ltd,0,fseengineering,0,FSE Engineering Holdings,FSE Engineering Holdings,FSE ENGINEERING HDG.,K:FSEE,2015/12/10,8745C8,HK331,KYG3727N1088
SFK Construction Holdings Ltd,2015/12/9,2015/9/8,BMG8059A1119,1447,1541,SFK Construction Holdings Ltd,0,sfkconstruction,0,SFK Construction Holdings,SFK Construction Holdings,SFK CONSTRUCTION HDG.,K:SFKH,2015/12/10,8751TX,HK1447,BMG8059A1036
CRCC High-Tech Equip Corp,2015/12/9,2015/8/7,CNE1000023F1,1786,3531,CRCC High-Tech Equip Corp,0,crcchigh-tech,0,CRCC High-Technology Equipment 'H',CRCC High-Technology Equipment 'H',CRCC HIGH-TECH EQUIPMENT 'H',K:CRXX,2015/12/16,8764Q5,HK1786,CNE1000023F1
Ten Pao Group Holdings Ltd,2015/12/10,2015/11/30,KYG876031090,1979,3679,Ten Pao Group Holdings Ltd,0,tenpao,0,Ten Pao Group Holdings,Ten Pao Group Holdings,TEN PAO GP.HDG.,K:TPGH,2015/12/11,8751TV,HK1979,KYG876031090
Modern Dental Group Ltd,2015/12/10,2015/12/3,KYG618201092,3600,3843,Modern Dental Group Ltd,0,moderndental,0,Modern Dental Group,Modern Dental Group,MODERN DENTAL GROUP,K:MDGL,2015/12/15,8764Q3,HK3600,KYG618201092
Charmacy Pharmaceutical Co Ltd,2015/12/11,2015/9/7,CNE1000023D6,2289,5122,Charmacy Pharmaceutical Co Ltd,0,charmacypharmac,0,Charmacy Pharmaceutical Company 'H',Charmacy Pharmaceutical Company 'H',CHARMACY PHARM.CO.'H',K:CHUP,2015/12/14,8757U6,HK2289,CNE1000023D6
China Hengshi Foundation Co,2015/12/12,2015/12/3,KYG2118L1014,1197,2221,China Hengshi Foundation Co,0,chinahengshifou,0,China Hengshi Foundation Company,China Hengshi Foundation Company,CHINA HENGSHI FOUNDATION CO.,K:CSHN,2015/12/21,8799D5,HK1197,KYG2118L1014
Yee Hop Holdings Ltd,2015/12/17,2015/12/7,KYG9836P1081,1662,1542,Yee Hop Holdings Ltd,0,yeehop,0,Yee Hop Holdings,Yee Hop Holdings,YEE HOP HOLDINGS,K:YEEH,2015/12/18,8792J1,HK1662,KYG9836P1081
Feishang Non-metal Materials,2015/12/28,2015/9/24,KYG337641040,8331,1459,Feishang Non-metal Materials,0,feishangnon-met,0,Feishang Non-Metal Materials Technology,Feishang Non-Metal Materials Technology,FEISHANG NON-METAL MATS. TECH.,K:FEIS,2015/12/29,8827JW,HK8331,KYG337641040
Yichang Hec Changjiang Pharm,2015/12/28,2015/9/29,CNE1000023R6,1558,2834,Yichang Hec Changjiang Pharm,0,yichanghecchang,0,Yichang HEC Changjiang Pharmaceutical Company 'H',Yichang HEC Changjiang Pharmaceutical Company 'H',YICHANG HEC CHANGJIANG PHARM.CO.'H',K:YHEC,2015/12/29,8827JH,HK1558,CNE1000023R6
Sundart Holdings Ltd,2015/12/28,2015/5/4,VGG857251026,1568,1522,Sundart Holdings Ltd,0,sundart,0,Sundart Holdings,Sundart Holdings,SUNDART HOLDINGS,K:SUDR,2015/12/29,8776Y2,HK1568,VGG857251026
Perfect Grp Intl Hldg Ltd,2015/12/31,2015/9/18,KYG700671061,3326,3479,Perfect Grp Intl Hldg Ltd,0,perfect,0,Perfect Group International Holdings,Perfect Group International Holdings,PERFECT GROUP INTERNATIONAL HOLDINGS,K:PERI,2016/1/4,8827JP,HK3326,KYG700671145
Virscend Education Co Ltd,2016/1/8,2015/9/10,KYG936691024,1565,8211,Virscend Education Co Ltd,0,virscendeducati,0,Virscend Education Company,Virscend Education Company,VIRSCEND EDUCATION CO.,K:VECL,2016/1/15,8840ET,HK1565,KYG936691024
Jujiang Constr Grp Co Ltd,2016/1/11,2015/9/16,,1459,1522,Jujiang Constr Grp Co Ltd,0,jujiangconstr,0,Jujiang Construction Group Company 'H',Jujiang Construction Group Company 'H',JUJIANG CONSTRUCTION GP. CO.'H',K:JUJI,2016/1/12,8830VU,HK1459,CNE100002417
Sinco Pharms Hldg Ltd,2016/3/4,2015/9/30,,6833,5122,Sinco Pharms Hldg Ltd,0,sincopharm,0,Sinco Pharmaceuticals Holdings,Sinco Pharmaceuticals Holdings,SINCO PHARMS.HDG.,K:SIPH,2016/3/10,8952FE,HK6833,KYG8154Y1052
Union Medical Healthcare Ltd,2016/3/7,2015/11/5,KYG9320L1005,2138,8062,Union Medical Healthcare Ltd,0,unionmedicalhea,0,Union Medical Healthcare,Union Medical Healthcare,UNION MEDICAL HEALTHCARE,K:UMHL,2016/3/11,8952CV,HK2138,KYG9320L1005
Human Health Holdings Ltd,2016/3/31,2015/10/27,KYG4644Q1091,1419,8099,Human Health Holdings Ltd,0,humanhealth,0,Human Health Holdings,Human Health Holdings,HUMAN HEALTH HDG.,K:HHHL,2016/4/1,7018K6,HK1419,KYG4644Q1091
Nameson Holdings Ltd,2016/4/6,2015/10/8,KYG6362E1017,1982,2258,Nameson Holdings Ltd,0,nameson,0,Nameson Holdings,Nameson Holdings,NAMESON HOLDINGS,K:NHL,2016/4/12,7077U7,HK1982,KYG6362E1017
AP Rentals Holdings Ltd,2016/4/7,2015/12/17,KYG0501C1006,1496,7359,AP Rentals Holdings Ltd,0,aprentals,0,AP Rentals Holdings,AP Rentals Holdings,AP RENTALS HOLDINGS,K:APRH,2016/4/8,7027M8,HK1496,KYG0501C1006
Huajin Intl Hldg Ltd,2016/4/14,2016/1/5,,2738,3312,Huajin Intl Hldg Ltd,0,huajin,0,Huajin International,Huajin International,HUAJIN INTL.,K:HUIH,2016/4/15,7084PV,HK2738,KYG464211062
Yadea Group Holdings Ltd,2016/5/16,2015/9/1,KYG9830F1063,1585,3751,Yadea Group Holdings Ltd,0,yadea,0,Yadea Group Holdings,Yadea Group Holdings,YADEA GROUP HDG.,K:YADE,2016/5/19,7405PN,HK1585,KYG9830F1063
Hang Sang (Siu Po) Intl Hldg,2016/5/17,2015/12/16,KYG4288S1066,3626,3552,Hang Sang (Siu Po) Intl Hldg,0,hangsangsiupo,0,Hang Sang (SIU Po) International,Hang Sang (SIU Po) International,HANG SANG (SIU PO) INTL.,K:HSA,2016/5/18,7298WD,HK3626,KYG4288S1066
BOC Aviation Ltd,2016/5/19,2015/10/19,,2588,7359,BOC Aviation Ltd,0,bocaviation,0,BOC Aviation,BOC Aviation,BOC AVIATION,K:BOCA,2016/6/1,7294AL,HK2588,SG9999015267
Li Bao Ge Group Ltd,2016/6/29,2015/9/25,,8102,5812,Li Bao Ge Group Ltd,0,libaoge,0,Li Bao GE Group,Li Bao GE Group,LI BAO GE GROUP,K:LBGG,2016/6/30,7588G4,HK8102,KYG548041022
Ever Harvest Grp Hldg Ltd,2016/7/6,2016/3/9,KYG3227D1051,1549,4412,Ever Harvest Grp Hldg Ltd,0,everharvest,0,Ever Harvest Group Holdings,Ever Harvest Group Holdings,EVER HARVEST GP.HDG.,K:EHGH,2016/7/6,7586D3,HK1549,KYG3227D1051
Yihai Intl Hldg Ltd,2016/7/7,2016/4/1,KYG984191075,1579,2099,Yihai Intl Hldg Ltd,0,yihai,0,Yihai International Holding,Yihai International Holding,YIHAI INTL.HLDG.,K:YIHA,2016/7/13,7720DU,HK1579,KYG984191075
China Logistics Ppty Hldg Co,2016/7/8,2016/3/30,KYG212091048,1589,4215,China Logistics Ppty Hldg Co,0,chinalogisticsp,0,China Logistics Property Holdings,China Logistics Property Holdings,CHINA LOGIST.PR.HDG.,K:CLPH,2016/7/15,7720FV,HK1589,KYG212091048
China Leon Inspection Hldg Ltd,2016/7/11,2016/2/4,KYG2163G1064,1586,1241,China Leon Inspection Hldg Ltd,0,chinaleoninspec,0,China Leon Inspection,China Leon Inspection,CHINA LEON INSPEC.,K:CLIH,2016/7/12,7715GD,HK1586,KYG2163G1064
Vincent Medical Holdings Ltd,2016/7/12,2016/4/4,KYG9367D1025,1612,3841,Vincent Medical Holdings Ltd,0,vincentmedical,0,Vincent Medical Holdings,Vincent Medical Holdings,VINCENT MEDICAL HDG.,K:VMED,2016/7/13,7720DW,HK1612,KYG9367D1025
China Unienergy Group Ltd,2016/7/12,2016/4/20,KYG212081064,1573,1221,China Unienergy Group Ltd,0,chinaunienergy,0,China Unienergy Group,China Unienergy Group,CHINA UNIENERGY GP.,K:CUGL,2016/7/13,7720F1,HK1573,KYG212081064
Prosper Constr Hldg Ltd,2016/7/19,2016/3/31,,6816,1541,Prosper Constr Hldg Ltd,0,prosperconstr,0,Prosper Construction Holdings,Prosper Construction Holdings,PROSPER CON.HDG.,K:PCHL,2016/7/20,7720F3,HK6816,KYG7279E1017
Ausupreme Intl Hldg Ltd,2016/9/9,2015/12/4,KYG066021091,2031,5149,Ausupreme Intl Hldg Ltd,0,ausupreme,0,Ausupreme International Holdings,Ausupreme International Holdings,AUSUPREME INTL.HDG.,K:ASPI,2016/9/12,7749DQ,HK2031,KYG066021091
Crosstec Group Holdings Ltd,2016/9/9,2016/3/23,KYG257501034,3893,7389,Crosstec Group Holdings Ltd,0,crosstec,0,Crosstec Group Holdings,Crosstec Group Holdings,CROSSTEC GROUP HDG.,K:CRSS,2016/9/12,25614G,HK3893,KYG257501034
Jacobson Pharma Corp Ltd,2016/9/14,2016/4/18,KYG677291067,2633,5912,Jacobson Pharma Corp Ltd,0,jacobsonpharma,0,Jacobson Pharma Corporation,Jacobson Pharma Corporation,JACOBSON PHARMA CORP.,K:JCBS,2016/9/21,2569FZ,HK2633,KYG677291067
Rici Healthcare Holdings Ltd,2016/9/30,2016/3/21,,1526,8062,Rici Healthcare Holdings Ltd,0,ricihealthcare,0,Rici Healthcare Holdings,Rici Healthcare Holdings,RICI HEALTHCARE HDG.,K:RICI,2016/10/6,2620N3,HK1526,KYG755601054
Cherish Holdings Ltd,2016/9/30,2016/6/17,KYG2090D1016,2113,1794,Cherish Holdings Ltd,0,cherish,0,Cherish Holdings,Cherish Holdings,CHERISH HOLDINGS,K:CHSH,2016/10/17,2625M5,HK2113,KYG2090D1016
China Resources Pharm Grp Ltd,2016/10/21,2016/10/17,HK0000311099,3320,2834,China Resources Pharm Grp Ltd,0,chinaresourcesp,0,China Resources Power Holdings,China Resources Power Holdings,CHINA RES.POWER HDG.,K:CREP,2003/11/12,27962U,HK836,HK0836012952
JNBY Design Ltd,2016/10/25,2016/7/6,KYG550441045,3306,2299,JNBY Design Ltd,0,jnbydesign,0,Jnby Design,Jnby Design,JNBY DESIGN,K:JNBY,2016/10/31,2637YH,HK3306,KYG550441045
COFCO Meat Holdings Ltd,2016/10/26,2016/6/28,KYG226921008,1610,5147,COFCO Meat Holdings Ltd,0,cofcomeat,0,Cofco Meat Holdings,Cofco Meat Holdings,COFCO MEAT HOLDINGS,K:CFML,2016/11/1,2637YJ,HK1610,KYG226921008
Guangdong Kanghua Healthcare,2016/11/2,2016/7/14,,3689,8062,Guangdong Kanghua Healthcare,0,guangdongkanghu,0,Guangdong Kanghua Healthcare 'H',Guangdong Kanghua Healthcare 'H',GUANGDONG KANGHUA HEALTHCARE 'H',K:GNGD,2016/11/8,2644YL,HK3689,CNE100002B55
Gemilang International Ltd,2016/11/9,2016/7/22,,6163,3713,Gemilang International Ltd,0,gemilang,0,Gemilang International,Gemilang International,GEMILANG INTERNATIONAL,K:GMLG,2016/11/11,2653NH,HK6163,KYG378791068
Zhou Hei Ya Intl Hldg Co Ltd,2016/11/10,2016/6/23,,1458,5311,Zhou Hei Ya Intl Hldg Co Ltd,0,zhouheiya,0,Zhou HEI Ya International Holdings,Zhou HEI Ya International Holdings,ZHOU HEI YA INTL.HDG.,K:ZHYI,2016/11/11,2656TM,HK1458,KYG989761062
Sheung Yue Group Holdings Ltd,2016/11/10,2016/6/28,,1633,1794,Sheung Yue Group Holdings Ltd,0,sheungyue,0,Sheung Yue Group,Sheung Yue Group,SHEUNG YUE GROUP,K:SHYE,2016/11/11,2653NJ,HK1633,KYG8100F1019
VPower Grp Intl Hldg Ltd,2016/11/18,2016/5/26,,1608,3621,VPower Grp Intl Hldg Ltd,0,vpower,0,Vpower Group International,Vpower Group International,VPOWER GROUP INTL.,K:VPWR,2016/11/24,2731AY,HK1608,KYG939541085
Pantronics Holdings Ltd,2016/11/18,2016/4/27,,1611,3679,Pantronics Holdings Ltd,0,pantronics,0,Pantronics Holdings,Pantronics Holdings,PANTRONICS HOLDINGS,K:PNTR,2016/11/21,2724H6,HK1611,VGG6891S1002
Guangdong Adway Constr (Grp),2016/11/24,2015/10/15,,6189,8712,Guangdong Adway Constr (Grp),0,guangdongadwayc,0,Guangdong Adway Construction 'H' (Group),Guangdong Adway Construction 'H' (Group),GUANGDONG ADWAY CON.'H' (GROUP),K:GDWY,2016/11/25,2733HF,HK6189,CNE100002B71
Mengke Holdings Ltd,2016/11/24,2016/3/21,,1629,2111,Mengke Holdings Ltd,0,mengke,0,Mengke Holdings,Mengke Holdings,MENGKE HOLDINGS,K:MNGK,2016/11/25,2733J3,HK1629,NA
Food Wise Holdings Ltd,2016/11/28,2016/6/21,,1632,5812,Food Wise Holdings Ltd,0,foodwise,0,Food Wise Holdings,Food Wise Holdings,FOOD WISE HOLDINGS,K:FDWS,2016/11/29,2736FJ,HK1632,KYG361851093
Progressive Path Grp Hldg Ltd,2016/12/7,2016/7/20,,1581,1542,Progressive Path Grp Hldg Ltd,0,progressivepath,0,Progressive Path Group,Progressive Path Group,PROGRESSIVE PATH GROUP,K:PRTH,2016/12/8,2748G6,HK1581,KYG725391026
Nanfang Commun Hldg Ltd,2016/12/9,2016/7/5,,1617,3357,Nanfang Commun Hldg Ltd,0,nanfangcommun,0,Nanfang Communication,Nanfang Communication,NANFANG COMMUNICATION,K:NNFG,2016/12/12,2750Y3,HK1617,KYG6390W1078
Hebei Yichen Industrial Grp,2016/12/16,2016/3/23,,1596,3493,Hebei Yichen Industrial Grp,0,hebeiyichenindu,0,Hebei Yichen Industrial Group,Hebei Yichen Industrial Group,HEBEI YICHEN INDL.GP.,K:HBEY,2016/12/21,2768HG,HK1596,CNE100002B30
