Full Name,Name,Symbol,Start Date,DATASTREAM CODE,LOC OFF. CODE,ISIN CODE
Sansheng Holdings (Group),SANSHENG HOLDINGS (GP.),K:LPDL,2013/9/12,89578D,HK2183,KYG7812E1052
SAS Dragon Holdings,SAS DRAGON HOLDINGS,K:SASD,1994/10/17,140537,HK1184,BMG7814X1011
Scud Group,SCUD GROUP,K:SCUD,2006/12/21,41473D,HK1399,KYG794371024
SDM Group Holdings,SDM GROUP HOLDINGS,K:SDMG,2014/10/14,91416T,HK8363,KYG794451057
Seec Media Group,SEEC MEDIA GROUP,K:PROD,1993/1/5,316542,HK205,BMG8012K1154
Shanghai Zendai Property,SHANGHAI ZENDAI PROPERTY,K:FSTI,1992/10/27,316263,HK755,BMG8064K1045
Share Economy Group,SHARE ECONOMY GROUP,K:VTOP,2002/2/1,15152J,HK1178,KYG8202K1076
Shaw Brothers Holdings,SHAW BROTHERS HDG.,K:MEI,2010/2/1,68666R,HK953,KYG8072W1087
Sheng YE Capital,SHENG YE CAPITAL,K:SYCL,2017/7/6,9110H4,HK8469,KYG8116R1074
Sheng Yuan Holdings,SHENG YUAN HOLDINGS,K:MAE,1998/12/2,865744,HK851,BMG8115Q1261
Shenguan Holdings (Group),SHENGUAN HOLDINGS (GP.),K:SHHG,2009/10/13,68074Q,HK829,KYG8116M1087
Sheung Yue Group,SHEUNG YUE GROUP,K:SHYE,2016/11/11,2653NJ,HK1633,KYG8100F1019
Shifang Holding,SHIFANG HOLDING,K:SFHL,2010/12/3,72856T,HK1831,KYG8126A1022
Shuanghua Holdings,SHUANGHUA HOLDINGS,K:SHHL,2011/6/30,77291E,HK1241,KYG811581001
Shun Ho Holdings,SHUN HO HOLDINGS,K:SHHO,1988/6/1,771550,HK253,HK0253001314
Siberian Mining Group,SIBERIAN MINING GROUP,K:RNTX,2002/11/8,26476D,HK1142,KYG813461509
Sim Technology Group,SIM TECHNOLOGY GP.,K:SIMT,2005/6/30,31259X,HK2000,BMG814741010
Sing Tao News,SING TAO NEWS,K:PERF,1996/7/10,877000,HK1105,BMG8196H1280
Singamas Container Holdings,SINGAMAS CONTAINER HDG.,K:SICO,1993/7/8,317595,HK716,HK0716002271
Sino Golf Holdings,SINO GOLF HOLDINGS,K:SGOF,2000/12/20,297781,HK361,BMG816821091
Sino Haijing Holdings,SINO HAIJING HDG.,K:INVS,2003/6/25,27190M,HK1106,KYG8165Z2080
Sino Hotels (Holdings),SINO HOTELS (HOLDINGS),K:SINH,1995/3/8,140984,HK1221,KYG8168Z1063
Sino Splendid Holdings,SINO SPLENDID HDG.,K:HKCO,2000/3/9,280296,HK8006,KYG816BP1201
Sino-I Technology,SINO-I TECHNOLOGY,K:SSTX,1988/6/1,998126,HK250,HK0250031678
Sino-Life Group,SINO-LIFE GROUP,K:SNLG,2009/9/9,67945L,HK8296,KYG816BW1095
Sinofortune Financial,SINOFORTUNE FINL.,K:STKM,2002/1/11,14924C,HK8123,KYG8406P1000
Sinomax Group,SINOMAX GROUP,K:SMAX,2014/7/10,8933M9,HK1418,KYG8191A1022
Sinomedia Holding,SINOMEDIA HOLDING,K:SINM,2008/7/8,53599L,HK623,HK0000046869
Sinosoft Technology Group,SINOSOFT TECHNOLOGY GP.,K:STGI,2013/7/9,89375P,HK1297,KYG818751094
SIS International Holdings,SIS INTL.HDG.,K:SIHI,1992/8/18,316072,HK529,BMG816841057
Sitoy Group Holdings,SITOY GROUP HOLDINGS,K:SGHL,2011/12/6,779769,HK1023,KYG8190E1052
Skyfame Realty (Holdings),SKYFAME REALTY (HDG.),K:ANKO,1993/11/16,315601,HK59,BMG8220B1054
Socam Development,SOCAM DEVELOPMENT,K:SHOC,1997/2/3,887789,HK983,BMG8249T1036
Softpower International,SOFTPOWER INTL.,K:WTBK,2000/12/21,13052F,HK380,BMG8253D1011
Solargiga Energy Holdings,SOLARGIGA ENERGY HDG.,K:SOLR,2008/3/31,51551J,HK757,KYG8268W1024
Solartech International Holdings,SOLARTECH INTL.HDG.,K:SOLA,1996/12/12,877065,HK1166,BMG8252G2207
Solomon Systech (International),SOLOMON SYSTECH (INTL.),K:SOLO,2004/4/8,28795F,HK2878,KYG826051099
South China Holdings,SOUTH CHINA HOLDINGS,K:SCIN,1987/6/17,755855,HK413,KYG8279G1120
Sparkle Roll Group,SPARKLE ROLL GROUP,K:GFC,1997/9/18,896200,HK970,BMG8310J1099
Speedy Global Holdings,SPEEDY GLOBAL HOLDINGS,K:SGHG,2013/1/15,88003L,HK540,KYG834551080
Springland International Holdings,SPRINGLAND INTL.HDG.,K:SPR,2010/10/21,70769F,HK1700,KYG837851081
SPT Energy Group,SPT ENERGY GROUP,K:SPTE,2011/12/23,86549Q,HK1251,KYG8405W1069
Starlite Holdings,STARLITE HOLDINGS,K:STRL,1993/3/3,316658,HK403,BMG8438Y1030
Starrise Media Holdings,STARRISE MEDIA HOLDINGS,K:SLVH,2012/7/12,87305H,HK1616,KYG8558L1059
Stelux Holdings International,STELUX HOLDINGS INTL.,K:STEL,1973/1/1,930164,HK84,BMG8465C1073
Strong Petrochemical Holdings,STRONG PETROCH.HOLDINGS,K:STPC,2009/1/12,54530D,HK852,KYG853951203
Styland Holdings,STYLAND HOLDINGS,K:STYL,1991/12/5,315139,HK211,BMG8540A1678
Success Universe Group,SUCCESS UNIVERSE GROUP,K:SUMC,1988/5/3,771298,HK487,BMG8550S1089
Suga International Holdings,SUGA INTERNATIONAL HDG.,K:SUGA,2002/9/18,26189J,HK912,BMG8550G1042
Summit Ascent Holdings,SUMMIT ASCENT HOLDINGS,K:ARNH,1994/1/10,356933,HK102,BMG8565U1302
Sun International Resources,SUN INTERNATIONAL RES.,K:LPLI,2000/12/14,255961,HK8029,KYG8576R1267
Suncorp Technologies,SUNCORP TECHS.,K:HBIN,1994/5/10,362459,HK1063,BMG8571C2239
Sunfonda Group Holdings,SUNFONDA GROUP HOLDINGS,K:SFFG,2014/5/15,8749M2,HK1771,KYG8571A1022
Sunshine Oilsands,SUNSHINE OILSANDS,K:SS0L,2012/3/1,86861J,HK2012,CA8678421063
Sunway International Holdings,SUNWAY INTL.HDG.,K:SWAY,1999/9/3,691908,HK58,BMG858331041
Superactive Group Company,SUPERACTIVE GP. CO.,K:ALLP,1994/4/28,362424,HK176,BMG8587Y1021
Sustainable Forest Holdings,SUSTAINABLE FOREST HDG.,K:ANEX,1991/7/18,314141,HK723,BMG8598B1413
Symphony Holdings,SYMPHONY HOLDINGS,K:SYMP,1995/3/1,140992,HK1223,BMG5472K1898
Synergis Holdings,SYNERGIS HOLDINGS,K:SYG,2003/10/9,27825D,HK2340,BMG8646Z1086
Synertone Communication,SYNERTONE COMMUNICATION,K:SYCC,2012/4/18,87008V,HK1613,KYG8650N1161
Tai Kam Holdings,TAI KAM HOLDINGS,K:TAIK,2016/10/28,2639DY,HK8321,NA
Talent Property Group,TALENT PROPERTY GROUP,K:TIHL,1995/8/8,319028,HK760,BMG8668U1027
Tao Heung Holdings,TAO HEUNG HOLDINGS,K:TAOH,2007/6/29,50676J,HK573,KYG8672Y1089
Taung Gold International,TAUNG GOLD INTERNATIONAL,K:CIGW,1995/12/18,865178,HK621,BMG8697W1038
TCC International Holdings,TCC INTERNATIONAL HDG.,K:TCC,1997/10/6,865706,HK1136,KYG869731078
Teamway Intgp Holdings,TEAMWAY INTGP.HDG.,K:JBBH,2011/11/18,77917H,HK1239,KYG8713D1051
Technovator International,TECHNOVATOR INTL.,K:TILD,2011/10/27,77827V,HK1206,SG9999008015
Telecom Digital Holdings,TELECOM DIGITAL HOLDINGS,K:TDHL,2014/5/30,8902Q5,HK6033,KYG8741M1197
Tempus Holdings,TEMPUS HOLDINGS,K:OTOH,2011/12/13,86520M,HK6880,KYG8756N1016
Tenfu (Cayman) Holdings,TENFU (CYMN.)HDG.,K:TENF,2011/9/26,77654P,HK6868,KYG875941000
Tenwow International Holdings,TENWOW INTERNATIONAL HOLDINGS,K:TWOW,2013/9/17,87040A,HK1219,KYG870741033
Tern Properties,TERN PROPERTIES,K:TERP,1989/1/4,771560,HK277,HK0277001415
Tesson Holdings,TESSON HOLDINGS,K:KITH,1998/6/23,865734,HK1201,BMG8764G1069
The 13 Holdings,THE 13 HOLDINGS,K:CAMP,1996/4/25,865496,HK577,BMG8827A1045
Theme International Holdings,THEME INTERNATIONAL HDG.,K:THEM,1994/1/25,362000,HK990,BMG8800F1876
Thiz Technology Group,THIZ TECHNOLOGY GROUP,K:THIZ,2001/7/27,14376W,HK8119,KYG8826N1988
Tian Teck Land,TIAN TECK LAND,K:TECK,1973/1/1,929605,HK266,HK0266001368
Tianda Pharmaceuticals,TIANDA PHARMACEUTICALS,K:HANS,1992/3/30,315602,HK455,KYG887471038
Tiande Chemical Holdings,TIANDE CHEMICAL HDG.,K:TCHL,2006/10/27,41282K,HK609,KYG887551060
Tiangong International,TIANGONG INTERNATIONAL,K:TIIC,2007/7/26,50820R,HK826,KYG888311134
Tianhe Chemicals Group,TIANHE CHEMICALS GP.,K:THNJ,2014/6/20,8896XD,HK1619,VGG888411045
Tianjin Development Holdings,TIANJIN DEVELOPMENT HDG.,K:TDEV,1997/12/10,879119,HK882,HK0882007260
Tianli Holdings,TIANLI HOLDINGS,K:EYAN,2007/12/21,51396T,HK117,KYG8884H1092
Tianyi (Summi) Holdings,TIANYI (SUMMI) HDG.,K:TIFR,2008/7/10,53619U,HK756,KYG8879L1077
Time Watch Investments,TIME WATCH INVESTMENTS,K:TWIL,2013/2/5,88064V,HK2033,KYG8879M1050
Timeless Software,TIMELESS SOFTWARE,K:TIME,1999/11/25,691961,HK8028,HK8028008944
Titan Petrochemicals GLD,TITAN PETROCHEM. GLD.,K:GEMZ,1998/6/17,865733,HK1192,BMG8890G1116
TK Group (Holdings),TK GROUP (HOLDINGS),K:TKHL,2013/12/20,8651TM,HK2283,KYG889391069
Tongfang Kontafarma Holdings,TONGFANG KONTAFARMA HDG.,K:ACHT,2012/1/18,86636W,HK1312,KYG8918D1088
Tonly Electronics Holdings,TONLY ELECTRONICS HDG.,K:TEHL,2013/8/15,89514N,HK1249,KYG8918Q1257
Top Form International,TOP FORM INTL.,K:FORM,1991/12/16,315143,HK333,BMG8922H1299
TPV Technology,TPV TECHNOLOGY,K:TPVV,1999/10/8,691793,HK903,BMG8984D1074
Tradelink Electronic Commerce,TRADELINK ELT.COM.,K:TLEC,2005/10/28,32111P,HK536,HK0536032532
Transtech Optelecom Science,TRANSTECH OPTELECOM SCIENCE,K:TOSH,2017/7/20,9112KE,HK8465,NA
Trigiant Group,TRIGIANT GROUP,K:TGTG,2012/3/19,86917D,HK1300,KYG905191022
Trillion Grand Corporate,TRILLION GRAND CORPORATE,K:SYTE,2000/9/8,297029,HK8103,KYG9078T1076
Tristate Holdings,TRISTATE HOLDINGS,K:TRIS,1988/6/1,771008,HK458,BMG9074C1082
TSC Group Holdings,TSC GROUP HOLDINGS,K:EMER,2005/11/28,32361J,HK206,KYG9112Q1010
Tsui Wah Holdings,TSUI WAH HOLDINGS,K:TWHL,2012/11/26,87848H,HK1314,KYG911501057
Tungtex Holdings,TUNGTEX HOLDINGS,K:TUNG,1988/12/14,779677,HK518,HK0518001976
Tus International,TUS INTERNATIONAL,K:JAST,2004/12/9,29874H,HK872,KYG9135P1063
UKF (Holdings),UKF (HOLDINGS),K:UKFH,2012/8/24,87452C,HK1468,KYG807891034
Unisplendour Technology (Holdings),UNISPLENDOUR TECH.(HDG.),K:SUET,2000/10/16,297049,HK365,BMG9340L1063
Unitas Holdings,UNITAS HOLDINGS,K:CFGL,2011/10/12,77777U,HK8020,KYG9345D1097
Universal Technologies Holdings,UNIVERSAL TECHS.HDG.,K:UVTE,2001/10/26,14710C,HK1026,KYG9287P1028
Upbest Group,UPBEST GROUP,K:UPBE,2000/10/18,297056,HK335,KYG9288X1043
Units Marketing Solutions,UTS MARKETING SOLUTIONS,K:UTSM,2017/7/12,9109FY,HK6113,KYG9350R1002
V1 Group,V1 GROUP,K:YANI,1991/10/25,315276,HK82,BMG9310X1065
Value Convergence Holdings,VALUE CONVERGENCE HDG.,K:IAST,2001/4/9,256700,HK821,HK0000048543
Vanke Property (Overseas),VANKE PROPERTY (OS.),K:WNSP,1996/11/8,887373,HK1036,KYG9320E1061
Vantage International Holdings,VANTAGE INTL.HOLDINGS,K:VANT,2000/9/8,297028,HK15,BMG932121434
VBG International Holdings,VBG INTERNATIONAL HOLDINGS,K:VBGL,2017/5/26,9091HK,HK8365,NA
Vedan International (Holdings),VEDAN INTL.(HDG.),K:VEDA,2003/6/27,27185U,HK2317,KYG9327M1015
Veeko International Holdings,VEEKO INTL.HDG.,K:VEEK,1999/4/19,691900,HK1173,KYG9326E1263
Vertical International Holdings,VERTICAL INTERNATIONAL HOLDINGS,K:VERT,2017/11/13,9211Q0,HK8375,NA
Vestate Group Holdings,VESTATE GROUP HOLDINGS,K:WALK,2007/6/7,50607E,HK1386,KYG9341C1050
Victory Group,VICTORY GROUP,K:VIC,1998/2/16,865729,HK1139,BMG9358V1946
Vinco Financial Group,VINCO FINANCIAL GROUP,K:VNCF,2008/5/20,53437C,HK8340,KYG9360V1095
Vision Values Holdings,VISION VALUES HOLDINGS,K:WAHY,1998/10/14,865742,HK862,KYG9375G1212
Vixtel Technologies,VIXTEL TECHNOLOGIES,K:VXTL,2016/12/15,2750Y5,HK8342,KYG937491028
Vodatel Networks Holdings,VODATEL NETWORKS HDG.,K:VTEL,2000/2/25,280015,HK8033,BMG938831093
Vs International Group,VS INTERNATIONAL GROUP,K:VSIG,2002/2/8,15173H,HK1002,KYG939951011
Vstecs Hedged,VSTECS HGD.,K:VST,2002/5/9,15484H,HK856,KYG9400C1116
Wah Ha Realty,WAH HA REALTY,K:WHAR,1988/6/1,771561,HK278,HK0278001422
Wai Chi Holdings,WAI CHI HOLDINGS,K:WAIC,2014/11/18,9171YD,HK1305,KYG9427Y1044
Wai Kee Holdings,WAI KEE HOLDINGS,K:WAIK,1992/8/28,316100,HK610,BMG942051043
Wang On Group,WANG ON GROUP,K:WANG,1995/2/28,140993,HK1222,BMG9429S2464
Wang Tai Holdings,WANG TAI HOLDINGS,K:WTHL,2014/4/25,8863UX,HK1400,KYG9431G1073
Wanjia Group Holdings,WANJIA GROUP HOLDINGS,K:WANJ,2013/10/11,90306W,HK401,KYG9431A1004
Wasion Group Holdings,WASION GROUP HOLDINGS,K:WASI,2005/12/19,32496V,HK3393,KYG9463P1081
Water Oasis Group,WATER OASIS GROUP,K:H2O,2002/3/11,15275N,HK1161,KYG9477E1070
Wealth Glory Holdings,WEALTH GLORY HOLDINGS,K:WGH,2010/10/14,70298J,HK8269,KYG488341242
Wealthy Way Group,WEALTHY WAY GROUP,K:WWWG,2017/7/21,91125Z,HK3848,KYG719721063
Welling Holding,WELLING HOLDING,K:HUAL,1993/12/20,356900,HK382,HK0000080694
Win Hanverky Holdings,WIN HANVERKY HOLDINGS,K:WINH,2006/9/6,41149L,HK3322,KYG9716W1087
Winfair Investment,WINFAIR INVESTMENT,K:WINF,1988/6/1,771564,HK287,HK0287001470
Winfull Group Holdings,WINFULL GROUP HOLDINGS,K:FXCR,2002/5/21,25522H,HK183,KYG9704H1056
Winox Holdings,WINOX HOLDINGS,K:WIHT,2011/7/20,77377C,HK6838,KYG971741098
Winshine Science Company,WINSHINE SCIENCE CO.,K:SEWC,2002/3/6,15247R,HK209,BMG9723F1068
Wisdom Sports Group,WISDOM SPORTS GROUP,K:WHGP,2013/7/11,89375T,HK1661,KYG9722N1007
WLS Holdings,WLS HOLDINGS,K:WLS,2001/12/7,14850J,HK8021,BMG9726D1323
World Houseware (Holdings),WORLD HOUSEWARE (HDG.),K:WORA,1993/4/15,316821,HK713,KYG9768F1028
Wuling Motors Holdings,WULING MOTORS HOLDINGS,K:WATA,1992/11/23,316286,HK305,BMG9604B1090
Wuzhou International Holdings,WUZHOU INTL.HDG.,K:WIHL,2013/6/13,88876J,HK1369,KYG981001038
Xiangxing International,XIANGXING INTERNATIONAL,K:XXNG,2017/7/7,9038YD,HK8157,KYG9831A1067
Xiezhong International,XIEZHONG INTERNATIONAL,K:XIHL,2012/6/18,87221V,HK3663,KYG9828P1081
Xingda International Holdings,XINGDA INTL.HOLDINGS,K:XING,2006/12/21,41470X,HK1899,KYG9827V1068
Xingfa Aluminium Holdings,XINGFA ALUMINIUM HDG.,K:XNAH,2008/3/31,51797W,HK98,KYG9828C1078
Xiwang Property Holdings,XIWANG PROPERTY HOLDINGS,K:XISU,2005/12/9,32391U,HK2088,BMG9829U1062
Yanchang Petroleum International,YANCHANG PETROLEUM INTL.,K:LTG,2001/4/19,256711,HK346,BMG9833W1064
Yangtzekiang Garment,YANGTZEKIANG GARMENT,K:YANG,1988/6/1,938730,HK294,HK0294001521
YAU Lee Holdings,YAU LEE HOLDINGS,K:YLEE,1991/8/29,314408,HK406,BMG9834K1505
Yeebo (International Holdings),YEEBO (INTL.HDG.),K:YEEB,1993/9/1,317697,HK259,BMG9835R1051
YGM Trading,YGM TRADING,K:YGMT,1988/6/1,771129,HK375,HK0375001663
Yi Hua Holdings,YI HUA HOLDINGS,K:YHDS,2013/12/11,93641T,HK2213,KYG9844M1134
Yichang HEC Changjiang Pharmaceutical Company 'H',YICHANG HEC CHANGJIANG PHARM.CO.'H',K:YHEC,2015/12/29,8827JH,HK1558,CNE1000023R6
Yin_he_holdings,YIN_HE_HOLDINGS,K:ZSHL,2013/4/10,88250D,HK8260,KYG9844H1065
Yongsheng Advanced Materials,YONGSHENG ADVANCED MATS.,K:YAMC,2013/11/27,93326K,HK3608,KYG9845G1073
YT Realty Group,YT REALTY GROUP,K:PYMT,1984/11/12,923197,HK75,BMG987731079
Yu Tak International,YU TAK INTERNATIONAL,K:EXTE,2000/6/30,280038,HK8048,BMG9887Q1042
Yuanda China Holdings,YUANDA CHINA HOLDINGS,K:YCHL,2011/5/17,75819U,HK2789,KYG987761007
Yuanshengtai Dairy Farm,YUANSHENGTAI DAIRY FARM,K:YSHT,2013/11/26,93130Y,HK1431,BMG987851018
Yugang International,YUGANG INTERNATIONAL,K:YUGA,1993/11/12,315418,HK613,BMG9880B1384
Yuhua Energy Holdings,YUHUA ENERGY HOLDINGS,K:SHAC,2005/7/14,31294N,HK2728,KYG9880X1300
Yusei Holdings,YUSEI HOLDINGS,K:YUSE,2005/10/13,31960J,HK96,KYG9883K1013
Yuxing Infotech Holdings,YUXING INFOTECH HOLDINGS,K:YINF,2000/1/31,280009,HK8005,BMG9883P1344
ZH International Holdings,ZH INTL.HDG.,K:KFGS,1988/6/1,998142,HK185,HK0185013379
ZHI Cheng Holdings,ZHI CHENG HOLDINGS,K:MILK,2002/8/26,26141H,HK8130,BMG9892G1252
Zhidao International,ZHIDAO INTERNATIONAL,K:OCE,1997/9/23,896214,HK1220,BMG9893K1099
Zhongtian International,ZHONGTIAN INTERNATIONAL,K:ZTIN,2004/9/22,29515H,HK2379,KYG989151207
ZZ Capital International,ZZ CAPITAL INTERNATIONAL,K:ACH,2010/6/18,69633C,HK8295,KYG9895T1085
Beijing Enterprises Clean Energy Group,BEIJING ENTS.CN.EN.GP.,K:JCCI,2013/7/5,89375M,HK1250,KYG1146W1050
Beijing TGRT Chinese Medicine,BEIJING TGRT.CHS.MDCIN.,K:BTRT,2013/5/7,88351V,HK8138,HK0000145638
Brilliant Circle Holdings International,BRILLIANT CIRCLE HLDIN.,K:CTHI,2009/3/30,67090C,HK1008,KYG1643V1059
C C Land Holdings,C C LAND HOLDINGS,K:QPAK,1999/4/30,691901,HK1224,BMG1985B1138
Cafe de Coral Holdings,CAFE DE CORAL HDG.,K:CAFE,1986/7/17,729652,HK341,BMG1744V1037
Carnival Group International Holdings,CARNIVAL GROUP INTL.HDG.,K:PRIC,1994/2/17,362034,HK996,BMG1991V1037
Central China Real Estate,CENTRAL CHINA REAL EST.,K:CETR,2008/6/6,53475W,HK832,KYG207681001
CGN New Energy Holdings,CGN NEW ENERGY HOLDINGS,K:CGNM,2014/10/3,9111EM,HK1811,BMG202981087
China Grand Pharmaceutical and Healthcare Holdings,CHIN.GRD.PHARM.&.HLTHCR. HOLDINGS,K:CAPP,1995/12/19,865170,HK512,BMG210A71198
China Aircraft Leasing Group Holdings,CHINA AIRCRAFT LEASING GP.HDG.,K:CALG,2014/7/11,8933ND,HK1848,KYG211241057
China All Access (Holdings),CHINA ALL ACCESS (HDG.),K:CAHL,2009/9/16,67957E,HK633,KYG211341048
China Aoyuan Property Group,CHINA AOYUAN PR.GROUP,K:CAOY,2007/10/9,51095U,HK3883,KYG2112H1065
China Baoli Technologies Holdings,CHINA BAOLI TECHS.HDG.,K:HUEY,1988/6/1,756482,HK164,BMG2119D1083
China Development Bank File 'H',CHINA DEV.BK.FILE.'H',K:CDBF,2016/7/11,7588G5,HK1606,CNE1000027C9
China Electronics Optics Valley Union,CHINA ELTN.OP.VLY.UN.,K:OPTI,2014/3/28,8789HG,HK798,KYG2119Q1091
China Greenland Broad Greenstate Group,CHINA GREENLAND BROAD GREENSTATE GP.,K:BROA,2014/7/21,8933M8,HK1253,KYG2119S1057
China Huiyuan Juice Group,CHINA HUIYUAN JUICE GP.,K:CHUI,2007/2/23,50079J,HK1886,KYG211231074
China Metal Resources Utilization,CHINA METAL RESOURCES UTILIZATION,K:ULMM,2014/2/21,8741WK,HK1636,KYG316221061
China Minsheng Financial Holding,CHINA MINSHENG FINL. HLDG.,K:SINK,1988/6/1,771548,HK245,HK0000268943
China Modern Dairy Holdings,CHINA MODERN DAIRY HDG.,K:CMDH,2010/11/26,72553J,HK1117,KYG215791008
China MPL Educational Systems,CHINA MPL.EDUCA.SYS.,K:MAPZ,2014/11/28,9212PF,HK1317,KYG211511087
China New Higher Education,CHINA NEW HIGHER ED.,K:CHKE,2017/4/19,90601Z,HK2001,KYG2163K1076
China Overseas Grand Oceans Group,CHINA OS.GRD.OCEANS GP.,K:SHEL,1984/4/26,946309,HK81,HK0000065737
China Overseas Property Holdings,CHINA OVERSEAS PROPERTY HDG.,K:COPH,2015/10/23,8678FU,HK2669,KYG2118M1096
China Resources Pheonix Healthcare,CHINA RES.PHNX.HLTHCR.,K:PHGC,2013/11/29,93327Z,HK1515,KYG2133W1087
China Shengmu Organic Milk,CHINA SHENGMU ORGC.MILK,K:SHGG,2014/7/15,8933NC,HK1432,KYG2117U1022
China Shineway Pharmaceutical Group,CHINA SHINEWAY PHARM.GP.,K:CSPG,2004/12/2,298293,HK2877,KYG2110P1000
China Smarter Energy Group Holdings,CHINA SMARTER EN.GP.HDG.,K:RDH,1997/10/9,865753,HK1004,BMG2116L1037
China Tian LUN Gas Holdings,CHINA TIAN LUN GAS HDG.,K:CTL,2010/11/10,72426J,HK1600,KYG843961031
China Tian Group Cement,CHINA TIAN.GP.CEMENT,K:CTGC,2011/12/23,86549R,HK1252,KYG844081060
China Vast Industrial Urban Development,CHINA VAST INDL.URB.DEV.,K:CVIU,2014/8/25,9061M5,HK6166,KYG216301013
China Water Affairs Group,CHINA WATER AFFAIRS GP.,K:CEDA,1999/10/11,691910,HK855,BMG210901242
Chow Sang Sang Holdings International,CHOW SANG SANG HDG.INTL.,K:CHSS,1988/6/1,771574,HK116,BMG2113M1203
Citic Telecom International Holdings,CITIC TELC.INTL.HDG.,K:CTIC,2007/4/3,50287W,HK1883,HK1883037637
CK Life Sciences International Holdings,CK LIFE SCIS.INTL.HDG.,K:CKLS,2002/7/16,25691U,HK775,KYG2176J1058
Colour Life Services Group,COLOUR LIFE SERVICES GP.,K:CLLS,2014/6/30,8702T1,HK1778,KYG229151058
Computer and Technologies Holdings,COMPUTER & TECHS.HDG.,K:COMP,1998/5/18,675422,HK46,BMG2335C1082
Cosmo Lady (China) Holdings,COSMO LADY (CHIN.)HDG.,K:CLCH,2014/6/26,8913MD,HK2298,KYG244421080
Dynam Japan Holdings Company,DYNAM JAPAN HDG.CO.,K:DJHC,2012/8/6,87358X,HK6889,JP3491910000
Emperor Watch and Jewellery,EMPEROR WATCH & JEWELR.,K:EMPW,2008/7/21,53620J,HK887,HK0000047982
Far East Consortium International,FAR EAST CONSORT.INTL.,K:FARC,1973/1/1,992630,HK35,KYG3307Z1090
Fu Shou Yuan International Group,FU SHOU YUAN INTL.GP.,K:ASYI,2013/12/19,93804D,HK1448,KYG371091086
GCL New Energy Holdings,GCL NEW ENERGY HOLDINGS,K:SAME,1992/3/25,315597,HK451,BMG3775G1380
Global Brands Group Holding,GLOBAL BRANDS GP.HOLDING,K:GBGH,2014/7/9,8917JL,HK787,BMG393381014
Grand Baoxin Auto Group,GRAND BAOXIN AUTO GROUP,K:BAGL,2011/12/14,86520P,HK1293,KYG4134L1077
Haichang Ocean Park Holdings,HAICHANG OCEAN PARK HDG.,K:HHCH,2014/3/13,8749M3,HK2255,KYG4231A1031
Hi Sun Technology China,HI SUN TECHNOLOGY CHINA,K:GBI,1997/12/22,865724,HK818,BMG4512G1261
Huarong International Financial Holdings,HUARONG INTL.FINL.HDG.,K:SIMS,1994/2/16,362073,HK993,BMG4643L1019
Jinchuan Group International Resources Company,JINCHUAN GP.INTL.RES.CO.,K:GDIG,2001/7/9,14301K,HK2362,KYG5138B1023
K Wah International Holdings,K WAH INTERNATIONAL HDG.,K:KWAI,1987/2/6,740868,HK173,BMG5321P1169
Kinetic Mines and Energy,KINETIC MINES & ENERGY,K:KMEL,2012/3/23,86959J,HK1277,KYG525931039
Kingdee International Software Group,KINGDEE INTL.SFTW.GP.,K:KDEE,2001/2/15,256465,HK268,KYG525681477
Lai Sun Garment (International),LAI SUN GARMENT (INTERNATIONAL),K:LAIS,1987/12/3,702959,HK191,HK0000356805
Liu Chong Hing Investment,LIU CHONG HING INV.,K:LICH,1983/3/3,981885,HK194,HK0194000995
LT Commercial Real Estate,LT COMMERCIAL RLST.,K:CHIC,1988/6/15,771571,HK112,HK0112012916
Lvgem (China) Real Estate Investment,LVGEM (CHINA) REIT.,K:NHER,2005/12/2,32361K,HK95,KYG5727E1035
Modern Land (China) Company,MODERN LAND (CHINA) CO.,K:MLCI,2013/7/12,89375Q,HK1107,KYG618221058
O-Net Technologies (Group),O-NET TECHS.(GP.),K:ONCG,2010/4/29,69229X,HK877,KYG6771C1006
Panda Green Energy Group,PANDA GREEN ENERGY GP.,K:GAYG,2000/4/13,280022,HK686,BMG6889V1072
Phoenix Satellite Television Holdings,PHOENIX SAT.TV.HOLDINGS,K:PHOX,2000/6/30,280968,HK2008,KYG706451096
Pizu Group Holdings,PIZU GROUP HOLDINGS,K:A&K,2004/8/6,29301F,HK8053,KYG7112V1041
Pou Sheng International (Holdings),POU SHENG INTL.(HDG.),K:POUS,2008/6/6,53453T,HK3813,BMG7208D1092
Prosperity Real Estate Investment Trust,PROSPERITY REIT.TST.,K:REIT,2005/12/16,32324J,HK808,HK0808032913
Regal Hotels International Holdings,REGAL HOTELS INTL.HDG.,K:REGH,1980/11/6,993418,HK78,BMG7475M1626
Regal Real Estate Investment Trust,REGAL REIT.TRUST,K:REGL,2007/3/30,50314C,HK1881,HK1881037571
SA SA International Holdings,SA SA INTL.HDG.,K:SASA,1997/6/13,890596,HK178,KYG7814S1021
Shanghai Industrial Urban Development Group,SHAI.INDL.URB.DEV.GROUP,K:VINC,1993/9/10,317698,HK563,BMG8065B1037
Shougang Fushan Resources Group,SHOUGANG FUSHAN RES.GP.,K:FHUI,1990/10/2,540505,HK639,HK0639031506
Sun Hung Kai and Company,SUN HUNG KAI & COMPANY,K:SHCO,1983/10/4,944236,HK86,HK0086000525
Sunlight Real Estate Investment Trust,SUNLIGHT REIT.TRUST,K:SUNR,2006/12/21,36096P,HK435,HK0435036626
