issuer,Idate,Fdate,ISIN,ticker,SIC,LCS Key,LevDis Key,LCS,LevDis Value,LCS Value,Full Name,Name,Symbol,Start Date,DATASTREAM CODE,LOC OFF. CODE,ISIN CODE
Sky Hawk Computer Grp Hldg Ltd,2002/1/15,2002/1/8,,1129,3577,Sky Hawk Computer Grp Hldg Ltd,7,shawoter,4,Shaw Brothers Holdings,Shaw Brothers Holdings,SHAW BROTHERS HDG.,K:MEI,2010/2/1,68666R,HK953,KYG8072W1087
Anhui Conch Cement Co Ltd,2002/1/22,2002/1/22,,914,3241,Anhui Conch Cement Co Ltd,6,hiconchen,6,China Conch Venture Holdings,China Conch Venture Holdings,CHINA CONCH VET.HOLDINGS,K:CCVH,2013/12/19,93804F,HK586,KYG2116J1085
VS International Group Ltd,2002/2/5,2002/1/31,,1002,3089,VS International Group Ltd,0,vs,13,Hong Kong Television Network,Hong Kong Television Network,HONG KONG TV.NET.,K:CTEL,1997/8/5,890993,HK1137,HK0000065349
First Natural Foods Holdings,2002/2/7,2002/1/30,,1076,2037,First Natural Foods Holdings,7,fisnatra,7,Feishang Anthracite Resources,Feishang Anthracite Resources,FEISHANG ANTHRACITE RES.,K:FSAT,2014/1/22,8702Q8,HK1738,VGG3375A1194
Hon Po Group(Lobster King)Ltd,2002/2/8,2002/1/31,,228,5812,Hon Po Group(Lobster King)Ltd,6,lobsterin,6,Global Mastermind Capital,Global Mastermind Capital,GLOBAL MASTERMIND CAP.,K:HAYW,1998/7/17,865737,HK905,BMG3932X1231
Moiselle Int'l Holdings Ltd,2002/2/8,2002/1/31,,130,2339,Moiselle Int'l Holdings Ltd,6,millints,4,Million Stars Holdings,Million Stars Holdings,MILLION STARS HDG.,K:ODEL,2015/2/12,9311W8,HK8093,KYG6129U1094
Sewco Intl Hldgs Ltd,2002/3/4,2002/2/22,,209,3942,Sewco Intl Hldgs Ltd,1,secos,10,China State Construction International Holdings,China State Construction International Holdings,CHINA STE.CON.INTL.HDG.,K:CSCI,2005/7/8,31216W,HK3311,KYG216771363
Yardway Group Ltd,2002/3/19,2002/3/19,,646,5088,Yardway Group Ltd,2,yarda,9,My Heart Bodibra Group,My Heart Bodibra Group,MY HEART BODIBRA GROUP,K:BDBR,2017/7/13,9014D4,HK8297,KYG6381M1006
Kenfair Intl(Hldgs)Ltd,2002/3/25,2002/3/25,,223,7389,Kenfair Intl(Hldgs)Ltd,2,enairs,9,Oriental University City Holdings Hong Kong,Oriental University City Holdings Hong Kong,ORIENTAL UVTY.CTY.HDG.HK,K:ARTZ,2015/1/16,9269CJ,HK8067,HK0000231891
Wang Sing Intl Holdings Group,2002/4/16,2002/4/16,,2389,5084,Wang Sing Intl Holdings Group,2,wngsing,7,Wong's Kong King International Holdings,Wong's Kong King International Holdings,WONG'S KONG KING INTHDG.,K:WKKH,1989/7/10,502484,HK532,BMG9737M1055
VST Holdings Ltd,2002/4/29,2002/4/29,,856,5734,VST Holdings Ltd,0,vsts,8,Vstecs Hedged,Vstecs Hedged,VSTECS HGD.,K:VST,2002/5/9,15484H,HK856,KYG9400C1116
China Shipping Dvlp Co Ltd,2002/5/9,2002/5/9,,1138,4491,China Shipping Dvlp Co Ltd,4,chnshipping,4,Chu Kong Shipping Enterprises (Group),Chu Kong Shipping Enterprises (Group),CHU KONG SHIP.ENTS.(GP.),K:CKS,1997/5/23,890528,HK560,HK0560006634
Chitaly Holdings Ltd,2002/5/13,2002/5/2,,1198,2519,Chitaly Holdings Ltd,1,chitals,8,China Metal Resources Utilization,China Metal Resources Utilization,CHINA METAL RESOURCES UTILIZATION,K:ULMM,2014/2/21,8741WK,HK1636,KYG316221061
Topsearch Intl(Holdings)Ltd,2002/6/10,2002/6/1,,2323,3672,Topsearch Intl(Holdings)Ltd,3,toperch,8,Strong Petrochemical Holdings,Strong Petrochemical Holdings,STRONG PETROCH.HOLDINGS,K:STPC,2009/1/12,54530D,HK852,KYG853951203
Teem Foundation Group Ltd,2002/7/22,2002/7/12,,628,1751,Teem Foundation Group Ltd,6,tenation,7,International Business Settlement,International Business Settlement,INTL.BUS.SETTLEMENT,K:HKDN,1988/6/7,771441,HK147,BMG4824K1045
Surge Recreation Holdings Ltd,2002/8/9,2002/7/31,,703,7996,Surge Recreation Holdings Ltd,7,srererti,7,Swire Properties,Swire Properties,SWIRE PROPERTIES,K:SWIE,2012/1/18,68802J,HK1972,HK0000063609
Huafeng Envi Protection,2002/8/20,2002/8/20,,364,2231,Huafeng Envi Protection,6,hangnprot,6,Hang Lung Properties,Hang Lung Properties,HANG LUNG PROPERTIES,K:AMOY,1983/1/3,951407,HK101,HK0101000591
Long Far Pharm Hldg Ltd,2002/8/27,2002/8/27,,2898,2836,Long Far Pharm Hldg Ltd,4,longfrpr,7,Longfor Properties,Longfor Properties,LONGFOR PROPERTIES,K:LNGF,2009/11/19,68277H,HK960,KYG5635P1090
Ming Fung Jewellery Group Ltd,2002/8/30,2002/8/22,,860,3911,Ming Fung Jewellery Group Ltd,6,gnjewelle,6,Egana Jewellery and Pearls,Egana Jewellery and Pearls,EGANA JEWELLERY & PEARLS,K:EGJP,1998/7/27,675030,UG2943T13,KYG2943T1397
Suga Intl Hldg Ltd,2002/9/6,2002/9/6,,912,3634,Suga Intl Hldg Ltd,0,suga,11,Sun Hung Kai Properties,Sun Hung Kai Properties,SUN HUNG KAI PROPERTIES,K:SHKP,1973/1/1,929146,HK16,HK0016000132
Asia Zirconium Ltd,2002/10/25,2002/10/17,,395,2899,Asia Zirconium Ltd,4,asiaironm,6,Pan Asia Environmental Protection Group,Pan Asia Environmental Protection Group,PAN ASIA ENV.PROTC.GROUP,K:PANA,2007/12/21,51396Q,HK556,KYG6883P1063
LeRoi Holdings Ltd,2002/10/31,2002/10/23,,221,2331,LeRoi Holdings Ltd,1,leroi,10,Allied Properties (Hong Kong),Allied Properties (Hong Kong),ALLIED PROPERTIES (HK),K:APRP,1981/1/8,998508,HK56,HK0056039545
Rontex Intl Hldgs Ltd,2002/11/6,2002/10/28,,1142,2329,Rontex Intl Hldgs Ltd,1,rontes,9,Frontier Services Group,Frontier Services Group,FRONTIER SERVICES GROUP,K:CAPE,1988/7/29,771525,HK500,BMG3729C1001
Grandtop Intl Hldg Ltd,2002/11/7,2002/10/30,,2309,2389,Grandtop Intl Hldg Ltd,1,grandto,8,Grand Baoxin Auto Group,Grand Baoxin Auto Group,GRAND BAOXIN AUTO GROUP,K:BAGL,2011/12/14,86520P,HK1293,KYG4134L1077
Hainan Meilan Airport Co Ltd,2002/11/12,2002/11/6,CN0007788689,357,4512,Hainan Meilan Airport Co Ltd,5,hinamenair,5,China Modern Dairy Holdings,China Modern Dairy Holdings,CHINA MODERN DAIRY HDG.,K:CMDH,2010/11/26,72553J,HK1117,KYG215791008
PME Group Ltd,2002/11/12,2002/10/31,,379,3471,PME Group Ltd,0,pme,12,CSPC Pharmaceutical Group,CSPC Pharmaceutical Group,CSPC PHARMACEUTICAL GP.,K:CPHA,1994/6/21,140134,HK1093,HK1093012172
China Oilfield Services Ltd,2002/11/14,2002/11/4,CN0007789299,2883,1382,China Oilfield Services Ltd,4,aoilfieldse,4,Anton Oilfield Services Group,Anton Oilfield Services Group,ANTON OILFIELD SVS.GROUP,K:ANTO,2007/12/14,51363T,HK3337,KYG039991024
Hua Han Bio-Pharmaceutical,2002/12/10,2002/11/28,,587,2834,Hua Han Bio-Pharmaceutical,5,huanipharm,5,Chuangmei Pharmaceutical Company Limited Class B,Chuangmei Pharmaceutical Company Limited Class B,CHUANGMEI PHARMACEUTICAL CO LTD CL B,8871L9,2015/12/14,8871L9,NA,NA
Warderly Intl Hldg Ltd,2002/12/18,2002/11/29,KYG943441017,607,3639,Warderly Intl Hldg Ltd,2,warely,5,Wah Ha Realty,Wah Ha Realty,WAH HA REALTY,K:WHAR,1988/6/1,771561,HK278,HK0278001422
BEP International Holdings Ltd,2003/2/18,2003/2/18,,2326,5064,BEP International Holdings Ltd,0,beps,11,Hanbo Enterprises Holdings,Hanbo Enterprises Holdings,HANBO ENTERPRISES HDG.,K:HANB,2014/7/11,8933M7,HK1367,KYG4288H1002
Chanco International Group Ltd,2003/2/28,2003/2/28,,264,3172,Chanco International Group Ltd,0,chanco,5,China Unicom (Hong Kong),China Unicom (Hong Kong),CHINA UNICOM (HONG KONG),K:UNIC,2000/6/22,280949,HK762,HK0000049939
Yantai North Andre Juice Co,2003/4/22,2003/4/22,,2218,2037,Yantai North Andre Juice Co,6,anainorta,6,Mandarin Oriental Delisted See 141026,Mandarin Oriental Delisted See 141026,MANDARIN ORNTL. DELISTED SEE 141026,749883,1987/6/8,749883,NA,NA
Vedan Intl(Hldgs)Ltd,2003/6/12,2003/6/3,,2317,2869,Vedan Intl(Hldgs)Ltd,1,edans,10,Nine Dragons Paper Holdings,Nine Dragons Paper Holdings,NINE DRAGONS PAPER HDG.,K:NDRA,2006/3/3,32836U,HK2689,BMG653181005
Ocean Grand Chem Hldg Ltd,2003/6/17,2003/6/17,,2882,2819,Ocean Grand Chem Hldg Ltd,5,onganchem,6,Dongguang Chemical,Dongguang Chemical,DONGGUANG CHEMICAL,K:DGCL,2017/7/11,91107M,HK1702,KYG2815R1048
Lianhua Supermarket Commercial,2003/6/21,2003/6/11,,980,5411,Lianhua Supermarket Commercial,6,lanaperma,6,Lee and Man Paper Manufacturing,Lee and Man Paper Manufacturing,LEE & MAN PAPER MNFG.,K:LMPM,2003/9/26,27621R,HK2314,KYG5427W1309
Wah Yuen Holdings Ltd,2003/6/23,2003/6/12,,2349,2052,Wah Yuen Holdings Ltd,2,wahyun,9,Shenwan Hongyuan (Hong Kong),Shenwan Hongyuan (Hong Kong),SHENWAN HONGYUAN (HK),K:SHGI,1988/6/1,779593,HK218,HK0218001102
Kwang Sung Electn HK Co Ltd,2003/6/24,2003/6/24,,2310,3677,Kwang Sung Electn HK Co Ltd,6,ngngelect,6,Hong Kong Electric Investments,Hong Kong Electric Investments,HK ELECTRIC INVESTMENTS,K:HKEK,2014/1/29,8731WA,HK2638,HK0000179108
BaoYe Group Co Ltd,2003/6/25,2003/6/17,,2355,1521,BaoYe Group Co Ltd,0,baoye,10,Baioo Family Interactive,Baioo Family Interactive,BAIOO FAMILY INTERACTIVE,K:BFIL,2014/4/10,8840LN,HK2100,KYG070381051
China Southern Airlines Co Ltd,2003/7/7,2003/7/7,,1055,4512,China Southern Airlines Co Ltd,4,chinasouthi,3,China South City Holdings,China South City Holdings,CHINA SOUTH CITY HDG.,K:CSCH,2009/9/30,68000N,HK1668,HK0000056264
Los Enviro-Pro Holdings Ltd,2003/7/15,2003/7/15,,309,7349,Los Enviro-Pro Holdings Ltd,6,lsenrprs,7,Lai SI Enterprise,Lai SI Enterprise,LAI SI ENTERPRISE,K:LASI,2017/2/10,9016FJ,HK2266,KYG5352A1031
Art Textile Tech Intl Co Ltd,2003/9/10,2003/8/28,,565,2299,Art Textile Tech Intl Co Ltd,2,atextile,7,Pacific Textiles Holdings,Pacific Textiles Holdings,PACIFIC TEXTILES HDG.,K:PTHL,2007/5/18,50513H,HK1382,KYG686121032
Weiqiao Textile Co Ltd,2003/9/19,2003/9/1,CN0003580551,2698,2299,Weiqiao Textile Co Ltd,5,iitextile,6,Pacific Textiles Holdings,Pacific Textiles Holdings,PACIFIC TEXTILES HDG.,K:PTHL,2007/5/18,50513H,HK1382,KYG686121032
Norstar Founders Group Ltd,2003/10/3,2003/9/20,,2339,3714,Norstar Founders Group Ltd,6,ortauners,6,Oriental University City Holdings Hong Kong,Oriental University City Holdings Hong Kong,ORIENTAL UVTY.CTY.HDG.HK,K:ARTZ,2015/1/16,9269CJ,HK8067,HK0000231891
Jiwa Bio-Pharm Holdings Ltd,2003/10/6,2003/9/30,,2327,2834,Jiwa Bio-Pharm Holdings Ltd,5,ibiopharm,6,Sino Biopharmaceutical,Sino Biopharmaceutical,SINO BIOPHM.,K:SBIO,2000/9/29,297037,HK1177,KYG8167W1380
Ports Design Ltd,2003/10/25,2002/6/15,,589,2329,Ports Design Ltd,4,portsin,8,Microport Scientific,Microport Scientific,MICROPORT SCIENTIFIC,K:MPS,2010/9/24,70122J,HK853,KYG608371046
Broad Intelligence Intl Pharm,2003/11/19,2003/11/11,,1149,7372,Broad Intelligence Intl Pharm,7,roadingn,7,Road King Infrastructure,Road King Infrastructure,ROAD KING INFR.,K:RDKI,1996/7/4,865669,HK1098,BMG760581097
Great Wall Auto Hldg Co Ltd,2003/12/9,2003/11/27,CN000A0BKMB1,2333,3711,Great Wall Auto Hldg Co Ltd,3,greatwalla,5,Great Wall Pan Asia,Great Wall Pan Asia,GREAT WALL PAN ASIA,K:SCMP,1990/6/29,503421,HK583,BMG4079W1001
Fujian Zijin Mining Ind Co Ltd,2003/12/22,2003/8/16,,2899,1041,Fujian Zijin Mining Ind Co Ltd,7,funinini,6,Funding Kinetic,Funding Kinetic,FDG KINETIC,K:CHII,1988/6/1,729900,HK378,BMG3381K1018
Ecogreen Fine Chem Grp Ltd,2004/2/27,2004/2/27,,2341,2899,Ecogreen Fine Chem Grp Ltd,5,reenfinech,5,Freeman Fintech Corporation,Freeman Fintech Corporation,FREEMAN FINTECH CORP.,K:TFHM,1988/5/11,771536,HK279,KYG366302522
Vision Grande Grp Hldg Ltd,2004/3/22,2004/3/22,,2300,2671,Vision Grande Grp Hldg Ltd,3,visionrad,6,Television Broadcasts,Television Broadcasts,TELEVISION BROADCASTS,K:TVB1,1988/11/23,779606,HK511,HK0000139300
Shandong Molong Petro Mach Co,2004/4/13,2004/3/30,CN000A0B9ZY1,568,3317,Shandong Molong Petro Mach Co,6,hnongongp,6,China-Hong Kong Photo Products Holdings,China-Hong Kong Photo Products Holdings,CHINA-HK.PHO.PRDS.HDG.,K:CHKP,1994/9/19,140463,HK1123,BMG2106Y1075
Sinocom Software Group Ltd,2004/4/23,2004/4/20,,299,7372,Sinocom Software Group Ltd,4,sinsoftware,4,Sing Lee Software Group,Sing Lee Software Group,SING LEE SOFTWARE GROUP,K:SLS,2001/9/5,14490Q,HK8076,BMG819641017
China Shipping Container Lines,2004/6/10,2004/5/24,CN000A0B5MC3,2866,4499,China Shipping Container Lines,4,chnshipping,4,Chu Kong Shipping Enterprises (Group),Chu Kong Shipping Enterprises (Group),CHU KONG SHIP.ENTS.(GP.),K:CKS,1997/5/23,890528,HK560,HK0560006634
Qin Jia Yuan Media Svcs Co Ltd,2004/6/29,2004/6/18,,2366,7812,Qin Jia Yuan Media Svcs Co Ltd,4,inyuanmedia,4,Mingyuan Medicare Development,Mingyuan Medicare Development,MINGYUAN MEDICARE DEV.,K:STAO,1986/3/19,938773,HK233,BMG6179J1036
Mitsumaru East Kit(Hldg)Ltd,2004/7/13,2004/6/30,,2358,3469,Mitsumaru East Kit(Hldg)Ltd,6,itsmareti,6,Units Marketing Solutions,Units Marketing Solutions,UTS MARKETING SOLUTIONS,K:UTSM,2017/7/12,9109FY,HK6113,KYG9350R1002
CSMC Technologies Corp,2004/8/6,2004/8/3,KYG258301038,597,3674,CSMC Technologies Corp,2,ccnologies,5,AAC Technologies Holdings,AAC Technologies Holdings,AAC TECHNOLOGIES HDG.,K:AACA,2005/8/9,31447H,HK2018,KYG2953R1149
Wing Hong(Holdings)Ltd,2004/9/30,2004/9/30,,745,1522,Wing Hong(Holdings)Ltd,1,winghong,6,Welling Holding,Welling Holding,WELLING HOLDING,K:HUAL,1993/12/20,356900,HK382,HK0000080694
China Force Oil & Grains,2004/10/6,2004/9/28,,1194,2079,China Force Oil & Grains,4,chinaforeol,4,China Fortune Investment (Holding),China Fortune Investment (Holding),CHIN.FORT.INV.(HLDG.),K:NCYT,2000/7/25,280048,HK8116,KYG2161R1469
IPE Group Ltd,2004/10/26,2004/10/19,,929,3545,IPE Group Ltd,0,ipe,12,Allied Properties (Hong Kong),Allied Properties (Hong Kong),ALLIED PROPERTIES (HK),K:APRP,1981/1/8,998508,HK56,HK0056039545
ZZNode Holdings Co Ltd,2004/11/15,2004/11/8,,2371,7376,ZZNode Holdings Co Ltd,2,nodes,10,Hsin Chong (Hong Kong) Delisted 06/05/92,Hsin Chong (Hong Kong) Delisted 06/05/92,HSIN CHONG (HKG) DELISTED 06/05/92,929608,1973/1/1,929608,NA,NA
China Wireless Tech Ltd,2004/12/6,2004/11/30,,2369,7372,China Wireless Tech Ltd,3,cawireless,5,Cable and Wireless HKT,Cable and Wireless HKT,CABLE & WIRELESS HKT,K:TELE,1988/2/1,771005,UK:CWH,HK0008008044
Fu Ji Food & Catering Svcs,2004/12/7,2004/12/7,KYG3685B1041,1175,5812,Fu Ji Food & Catering Svcs,6,fujiodtri,6,Fujikon Industrial Holdings,Fujikon Industrial Holdings,FUJIKON INDUSTRIAL HDG.,K:FUIN,2000/4/11,280020,HK927,BMG3685C1029
China Metal Intl Hldg Inc,2004/12/20,2004/12/20,,319,3443,China Metal Intl Hldg Inc,2,chinametalc,4,China Metal Recycling (Holdings),China Metal Recycling (Holdings),CHINA METAL RCYC.(HDG.),K:CHRM,2009/6/22,67600N,HK773,KYG211311009
Foxconn Intl Hldg Ltd,2005/1/28,2005/1/24,KYG365501041,2038,3663,Foxconn Intl Hldg Ltd,2,oxonn,10,Denox Environmental and Technology Holdings,Denox Environmental and Technology Holdings,DENOX ENV.& TECH.HDG.,K:DENX,2015/11/12,8708NQ,HK1452,KYG2810N1088
IT Ltd,2005/2/26,2005/2/22,BMG4977W1038,999,5621,IT Ltd,0,it,13,Oriental University City Holdings Hong Kong,Oriental University City Holdings Hong Kong,ORIENTAL UVTY.CTY.HDG.HK,K:ARTZ,2015/1/16,9269CJ,HK8067,HK0000231891
Linfair Holdings Ltd,2005/6/2,2005/5/27,KYG5503A1013,462,8711,Linfair Holdings Ltd,2,inairs,9,Oriental University City Holdings Hong Kong,Oriental University City Holdings Hong Kong,ORIENTAL UVTY.CTY.HDG.HK,K:ARTZ,2015/1/16,9269CJ,HK8067,HK0000231891
China Shenhua Energy Co Ltd,2005/6/8,2005/6/2,CN000A0ERK49,1088,1221,China Shenhua Energy Co Ltd,4,chinashnhue,4,China Shanshui Cement Group,China Shanshui Cement Group,CHINA SHANSHUI CMT.GROUP,K:CSCG,2008/7/4,53585N,HK691,KYG2116M1015
GST Holdings Ltd,2005/6/24,2005/6/14,KYG4160F1072,416,3669,GST Holdings Ltd,0,gsts,11,China Logistics Property Holdings,China Logistics Property Holdings,CHINA LOGIST.PR.HDG.,K:CLPH,2016/7/15,7720FV,HK1589,KYG212091048
SIM Technology Group Ltd,2005/6/25,2005/6/21,BMG814741010,2000,3663,SIM Technology Group Ltd,0,sim,11,Shimao Property Holdings,Shimao Property Holdings,SHIMAO PROPERTY HOLDINGS,K:SHIM,2006/7/5,36165F,HK813,KYG810431042
Shinhint Acoustic Link Hldg,2005/7/14,2005/6/30,KYG811261075,2728,3651,Shinhint Acoustic Link Hldg,6,hintacost,6,China State Construction International Holdings,China State Construction International Holdings,CHINA STE.CON.INTL.HDG.,K:CSCI,2005/7/8,31216W,HK3311,KYG216771363
AAC Acoustic Tech Hldg Inc,2005/8/3,2005/6/11,KYG2953L1095,2018,3663,AAC Acoustic Tech Hldg Inc,6,austicin,7,Austar Lifesciences,Austar Lifesciences,AUSTAR LIFESCIENCES,K:ASTR,2014/11/7,9166QQ,HK6118,KYG0632L1023
China Lifestyle F&B Group Ltd,2005/8/26,2005/8/16,BMG2155A1099,N/A,2024,China Lifestyle F&B Group Ltd,5,chinaliete,5,China Literature,China Literature,CHINA LITERATURE,K:CHLT,2017/11/8,9181X9,HK772,KYG2121R1039
JF Household Furnishings Ltd,2005/10/5,2005/10/5,KYG5137M1096,776,5021,JF Household Furnishings Ltd,5,jhousehold,3,Jiyi Household International Holdings,Jiyi Household International Holdings,JIYI HOUSEHOLD INTL.HDG.,K:JIYI,2015/11/6,8699Z2,HK1495,KYG5139R1065
Global Flex Holdings Ltd,2005/10/10,2005/6/4,KYG2237A1013,471,3672,Global Flex Holdings Ltd,3,globales,7,Global Energy Resources International Group,Global Energy Resources International Group,GLOBAL EN.RES.INTL.GP.,K:AGL,2002/11/29,26566T,HK8192,BMG6674T1430
Kasen Intl Hldgs Ltd,2005/10/15,2005/10/3,KYG5216Q1047,496,2512,Kasen Intl Hldgs Ltd,1,ksens,4,Keck Seng Investments Hong Kong,Keck Seng Investments Hong Kong,KECK SENG INVS.HK.,K:KECS,1988/6/1,771680,HK184,HK0184000948
Huali Holdings (Group) Ltd,2005/10/27,2005/10/24,KYG684581013,3366,2679,Huali Holdings (Group) Ltd,1,huali,10,Hongguang Lighting,Hongguang Lighting,HONGGUANG LIGHTING,K:HGLT,2016/12/30,2786RK,HK8343,KYG4644A1040
Dongfeng Motor Co Ltd,2005/11/30,2005/11/10,CN000A0HMA01,489,3711,Dongfeng Motor Co Ltd,5,ongngotr,7,Hong Kong International Construction Investment Management Group,Hong Kong International Construction Investment Management Group,HONG KONG INTL.CON.INV. MAN.GP.,K:CHEE,1991/3/26,530612,HK687,BMG4643K1036
Xiwang Sugar Holdings Co Ltd,2005/12/5,2005/11/19,BMG9827P1095,2088,2062,Xiwang Sugar Holdings Co Ltd,3,xiwangsas,6,Xiwang Special Steel Company,Xiwang Special Steel Company,XIWANG SPECIAL STEEL CO.,K:XSPS,2012/2/23,86845M,HK1266,HK0000101367
Fittec International Group Ltd,2005/12/6,2005/10/22,KYG351751014,2662,3674,Fittec International Group Ltd,1,ittec,10,Genscript Biotechnology,Genscript Biotechnology,GENSCRIPT BIOTECH,K:GENS,2015/12/30,8827JK,HK1548,KYG3825B1059
China Ting Group Holdings Ltd,2005/12/9,2005/11/24,KYG8439J1058,3398,2284,China Ting Group Holdings Ltd,0,chinatings,5,China Taiping Insurance Holdings,China Taiping Insurance Holdings,CHINA TAIPING IN.HDG.,K:CINS,2000/6/29,280966,HK966,HK0000055878
Xiamen International Port Co,2005/12/10,2005/12/1,CN000A0HNCJ6,3378,4491,Xiamen International Port Co,4,xianport,7,Yuexiu Transport Infrastructure,Yuexiu Transport Infrastructure,YUEXIU TRANSPORT INFR.,K:GZIT,1997/1/30,887662,HK1052,BMG9880L1028
Wasion Meters Group Ltd,2005/12/15,2005/12/6,KYG9463P1081,3393,3613,Wasion Meters Group Ltd,4,asieters,7,Lai SI Enterprise,Lai SI Enterprise,LAI SI ENTERPRISE,K:LASI,2017/2/10,9016FJ,HK2266,KYG5352A1031
Lingbao Gold Co Ltd,2006/1/6,2005/12/30,CN000A0H0MZ9,3330,1041,Lingbao Gold Co Ltd,4,inagold,7,China Golden CLC Group,China Golden CLC Group,CHINA GOLDEN CLC.GP.,K:CGCG,2016/7/8,7720DZ,HK8281,KYG2119E1061
Ming Hing Holdings Ltd,2006/3/9,2006/3/3,KYG6178Z1081,402,8711,Ming Hing Holdings Ltd,2,nghings,7,Hengshi Mining Investments,Hengshi Mining Investments,HENGSHI MINING INVS.,K:HMIL,2013/11/28,93328A,HK1370,KYG4404M1087
China Natl Bldg Material Co,2006/3/16,2006/3/6,CN000A0JDAF5,3323,3241,China Natl Bldg Material Co,5,chinanatla,5,China National Aviation,China National Aviation,CHINA NATIONAL AVIATION,K:CNAC,1997/12/17,865721,NA,HK1110007114
ASMC,2006/3/30,2006/3/20,CN000A0JJ2G8,3355,3674,ASMC,0,asmc,11,Hua Hong Semiconductor,Hua Hong Semiconductor,HUA HONG SEMICONDUCTOR,K:HUAH,2014/10/15,9120LE,HK1347,HK0000218211
Shanghai Prime Mach Co Ltd,2006/4/20,2006/2/18,CN000A0JKQ03,2345,3511,Shanghai Prime Mach Co Ltd,5,shanghaiea,5,Shanghai Zendai Property,Shanghai Zendai Property,SHANGHAI ZENDAI PROPERTY,K:FSTI,1992/10/27,316263,HK755,BMG8064K1045
Dalian Port(PDA)Co Ltd,2006/4/22,2006/4/10,CN000A0JKWN8,2880,4491,Dalian Port(PDA)Co Ltd,5,anportpd,7,Anta Sports Products,Anta Sports Products,ANTA SPORTS PRODUCTS,K:ANIT,2007/7/10,50722E,HK2020,KYG040111059
DBA Telecom (Asia) Hldgs Ltd,2006/5/8,2006/4/26,CA2329262042,3335,3674,DBA Telecom (Asia) Hldgs Ltd,4,batelecomss,4,Comba Telecom Systems Holdings,Comba Telecom Systems Holdings,COMBA TELECOM SYS.HDG.,K:COMB,2003/7/15,27260X,HK2342,KYG229721140
Galaxy SemiConductor Hldgs Ltd,2006/6/8,2006/5/29,KYG376901073,527,3674,Galaxy SemiConductor Hldgs Ltd,6,asemicond,6,Hua Hong Semiconductor,Hua Hong Semiconductor,HUA HONG SEMICONDUCTOR,K:HUAH,2014/10/15,9120LE,HK1347,HK0000218211
TC Interconnect Holdings Ltd,2006/6/13,2006/6/13,KYG8697M1050,515,3672,TC Interconnect Holdings Ltd,6,cinercnts,6,China Merchants Port Holdings,China Merchants Port Holdings,CHINA MRCH.POR.HDG.,K:HAIH,1992/7/15,315805,HK144,HK0144000764
Jilin Qifeng Chemical Fiber Co,2006/6/15,2006/2/18,CN000A0J27W1,549,2281,Jilin Qifeng Chemical Fiber Co,7,ilifence,7,BBI Life Sciences,BBI Life Sciences,BBI LIFE SCIENCES,K:BBIL,2014/12/30,9236XY,HK1035,KYG1089Y1180
Hembly International Hldgs Ltd,2006/7/10,2006/6/30,KYG4394T1058,3989,4731,Hembly International Hldgs Ltd,2,hemls,10,Tianhe Chemicals Group,Tianhe Chemicals Group,TIANHE CHEMICALS GP.,K:THNJ,2014/6/20,8896XD,HK1619,VGG888411045
Beijing North Star Co Ltd,2006/9/13,2006/9/13,CN0009068825,588,1541,Beijing North Star Co Ltd,4,beijingorts,4,Beijing Sports and Entertainment Industry,Beijing Sports and Entertainment Industry,BEJ.SPS.AND ENTM.IND.,K:ASRH,2012/1/16,86637D,HK1803,KYG1145Y1026
China BlueChemical Ltd,2006/9/22,2006/9/11,CN000A0KFMD8,3983,2873,China BlueChemical Ltd,5,chinablech,5,China Baoli Technologies Holdings,China Baoli Technologies Holdings,CHINA BAOLI TECHS.HDG.,K:HUEY,1988/6/1,756482,HK164,BMG2119D1083
Smart Union Group(Hldgs)Ltd,2006/9/28,2006/9/17,KYG822611011,2700,3944,Smart Union Group(Hldgs)Ltd,3,smartins,7,Units Marketing Solutions,Units Marketing Solutions,UTS MARKETING SOLUTIONS,K:UTSM,2017/7/12,9109FY,HK6113,KYG9350R1002
LK Technology Holdings Ltd,2006/10/13,2006/9/29,KYG5548P1054,558,3542,LK Technology Holdings Ltd,0,lks,12,Link Real Estate Investment Trust,Link Real Estate Investment Trust,LINK RL.EST.INV.TST.,K:LREI,2005/11/25,298493,HK823,HK0823032773
China Commun Svcs Corp,2006/11/30,2006/11/27,CN000A0LE1L1,552,4813,China Commun Svcs Corp,5,chinacomnc,5,Chinalco Mining Corporation International,Chinalco Mining Corporation International,CHINALCO MNG.CORP.INTL.,K:CMCI,2013/1/31,88043H,HK3668,KYG211291045
Zhaojin Mining Industry Co Ltd,2006/12/1,2006/11/20,CN000A0LEMS7,1818,1041,Zhaojin Mining Industry Co Ltd,4,ainminingin,4,Wai Chun Mining Industry Group,Wai Chun Mining Industry Group,WAI CHUN MINING IND.GP.,K:NORI,1993/2/5,316603,HK660,KYG9420N1218
China Commun Constr Co Ltd,2006/12/9,2006/11/28,CN000A0LFFW0,1800,1622,China Commun Constr Co Ltd,5,chinaconcn,5,China Conch Venture Holdings,China Conch Venture Holdings,CHINA CONCH VET.HOLDINGS,K:CCVH,2013/12/19,93804F,HK586,KYG2116J1085
