Full Name,Name,Symbol,Start Date,DATASTREAM CODE,LOC OFF. CODE,ISIN CODE
Concord International Securities,CONCORD INTL.SECURITIES,TW:CNX,2009/4/9,67853H,T5864,TW0005864003
Concord Securities,CONCORD SECS.,TW:CON,1996/12/4,887877,T6016,TW0006016009
Concraft Holding,CONCRAFT HOLDING,TW:CHD,2011/7/12,77451X,T4943,KYG2346M1033
Connection Technology Systems,CONNECTION TECH.SYSTEMS,TW:CTS,2014/1/13,8702QY,T3672,TW0003672002
Continental Holdings,CONTINENTAL HOLDINGS,TW:ONT,2010/4/8,69140R,T3703,TW0003703005
Contrel Technology,CONTREL TECHNOLOGY,TW:CTT,2006/9/25,41197N,T8064,TW0008064007
Cooperative Construction,COOPERATIVE CONSTRUCTION,TW:CCZ,2004/8/9,297107,T6401,TW0006401003
Copartner Technology,COPARTNER TECHNOLOGY,TW:COT,2010/11/10,51639V,T3550,TW0003550000
Coremax,COREMAX,TW:CMX,2010/12/13,77451H,T4739,TW0004739008
Coretek Opto,CORETEK OPTO,TW:COO,2007/11/28,77451C,T3601,TW0003601001
Coretronic,CORETRONIC,TW:CTX,1999/1/20,675999,T5371,TW0005371009
Cosmo Electronics,COSMO ELECTRONICS,TW:COS,2000/1/17,280188,T2466,TW0002466000
Cowealth Medical Holding,COWEALTH MEDICAL HLDG.,TW:COW,2009/5/22,67723J,T4745,KYG248111042
Coxon Precise Industrial,COXON PRECISE INDL.,TW:CPR,2009/10/28,51662Q,T3607,TW0003607008
Creative Sensor,CREATIVE SENSOR,TW:CRS,2005/5/17,30726N,T8249,TW0008249004
Crowell Development,CROWELL DEVELOPMENT,TW:CRD,1995/3/14,141029,T2528,TW0002528007
Cryomax Cooling System,CRYOMAX COOLING SYSTEM,TW:CDS,2010/11/3,77449N,T1587,TW0001587004
Crystalwise Technology,CRYSTALWISE TECH.,TW:CRY,2011/5/31,70752E,T4944,TW0004944004
Ctci,CTCI,TW:ITC,1993/6/2,317520,T9933,TW0009933002
CUB Elecparts,CUB ELECPARTS,TW:CUB,2009/3/25,51476F,T2231,TW0002231008
CVC Technologies,CVC TECHNOLOGIES,TW:CVC,2009/5/27,67705N,T4744,TW0004744008
Cvilux,CVILUX,TW:CVI,2004/3/29,28737F,T8103,TW0008103003
CX Technology,CX TECHNOLOGY,TW:CMT,1998/1/13,675007,T2415,TW0002415007
Cyberlink,CYBERLINK,TW:CYL,2000/10/11,297045,T5203,TW0005203004
Cyberpower Systems,CYBERPOWER SYSTEMS,TW:CYS,2009/12/23,53641X,T3617,TW0003617007
Cybertan Technology,CYBERTAN TECH.,TW:CYI,2003/7/28,27322J,T3062,TW0003062006
Cypress Technology,CYPRESS TECHNOLOGY,TW:YPR,2009/12/22,50972W,T3541,TW0003541009
D-Link,D-LINK,TW:DLK,1994/10/17,140904,T2332,TW0002332004
Da Hui,DA HUI,TW:DHU,2014/6/12,8907Q7,T5276,KYG2743W1006
Da-CIN Construction,DA-CIN CONSTRUCTION,TW:DAC,1996/3/11,865419,T2535,TW0002535002
Da-Li Development,DA-LI DEVELOPMENT,TW:IAC,2002/4/22,15427P,T6177,TW0006177009
Dacome International,DACOME INTERNATIONAL,TW:DIN,2004/12/6,29759P,T9960,TW0009960005
Dadny,DADNY,TW:JCT,2003/10/14,27884H,T3089,TW0003089009
Dafeng Television,DAFENG TV,TW:DFC,2002/5/28,25569H,T6184,TW0006184005
Daily Polymer,DAILY POLYMER,TW:DAI,2000/3/27,280353,T4716,TW0004716006
Danen Technology,DANEN TECHNOLOGY,TW:DAN,2010/7/20,69266K,T3686,TW0003686002
Darfon Electronics,DARFON ELECTRONICS,TW:DAR,2007/11/28,35762J,T8163,TW0008163007
Darwin Precisions,DARWIN PRECISIONS,TW:FHC,2002/1/4,14909M,T6120,TW0006120009
Davicom Semiconductor,DAVICOM SEMICONDUCTOR,TW:DVC,2007/8/6,50853R,T3094,TW0003094009
Daxin Materials,DAXIN MATERIALS,TW:DMR,2011/5/12,774496,T5234,TW0005234009
De Licacy Industrial,DE LICACY INDUSTRIAL,TW:DEI,1997/1/20,887754,T1464,TW0001464006
De Poan Pneumatic,DE POAN PNEUMATIC,TW:POA,2005/6/30,29101X,T1570,TW0001570000
DEE Van Enterprise,DEE VAN ENTERPRISE,TW:DEE,2007/8/16,36277K,T8115,TW0008115007
Delpha Construction,DELPHA CON.,TW:DCO,1995/10/12,313025,T2530,TW0002530003
DFI,DFI,TW:DFI,2000/1/17,280187,T2397,TW0002397007
Dimerco Data System,DIMERCO DATA SY.,TW:DDS,1999/10/15,691844,T5403,TW0005403000
Dingzing Advanced Materials,DINGZING ADVANCED MATERIALS,TW:DZA,2016/9/8,2563M1,T6585,TW0006585003
Diva Laboratories,DIVA LABORATORIES,TW:DLL,2010/10/11,774501,T4153,TW0004153002
Donpon Precision,DONPON PRECISION,TW:DPI,2005/5/19,30726W,T3290,TW0003290003
Draytek,DRAYTEK,TW:DRY,2003/1/20,26702W,T6216,TW0006216005
DSG Technology,DSG TECHNOLOGY,TW:DSG,2004/2/24,28534C,T6264,TW0006264005
Dyaco International,DYACO INTERNATIONAL,TW:DYA,2011/10/24,77847Q,T1598,TW0001598001
Dynacolor,DYNACOLOR,TW:DYN,2001/3/12,257005,T5489,TW0005489009
Dynamic Electronics,DYNAMIC ELECTRONICS,TW:DYE,2009/3/18,30726F,T6251,TW0006251002
Dynamic Medical Technologies,DYNAMIC MEDICAL TECHS.,TW:DMT,2010/12/29,69059M,T4138,TW0004138003
Dynamic Precision Industry,DYNAMIC PRECISION IND.,TW:DYP,2001/2/2,13052P,T8928,TW0008928003
Dynapack International Technology,DYNAPACK INTL.TECH.,TW:DIT,2004/11/8,29647R,T3211,TW0003211009
E Ink Holdings,E INK HOLDINGS,TW:PVI,2004/3/30,28747L,T8069,TW0008069006
E&R Engineering,E&R ENGINEERING,TW:ERG,2013/11/12,51521H,T8027,TW0008027004
E-Lead Electronic,E-LEAD ELT.,TW:ELC,2002/2/4,15163C,T2497,TW0002497005
E-Life Mall,E-LIFE MALL,TW:OCS,2005/12/8,32501D,T6281,TW0006281009
Eastech Holding Limited,EASTECH HOLDING LIMITED,TW:ETK,2012/11/5,87772F,T5225,KYG291021031
Eastern Media International,EASTERN MEDIA INTL.,TW:FES,1995/9/25,356862,T2614,TW0002614005
Easy Field,EASY FIELD,TW:EFC,2013/8/7,89662E,T6425,TW0006425002
Easywell Biomedicals,EASYWELL BIOMEDICALS,TW:ATM,2008/11/10,50576K,T1799,TW0001799005
Eclat Forever Machinery,ECLAT FOREVER MACHINERY,TW:ERV,2012/9/28,87686M,T3485,TW0003485009
Edimax Technology,EDIMAX TECH.,TW:EDI,2001/3/20,257123,T3047,TW0003047007
Edison Opto,EDISON OPTO,TW:EOC,2010/11/12,51368U,T3591,TW0003591004
Edom Technology,EDOM TECHNOLOGY,TW:EDC,2002/10/1,26284C,T3048,TW0003048005
Efun Technology,EFUN TECHNOLOGY,TW:ETH,2007/11/16,41119E,T3523,TW0003523007
Egalax Empia Technology,EGALAX EMPIA TECHNOLOGY,TW:EGA,2008/4/15,50832L,T3556,TW0003556007
EGIS Technology,EGIS TECHNOLOGY,TW:EGI,2014/6/26,8915KA,T6462,TW0006462005
Elan Microelectronics,ELAN MICROELS.,TW:EMP,2000/4/12,280407,T2458,TW0002458007
Electric Power Technology,ELECTRIC POWER TECHNOLOGY,TW:MME,2001/5/4,263086,T4529,TW0004529003
Elite Advanced Laser,ELITE ADVD.LASER,TW:EAL,2006/4/12,31293P,T3450,TW0003450003
Elitegroup Computer Systems,ELITEGROUP COMPUTER SYS.,TW:ECS,1994/9/21,140562,T2331,TW0002331006
Ememory Technology,EMEMORY TECHNOLOGY,TW:EME,2011/1/24,53641T,T3529,TW0003529004
Emerging Display Technologies,EMERGING DISPLAY TECHS.,TW:EDT,2001/4/3,257279,T3038,TW0003038006
Eminent Luggage,EMINENT LUGGAGE,TW:EMI,2004/2/17,28510D,T9950,TW0009950006
ENE Technology,ENE TECHNOLOGY,TW:ENE,2003/4/22,26984F,T6243,TW0006243009
English Electric,ENG ELECTRIC,TW:ENG,2005/1/3,29917W,T8287,TW0008287004
Enlight,ENLIGHT,TW:ENL,1996/12/23,887838,T2438,TW0002438009
Ennoconn,ENNOCONN,TW:ENK,2012/12/18,87928F,T6414,TW0006414006
Enterex International,ENTEREX INTERNATIONAL,TW:ENX,2014/10/16,9144QR,T1592,KYG316231045
Entie Commercial Bank,ENTIE COMMERCIAL BANK,TW:ETC,1996/1/4,887860,T2849,TW0002849007
Epileds Technologies,EPILEDS TECHNOLOGIES,TW:ETI,2010/10/25,774515,T4956,TW0004956008
Episil-Precision,EPISIL-PRECISION,TW:PRC,2002/12/24,26633H,T3016,TW0003016002
Epistar,EPISTAR,TW:EST,2001/5/25,264018,T2448,TW0002448008
Epoch Chemtronics,EPOCH CHEMTRONICS,TW:EPH,2008/8/6,54028W,T3633,TW0003633004
Eris Technology,ERIS TECHNOLOGY,TW:ERI,2009/9/8,68580U,T3675,TW0003675005
Eson Precision,ESON PRECISION,TW:ESO,2013/11/25,93312L,T5243,KYG312361051
Eternal Materials,ETERNAL MATERIALS,TW:ETE,1994/3/30,362256,T1717,TW0001717007
Etrend Hightech,ETREND HIGHTECH,TW:EHT,2010/11/22,51248X,T3567,TW0003567004
Etron Technology,ETRON TECHNOLOGY,TW:ETR,1998/5/15,675424,T5351,TW0005351001
Eurocharm Holdings,EUROCHARM HOLDINGS,TW:EUC,2014/9/25,9114QP,T5288,KYG314551014
Everest Textile,EVEREST TEXTILE,TW:ETX,1995/5/1,141098,T1460,TW0001460004
Everlight Chemical Industrial,EVERLIGHT CHM.INDL.,TW:ECH,1989/7/3,500098,T1711,TW0001711000
Everlight Electronics,EVERLIGHT ELECTRONICS,TW:ELE,1997/11/14,877067,T2393,TW0002393006
Evermore Chemical Industry,EVERMORE CHEMICAL IND.,TW:ECI,2000/10/9,297046,T1735,TW0001735009
Everspring Industry,EVERSPRING IND.,TW:ESI,1996/11/15,887835,T2390,TW0002390002
Evertex Frabinology,EVERTEX FRABINOLOGY,TW:EDF,1999/5/21,691518,T1470,TW0001470003
Evertop Wire Cable,EVERTOP WIRE CABLE,TW:EVW,1997/5/19,890526,T1616,TW0001616001
Excel Cell Electronic,EXCEL CELL ELECTRONIC,TW:EXC,1999/9/2,691741,T2483,TW0002483005
Excellence Optoelectronic,EXCELLENCE OT.,TW:EOP,2010/11/24,77452J,T6288,TW0006288004
Excelliance MOS,EXCELLIANCE MOS,TW:EXX,2012/12/7,87906H,T5299,TW0005299002
Excelsior Medical,EXCELSIOR MEDICAL,TW:ENM,2001/6/8,265261,T4104,TW0004104005
Ezconn,EZCONN,TW:EZC,2014/3/17,87836Y,T6442,TW0006442007
Ezfly Technology,EZFLY TECHNOLOGY,TW:EZF,2013/2/27,88129N,T2734,TW0002734001
Falcon Machine Tools,FALCON MACHINE TOOLS,TW:FMT,1998/3/25,675284,T4513,TW0004513007
Far Glory Hotel,FAR GLORY HOTEL,TW:FGH,2012/12/27,879791,T2712,TW0002712007
Faraday Technology,FARADAY TECHNOLOGY,TW:FTC,1999/10/27,691871,T3035,TW0003035002
Farcent Enterprise,FARCENT ENTERPRISE,TW:FEC,2000/1/18,280194,T1730,TW0001730000
Farglory Land Development,FARGLORY LAND DEV.,TW:MET,1999/12/22,280121,T5522,TW0005522007
Favite,FAVITE,TW:FAV,2008/1/31,41612C,T3535,TW0003535001
Federal,FEDERAL,TW:TFE,1989/7/3,777146,T2102,TW0002102001
Feedback Technology,FEEDBACK TECH.,TW:FDB,2004/6/24,29015K,T8091,TW0008091000
Feei Cherng Enterprise,FEEI CHERNG ENTERPRISE,TW:EEI,2006/5/29,28930P,T3313,TW0003313003
Feng Ching Metal,FENG CHING METAL,TW:FCM,2010/12/9,31192D,T2061,TW0002061009
Feng Hsin Steel,FENG HSIN STEEL,TW:FHI,1992/5/29,316089,T2015,TW0002015005
FIC Global,FIC GLOBAL,TW:FIG,2004/8/30,29453P,T3701,TW0003701009
Finetek,FINETEK,TW:FNT,2013/12/5,93662T,T4549,TW0004549001
Firich Enterprises,FIRICH ENTERPRISES,TW:FRN,2003/12/15,28219L,T8076,TW0008076001
First Copper Technology,FIRST COPPER TECHNOLOGY,TW:FST,1989/10/20,540321,T2009,TW0002009008
First Hotel,FIRST HOTEL,TW:FIH,1991/6/25,314903,T2706,TW0002706009
First Insurance,FIRST INSURANCE,TW:TFI,2000/11/28,280695,T2852,TW0002852001
First Steamship,FIRST STEAMSHIP,TW:FIR,1989/7/3,777086,T2601,TW0002601002
Fitipower Integrated Technology,FITIPOWER INTEG.TECH.,TW:FPI,2010/9/2,77449M,T4961,TW0004961008
Flavor Full Foods,FLAVOR FULL FOODS,TW:FFL,2012/11/26,87850E,T1260,TW0001260008
Flexium Interconnect,FLEXIUM INTERCONNECT,TW:FXI,2003/9/23,27624D,T6269,TW0006269004
Flytech Technology,FLYTECH TECH.,TW:FLY,2002/12/12,26603K,T6206,TW0006206006
Fong Chien Construction,FONG CHIEN CONSTRUCTION,TW:HTU,1999/12/27,280131,T5523,TW0005523005
Forcecon Technology,FORCECON TECH.,TW:FCC,2006/12/18,32645E,T3483,TW0003483004
Formosa Advanced Technologies,FORMOSA ADVANCED TECHS.,TW:FAT,2007/11/29,41404L,T8131,TW0008131004
Formosa International Hotels,FORMOSA INTL.HOTELS,TW:FMI,1998/3/9,675156,T2707,TW0002707007
Formosa Laboratories,FORMOSA LABORATORIES,TW:FRM,2011/3/1,69953U,T4746,TW0004746003
Formosa Oilseed Processing,FORMOSA OILSEED PROC.,TW:FOP,1993/9/27,317761,T1225,TW0001225001
Formosa Optical Technology,FORMOSA OPTICAL TECH.,TW:ZTC,1996/5/27,887831,T5312,TW0005312003
Formosan Rubber Group,FORMOSAN RUBBER GP.,TW:FRU,1992/3/3,315558,T2107,TW0002107000
Formosan Union Chemical,FORMOSAN UNION CHEMICAL,TW:FUC,1989/7/3,777087,T1709,TW0001709004
Fortune Electric,FORTUNE ELECTRIC,TW:FOE,1997/4/16,890207,T1519,TW0001519007
Fortune Information Systems,FORTUNE INFO.SYS.,TW:FIS,1999/12/6,280064,T2468,TW0002468006
Forward Electronics,FORWARD ELECTRONICS,TW:FWC,2004/3/1,28549H,T8085,TW0008085002
Fountain Biopharma,FOUNTAIN BIOPHARMA,TW:FOI,2012/1/17,86718D,T4159,TW0004159009
Foxlink Image Technology,FOXLINK IMAGE TECHNOLOGY,TW:XIM,2006/3/15,32827J,T6298,TW0006298003
Foxsemicon Integrated Technology,FOXSEMICON INTEG.TECH.,TW:FXG,2004/12/27,31192E,T3413,TW0003413001
Franbo Lines,FRANBO LINES,TW:FRA,2011/12/19,86560C,T2641,TW0002641008
Froch Enterprise,FROCH ENTERPRISE,TW:FCH,1998/12/24,675916,T2030,TW0002030004
FSP Technology,FSP TECHNOLOGY,TW:SED,2002/10/16,26375M,T3015,TW0003015004
Fu Burg Industrial,FU BURG INDUSTRIAL,TW:FBI,2000/11/30,280699,T8929,TW0008929001
Fu-Chian Tire,FU-CHIAN TIRE,TW:FCT,2000/10/27,297040,T5102,TW0005102008
Fullerton Technology,FULLERTON TECH.,TW:FLT,2002/1/16,15108R,T6136,TW0006136005
Fulltech Fiber Glass,FULLTECH FIBER GLASS,TW:FFG,2006/1/23,30725T,T1815,TW0001815009
Fwusow Industry,FWUSOW INDUSTRY,TW:FSP,1990/4/10,530616,T1219,TW0001219004
G-Fun Industrial,G-FUN INDUSTRIAL,TW:GFU,2010/9/15,68193C,T4429,TW0004429006
G-Shank Enterprise,G-SHANK ENTER.,TW:GSH,1998/2/24,675129,T2476,TW0002476009
G-Technology Optoelectronics,G-TECH OPTOELECTRONICS,TW:GTH,2004/8/18,28973L,T3149,TW0003149001
Galaxy Far East,GALAXY FAR EAST,TW:GFE,2003/1/14,26686R,T6227,TW0006227002
Gallant Precision Machining,GALLANT PRECN.MACHINING,TW:GPM,1998/2/9,675071,T5443,TW0005443006
Gamania Digital Entertainment,GAMANIA DIG.ENTM.,TW:GAM,2002/5/21,25532J,T6180,TW0006180003
Gamma Optical,GAMMA OPTICAL,TW:GOX,2008/2/27,50832F,T3557,TW0003557005
GCS Holdings,GCS HOLDINGS,TW:GXH,2012/3/30,87000T,T4991,KYG377541019
Gem Terminal Industry,GEM TERMINAL INDUSTRY,TW:GEM,2000/1/19,280195,T2460,TW0002460003
Gemtek Technology,GEMTEK TECHNOLOGY,TW:GTC,2002/1/11,149280,T4906,TW0004906003
General Biologicals,GENERAL BIOLOGICALS,TW:GBI,2002/7/9,51584H,T4117,TW0004117007
General Plastic Industrial,GENERAL PLASTIC INDL.,TW:GPI,2001/12/25,149008,T6128,TW0006128002
Generalplus Technology,GENERALPLUS TECHNOLOGY,TW:GRP,2010/8/9,71970P,T4952,TW0004952007
Genereach Biotechnology,GENEREACH BIOTECHNOLOGY,TW:IIC,2012/11/19,87831R,T4171,TW0004171004
Genesis Genetics,GENESIS GENETICS,TW:GGO,2011/7/15,77452N,T4160,TW0004160007
Genesis Photonics,GENESIS PHOTONICS,TW:GNS,2007/12/10,41568L,T3383,TW0003383006
Genesis Technology,GENESIS TECHNOLOGY,TW:GET,2003/1/6,26659P,T6221,TW0006221005
Genesys Logic,GENESYS LOGIC,TW:GNL,2001/5/22,263876,T6104,TW0006104003
Genius Electronic Optical,GENIUS ELECTRONIC OPTC.,TW:GNO,2005/12/20,31192F,T3406,TW0003406005
Genmont Biotechnology,GENMONT BIOTECH,TW:GMB,2008/9/10,30831M,T3164,TW0003164000
Genovate Biotechnology,GENOVATE BIOTECHNOLOGY,TW:GVB,2003/2/10,774498,T4130,TW0004130000
Geovision,GEOVISION,TW:GVI,2005/3/28,30313J,T3356,TW0003356002
Getac Technology,GETAC TECHNOLOGY,TW:MIT,2002/2/25,15223W,T3005,TW0003005005
Gia Tzoong Enterprise,GIA TZOONG ENTERPRISE,TW:PPE,1998/6/23,675529,T5355,TW0005355002
Giantplus Technology,GIANTPLUS TECH.,TW:GPT,2004/9/17,29393C,T8105,TW0008105008
Giga-Byte Technology,GIGA-BYTE TECHNOLOGY,TW:GBT,1998/9/24,675679,T2376,TW0002376001
Gigasolar Materials,GIGASOLAR MATERIALS,TW:GSM,2010/11/18,69261V,T3691,TW0003691002
Gigastorage,GIGASTORAGE,TW:GIG,2000/5/2,280452,T2406,TW0002406006
Ginar Technology,GINAR TECHNOLOGY,TW:GIN,2002/2/25,15224K,T6151,TW0006151004
Ginko International,GINKO INTERNATIONAL,TW:GNK,2012/4/27,87083W,T8406,KYG390101064
Gintech Energy,GINTECH ENERGY,TW:GNE,2007/11/2,41667V,T3514,TW0003514006
Golden Bridge Electech,GLDN.BDG.ELECTECH,TW:GBE,2002/1/22,15128Q,T6133,TW0006133002
Global Brands Manufacture,GLOBAL BRANDS MANF.,TW:FSY,1997/4/3,887820,T6191,TW0006191000
Global Lighting Technologies,GLOBAL LIGHTING TECHS.,TW:GLT,2011/7/28,77464N,T4935,KYG3931M1024
Global PMX,GLOBAL PMX,TW:GMX,2014/1/8,8700EE,T4551,TW0004551007
Global View,GLOBAL VIEW,TW:GLV,2000/12/28,255186,T3040,TW0003040002
Globalsat Worldcom,GLOBALSAT WORLDCOM,TW:GBA,2006/10/19,32608E,T3499,TW0003499000
Globe Industries,GLOBE INDUSTRIES,TW:GIC,1997/12/26,879382,T1324,TW0001324002
Globe Union Industrial,GLOBE UNION INDL.,TW:GUI,1999/5/7,691490,T9934,TW0009934000
Gloria Material Technology,GLORIA MATERIAL TECH.,TW:GHI,1998/10/19,675714,T5009,TW0005009005
Glory Science,GLORY SCIENCE,TW:GSC,2011/1/17,774502,T3428,TW0003428009
Glotech Industrial,GLOTECH INDUSTRIAL,TW:GLI,2001/1/16,13052N,T5475,TW0005475008
Glyconex,GLYCONEX,TW:GLY,2011/12/16,86554P,T4168,TW0004168000
GMI Technology,GMI TECHNOLOGY,TW:GMI,2005/11/7,28989R,T3312,TW0003312005
Godex International,GODEX INTERNATIONAL,TW:GXI,2010/11/24,77451T,T4987,TW0004987003
Gold Circuit Electronics,GOLD CIRCUIT ELECTRONICS,TW:GCE,1998/3/10,675157,T2368,TW0002368008
Gold Rain Enterprises,GOLD RAIN ENTERPRISES,TW:GRE,1996/12/19,887810,T4503,TW0004503008
Golden Biotechnology,GOLDEN BIOTECHNOLOGY,TW:GBY,2010/5/26,69891C,T4132,TW0004132006
Golden Friends,GOLDEN FRIENDS,TW:GFR,1997/12/8,879261,T4506,TW0004506001
Goldsun Building Materials,GOLDSUN BUILDING MATERIALS,TW:KUO,1988/6/17,772045,T2504,TW0002504008
Gongin Precision Industrial,GONGIN PRECN.INDUSTRIAL,TW:GGN,2004/5/21,28965T,T3178,TW0003178000
Gongwin Biopharm Holdings,GONGWIN BIOPHARM HDG.,TW:GWG,2017/2/8,9022WQ,T6617,KYG409471060
Good Way Technology,GOOD WAY TECHNOLOGY,TW:GWT,2004/8/2,30742Q,T3272,TW0003272001
Good Will Instrument,GOOD WILL INSTRUMENT,TW:GOI,1999/3/24,691297,T2423,TW0002423001
Goodway Machine,GOODWAY MACHINE,TW:GDY,2008/1/24,41530V,T1583,TW0001583003
Grand Fortune Securities,GRAND FORTUNE SECURITIES,TW:GFS,2014/9/30,9113LY,T6026,TW0006026008
Grand Hall Enterprise,GRAND HALL ENTERPRISE,TW:GHE,2003/1/20,26702X,T8941,TW0008941006
Grand Pacific Petrochemical,GRAND PACIFIC PETROCH.,TW:GPE,1988/12/21,500093,T1312,TW0001312007
Grand Plastic Technology,GRAND PLASTIC TECHNOLOGY,TW:GRA,2011/1/17,67956P,T3131,TW0003131009
Grand Tek,GRAND TEK,TW:GRT,2009/12/31,68918L,T3684,TW0003684007
Grandtech CG Systems,GRANDTECH CG SYS.,TW:GCG,2002/1/23,15131C,T6123,TW0006123003
Grape King Bio,GRAPE KING BIO,TW:GKI,1989/7/3,777090,T1707,TW0001707008
Great Taipei Gas,GREAT TAIPEI GAS,TW:GTG,1991/2/6,503491,T9908,TW0009908004
Greatek Electronics,GREATEK ELECTRONICS,TW:GEI,2000/10/26,297048,T2441,TW0002441003
Greatwall Enteprise,GREATWALL ENTEPRISE,TW:GWE,1988/7/13,772058,T1210,TW0001210003
Green Energy Technology,GREEN ENERGY TECHNOLOGY,TW:GNY,2008/1/25,41133M,T3519,TW0003519005
Green Seal Holding,GREEN SEAL HOLDING,TW:GSE,2014/1/16,8702QX,T1262,KYG409711069
Green World Hotels,GREEN WORLD HOTELS,TW:APV,2004/12/6,29769V,T8077,TW0008077009
GTM,GTM,TW:GTM,1989/7/3,500095,T1437,TW0001437002
GUC,GUC,TW:GLO,2006/11/3,31192J,T3443,TW0003443008
Gudeng Precision Industrial,GUDENG PRECISION INDL.,TW:GPL,2009/10/16,69033Q,T3680,TW0003680005
Hai Kwang Enterprise,HAI KWANG ENTERPRISE,TW:HKE,2008/12/30,51521L,T2038,TW0002038007
Hakers Enterprise,HAKERS ENTERPRISE,TW:HAK,2011/9/6,77601U,T4432,TW0004432000
Handa Pharmaceuticalsinc,HANDA PHARMACEUTICALSINC,TW:HPS,2016/12/28,2820RG,T6620,TW0006620008
Hannstar Board,HANNSTAR BOARD,TW:HAN,2001/2/16,259511,T5469,TW0005469001
Hannstar Display,HANNSTAR DISPLAY,TW:HDC,2001/8/17,14449M,T6116,TW0006116007
Hannstouch Solution,HANNSTOUCH SOLUTION,TW:SOP,2002/9/27,26273N,T3049,TW0003049003
Hanpin Electron,HANPIN ELECTRON,TW:HEZ,2000/6/30,280983,T2488,TW0002488004
Harmony Electronics,HARMONY ELTN.,TW:HAE,2006/5/25,30866M,T8182,TW0008182007
Harvatek,HARVATEK,TW:HAR,2002/3/22,15344M,T6168,TW0006168008
Hauman Technologies,HAUMAN TECHS.,TW:HAT,2003/1/14,26686M,T6218,TW0006218001
Headway Advanced Materials,HEADWAY ADVANCED MATS.,TW:HDA,2004/4/22,30726Q,T1776,TW0001776003
Health Ever Biotechnology,HEALTH EVER BIOTECH,TW:HEB,2014/6/17,8910X8,T6453,TW0006453004
Her Chee Industrial,HER CHEE INDUSTRIAL,TW:CEE,2002/10/29,26437R,T8937,TW0008937004
Heran,HERAN,TW:HRN,2012/10/12,87723N,T5283,TW0005283006
HEY-Song,HEY-SONG,TW:HES,1999/3/12,691236,T1234,TW0001234003
Hi-Clearance,HI-CLEARANCE,TW:HCL,2009/7/20,30903T,T1788,TW0001788008
Hi-Lai Foods,HI-LAI FOODS,TW:HLA,2015/12/24,8790YC,T1268,TW0001268001
Hi-Light Tek,HI-LIGHT TEK,TW:HLT,2007/10/15,41196Q,T3522,TW0003522009
Higgstec,HIGGSTEC,TW:HGS,2014/10/7,91277H,T5220,TW0005220008
High Light Technology,HIGH LIGHT TECH.,TW:HIG,2002/12/23,26630T,T6208,TW0006208002
HIM International Music,HIM INTERNATIONAL MUSIC,TW:HIM,2012/10/26,87764N,T8446,TW0008446006
Hiroca Holdings,HIROCA HOLDINGS,TW:HRD,2010/10/13,77319P,T1338,KYG451001070
Hiti Digital,HITI DIGITAL,TW:HTO,2007/12/13,36203M,T3494,TW0003494001
Hitron Technology,HITRON TECHNOLOGY,TW:HIT,1998/12/11,675850,T2419,TW0002419009
Hiyes International,HIYES INTERNATIONAL,TW:UDS,1996/1/5,865282,T2348,TW0002348000
HLJ Technology,HLJ TECHNOLOGY,TW:HLJ,2014/4/25,8872NK,T3688,TW0003688008
Ho Tung Chemical,HO TUNG CHEMICAL,TW:HTC,1991/8/30,314958,T1714,TW0001714004
Hocheng,HOCHENG,TW:HGG,1991/10/14,315030,T1810,TW0001810000
Hold Jinn Electronics,HOLD JINN ELECTRONICS,TW:HJE,2005/4/12,30493U,T3191,TW0003191003
Holiday Entertainment,HOLIDAY ENTERTAINMENT,TW:HDY,2000/11/30,280698,T9943,TW0009943001
Holtek Semiconductor,HOLTEK SEMICON.,TW:HOS,2002/11/4,26464N,T6202,TW0006202005
Holy Stone Enterprise,HOLY STONE ENTERPRISE,TW:HSE,2000/1/13,280178,T3026,TW0003026001
Holy Stone Healthcare,HOLY STONE HEALTHCARE,TW:HHT,2013/12/13,93795X,T4194,TW0004194006
Honmyue Enterprise,HONMYUE ENTERPRISE,TW:HEN,1999/6/16,691595,T1474,TW0001474005
Horizon Securities,HORIZON SECURITIES,TW:THC,1996/7/25,887876,T6015,TW0006015001
Hota Industrial Manufacturing,HOTA INDL.MNFG.,TW:HOA,2000/3/29,280369,T1536,TW0001536001
Hotel Holiday Garden,HOTEL HOLIDAY GARDEN,TW:GAR,1989/7/3,777089,T2702,TW0002702008
Hotel Royal Chihpen,HOTEL ROYAL CHIHPEN,TW:HRC,1999/12/21,280109,T5704,TW0005704001
Howteh Technology,HOWTEH TECHNOLOGY,TW:HOW,2004/3/25,28724J,T3114,TW0003114005
Hsin BA BA,HSIN BA BA,TW:CCP,1990/12/17,530625,T9906,TW0009906008
Hsin Kao Gas,HSIN KAO GAS,TW:SKG,1998/11/13,675776,T9931,TW0009931006
Hsin Kuang Steel,HSIN KUANG STEEL,TW:HKS,1997/4/2,890206,T2031,TW0002031002
Hsin Tai Gas,HSIN TAI GAS,TW:HTG,1999/5/6,691488,T8917,TW0008917006
Hsin Yung Chien,HSIN YUNG CHIEN,TW:HYC,2006/9/28,32171Q,T2114,TW0002114006
Hsing Ta Cement,HSING TA CEMENT,TW:HTA,1991/12/6,315153,T1109,TW0001109007
Hsinli Chemical Industrial,HSINLI CHEMICAL INDL.,TW:HSI,1999/3/10,691230,T4303,TW0004303003
Hu Lane Associate,HU LANE ASSOCIATE,TW:HUL,2003/11/26,28154F,T6279,TW0006279003
