issuer,Idate,Fdate,ISIN,ticker,SIC
United Company Rusal PLC,2010/1/21,2009/9/29,JE00B5BCW814,486,3334
Meike Intl Holdings Ltd,2010/1/25,2010/1/19,KYG596631070,953,2329
Chu Kong Petroleum & Natural,2010/2/2,2010/1/8,KYG212331048,1938,3317
Intl Mining Mach Hldg Ltd,2010/2/4,2010/1/5,KYG488581078,1683,3532
Ruinian International Ltd,2010/2/12,2010/2/8,KYG771301051,2010,2834
Huiyin Household Appliances,2010/3/19,2010/2/24,KYG464311052,1280,5722
Zhongsheng Grp Hldg Ltd,2010/3/19,2010/3/10,KYG9894K1085,881,5511
Flyke Intl Holdings Ltd,2010/3/20,2010/3/16,KYG3604K1022,1998,3021
Far East Global Group Ltd,2010/3/24,2010/2/9,KYG331271042,830,3449
Man Wah Holdings Ltd,2010/3/24,2010/3/11,BMG5800U1071,1999,2512
Fook Woo Group Holdings Ltd,2010/3/25,2009/3/26,KYG3618A1085,923,2621
Sijia Group Co Ltd,2010/4/16,2010/4/9,KYG8128A1004,1863,2221
O-Net Communications(Group)Ltd,2010/4/23,2010/4/14,KYG6771C1006,877,3825
Lansen Pharmaceutical Hldgs Co,2010/4/30,2010/4/1,KYG5380M1033,503,2834
L'Occitane International SA,2010/4/30,2010/4/19,LU0501835309,973,2844
NVC Lighting Holding Ltd,2010/5/12,2010/1/18,KYG6700A1004,2222,3645
Youyuan International Hldg Ltd,2010/5/20,2010/5/4,KYG987641068,2268,2676
China Titans Energy Technology,2010/5/27,2010/5/18,KYG2113Y1089,2188,3699
Directel Holdings Ltd,2010/6/1,2010/5/28,SE0000556292,8337,4812
Intl Taifeng Holdings Ltd,2010/6/4,2009/11/3,KYG4913C1042,873,2281
COSTIN New Materials Group Ltd,2010/6/15,2010/6/1,KYG2450W1033,2228,2297
China Liansu Group Holdings,2010/6/15,2010/5/19,KYG2159F1046,2128,3084
Trauson Holdings Co Ltd,2010/6/22,2010/6/14,KYG901371032,325 HK,5047
Chaowei Power Hldg Ltd,2010/6/29,2010/6/14,KYG204791043,951,3692
Sinoref Holdings Ltd,2010/7/1,2010/6/4,KYG8186W1015,1020,3317
Chiho-Tiande Group Ltd,2010/7/5,2010/6/21,KYG4465A1004,976,5093
China ITS(Holdings)Co Ltd,2010/7/9,2007/11/17,KYG2161M1050,1900,7373
Tsun Yip Holdings Ltd,2010/8/20,2010/8/20,KYG9122P1019,8356,8711
China Sanjiang Fine Chemicals,2010/9/10,2010/8/23,KYG211861045,2198,5169
China Medical System Hldg Ltd,2010/9/15,2010/1/13,KYG211081164,867,2834
Changfeng Axle(China)Co Ltd,2010/9/16,2010/7/6,KYG203911014,1039,3714
Magic Holdings Intl Ltd,2010/9/16,2010/5/6,KYG577701025,1633,2844
Microport Scientific Corp,2010/9/20,2008/3/12,KYG608371046,853,5047
Besunyen Holdings Co Ltd,2010/9/21,2010/7/14,KYG107051040,926,5499
Boshiwa Intl Hldg Ltd,2010/9/22,2010/8/6,KYG126231078,1698,5651
SITC Intl Hldg Co Ltd,2010/9/24,2010/8/23,KYG8187G1055,1308,4731
Shandong Molong Petro Mach Co,2010/9/30,2008/11/10,CNE1000001N1,568,3317
Trony Solar Hldgs Co Ltd,2010/9/30,2010/8/16,KYG908021028,2468,3674
Winsway Coking Coal Hldg Ltd,2010/9/30,2010/5/11,VGG972141037,1733,5052
Ford Glory Group Holdings Ltd,2010/10/4,2010/9/17,BMG3657C1064,1682,2299
Kosmopolito Hotels Intl Ltd,2010/10/5,2010/6/30,KYG5315A1094,2266,7011
Mongolian Mining Corp,2010/10/5,2010/7/13,KYG6264V1023,975,5052
Great Harvest Maeta Group Hold,2010/10/7,2010/9/27,KYG4163E1070,3683,3443
Sun King Power Electronics Grp,2010/10/7,2010/9/30,KYG857AW1047,580,3699
Boer Power Holdings Ltd,2010/10/13,2010/6/21,KYG121611084,1685,3613
IRC Ltd,2010/10/13,2010/6/9,HK0000068244,1029,1011
Springland Intl Hldg Ltd,2010/10/13,2010/8/23,KYG837851081,1700,5311
Global Dairy Hldgs Ltd,2010/10/21,2010/8/10,KYG3925M1006,1007,2023
Sihuan Pharm Hldgs Grp Ltd,2010/10/21,2010/8/4,BMG8162K1053,460,2834
Yashili Intl Hldg Ltd,2010/10/26,2010/8/9,KYG983401053,1230,2023
Evergreen Intl Hldg Ltd,2010/10/27,2010/10/18,KYG3225T1022,238,5611
Infinity Chemical Holdings Co,2010/11/5,2010/7/29,KYG4772A1085,640,5169
Leoch International Technology,2010/11/9,2010/10/18,KYG546541015,842,3691
Shirble Dept Stores Hldg,2010/11/10,2010/11/3,KYG810871015,312,5311
HL Technology Group Ltd,2010/11/11,2010/11/3,,1087,3357
China Rongsheng Heavy ind grp,2010/11/11,2010/11/1,KYG211871028,1101,3731
Wah Nam Intl Hldgs Ltd,2010/11/11,2010/11/11,BMG9419B1046,159,4785
Goodbaby International Holding,2010/11/17,2010/10/19,KYG398141013,1086,5999
Da Ming International Hldg Ltd,2010/11/23,2010/11/15,KYG2744A1076,1090,3312
Dalian Port(PDA)Co Ltd,2010/11/24,2009/10/2,CNE100000X77,2880,4491
Kingworld Medicines Group Ltd,2010/11/24,2010/11/12,KYG5268M1006,1110,5122
Greatview Aseptic Packaging Co,2010/12/2,2010/11/26,KYG407691040,468,7389
Shifang Holding Ltd,2010/12/2,2010/11/22,KYG8126A1022,1831,7313
China ZhengTong Auto Svcs,2010/12/3,2010/11/22,KYG215A81084,1728,5511
Sateri Holdings Ltd,2010/12/3,2010/4/29,BMG7821D1065,1768,2823
MIE Holdings Corp,2010/12/7,2010/11/29,KYG611571061,1555,1311
Biostime Int Hldg Ltd,2010/12/10,2010/12/2,KYG112591014,1112,2032
World Wide Touch Tech(Hldg),2010/12/14,2010/12/2,KYG9786R1048,1282,3577
PAX Global Tech Ltd,2010/12/15,2010/4/1,,327,3825
Kee Holdings Co Ltd,2010/12/31,2010/12/31,,2011,3965
Newtree Group Holdings Ltd,2011/1/12,2010/12/31,KYG649411009,1323,3842
Baofeng Modern Intl Hldg,2011/1/24,2010/12/13,KYG089061025,1121,3142
Telefield Intl(Holdings)Ltd,2011/1/26,2011/1/14,KYG873261070,1143,3661
China Kingstone Mining Holding,2011/3/11,2011/1/21,KYG2115A1085,1380,1411
China Hongqiao Group Ltd,2011/3/18,2011/1/24,KYG211501005,1378,3353
China NT Pharma(Group)Co Ltd,2011/4/14,2011/1/28,KYG2114L1059,1011,2834
Hilong Holding Ltd,2011/4/14,2011/4/6,KYG4509G1055,1623,3533
Tang Palace(China) Holdings,2011/4/18,2011/3/4,KYG867001045,1811,5812
Yuanda China Holdings Ltd,2011/5/4,2011/4/20,KYG987761007,2789,2391
Billion Industrial Holdings,2011/5/13,2011/2/8,KYG110431098,2299,2299
China Flooring Holding Co Ltd,2011/5/19,2011/4/26,KYG2114N1016,2083,2511
Milan Station Holdings Ltd,2011/5/20,2011/5/11,KYG611701098,1150,3171
Zhengye International Hldgs Co,2011/5/24,2011/3/14,BMG989231086,3363,2621
MGM China Holdings Ltd,2011/5/27,2011/5/17,KYG607441022,2282,7011
Dragon Crown Group Holding Ltd,2011/6/2,2011/5/30,KYG290281008,935,4412
Samsonite International SA,2011/6/10,2011/6/3,LU0633102719,1910,3161
BYD Co Ltd,2011/6/17,2010/8/23,CNE100001526,1211,3711
Prada SpA,2011/6/17,2011/6/2,IT0003874101,1913,2331
Shuanghua Holdings Ltd,2011/6/17,2011/6/17,KYG811581001,1241,3585
Xiangyu Dredging Holdings Ltd,2011/6/17,2011/5/30,KYG9829F1090,871,1629
Modern Education Group Ltd,2011/6/20,2011/6/20,KYG618261062,1082,8299
Tibet 5100 Water Resources,2011/6/24,2011/2/11,KYG886121097,1115,2086
China Fiber Optic Network,2011/6/27,2011/6/1,KYG211521060,3777,3229
Newton Resources Ltd,2011/6/27,2011/5/31,KYG6525A1031,1231,1011
Golden Shield Hld indust Ltd,2011/6/28,2011/6/28,BMG3959E1075,2123,2211
Prince Frog Intl Hldgs Ltd,2011/7/6,2011/5/30,KYG7247W1006,1259,2844
Shunfeng Photovoltaic Intl Co,2011/7/6,2011/6/30,KYG811701054,1165,3674
Zall Development (Cayman),2011/7/6,2011/6/29,KYG988561000,2098,1542
China Print Power Group Ltd,2011/7/11,2011/3/22,BMG2157D1011,6828,2731
Winox Holdings Ltd,2011/7/19,2011/6/30,KYG971741098,6838,3312
1010 Printing Group Ltd,2011/7/22,2011/3/18,BMG6769Z1032,1127,2741
Hongguo Intl Hldgs Ltd,2011/9/17,2011/8/18,BMG2008E1003,1028,3144
Great Wall Motor Co Ltd,2011/9/20,2010/10/12,CNE1000018V8,2333,3711
Tenfu(Cayman)Holdings Co Ltd,2011/9/21,2011/9/14,KYG875941000,6868,2099
Active Group Holdings Ltd,2011/9/27,2011/9/16,KYG0082W1033,1096,3149
China Hanking Holdings Ltd,2011/9/27,2011/9/20,KYG2115G1055,3788,1011
Travel Expert(Asia),2011/9/27,2011/9/16,KYG9042P1081,1235,4724
Fornton Group Ltd,2011/10/18,2011/10/18,BMG363981082,1152,2399
Lifetech Scientific Corp,2011/11/8,2011/10/31,KYG548721094,8122,3841
Grand Concord Intl Hldg Ltd,2011/11/14,2011/11/14,VGG4053T1075,844,2254
Jin Bao Bao Holdings Ltd,2011/11/17,2011/11/8,KYG513751068,1239,2657
China Vehicle Components,2011/11/22,2011/11/11,KYG2163A1094,1269,3714
China Lifestyle F&B Group Ltd,2011/11/28,2011/7/25,BMG2155A1099,1262,2024
China Outfitters,2011/11/29,2011/7/19,KYG2115H1039,1146,5136
Sitoy Group Holdings Ltd,2011/11/30,2011/10/20,KYG8190E1052,1023,3171
China Polymetallic Mining,2011/12/2,2011/11/14,KYG215841001,2133,1031
China First Chemical Holding,2011/12/2,2011/6/23,KYG2114W1015,2121,2899
Hosa International Ltd,2011/12/6,2011/7/18,KYG461091079,2200,2299
Baoxin Auto Group Ltd,2011/12/7,2011/11/28,KYG089091063,1293,5511
OTO Holdings Ltd,2011/12/12,2011/12/1,KYG6846T1040,6880,2023
SPT Energy Group,2011/12/19,2011/12/2,KYG8405W1069,1251,1311
China Tianrui Group Cement Co,2011/12/20,2011/12/13,KYG844081060,1252,3241
Guodian Tech & Envi Grp Corp,2011/12/20,2011/7/21,CNE1000019J1,1296,3511
China Weaving Materials Hlgds,2011/12/21,2011/12/12,KYG2116A1076,3778,2281
PC Partner Group Ltd,2011/12/28,2011/12/28,KYG6956A1013,1263,3679
Huili Resources (Group) Ltd,2011/12/29,2011/12/29,KYG464281016,1303,3369
Allied Cement Holdings Ltd,2011/12/30,2011/4/15,KYG018681018,1312,3241
Huazhong Holdings Co Ltd,2012/1/11,2011/12/30,KYG464231029,6830,3711
ASR Holdings Ltd,2012/1/13,2011/12/30,KYG054271021,1803,4512
Megalogic Technology Hldng Ltd,2012/1/17,2011/5/4,HK0080033100,8242,3674
Vision Fame International Hld,2012/1/17,2011/12/29,KYG937641010,1315,1522
Perfect Shape (Prc) Holdings,2012/1/31,2011/12/13,KYG7013H1056,1830,7231
Christine Intl Hldg Ltd,2012/2/15,2012/2/6,KYG211991073,1210,2053
Xiwang Special Steel Co Ltd,2012/2/17,2012/1/30,HK0000101367,1266,3325
Sunshine Oilsands Ltd,2012/2/29,2011/6/7,CA8678421063,2012,1381
Trigiant Group Ltd,2012/3/16,2012/3/6,KYG905191022,1300,4899
Kinetic Mines & Energy Ltd,2012/3/16,2012/1/10,KYG525931039,1277,1221
CW Group Holdings Ltd,2012/3/28,2012/3/20,KYG2730T1022,1322,8711
Juda Intl Hldg Ltd,2012/3/29,2012/3/21,KYG5209H1039,1329,2819
Jiangnan Group Ltd,2012/4/17,2012/3/1,KYG513831001,1366,3496
Synertone Communication Corp,2012/4/17,2012/3/30,KYG8650N1088,1613,4813
Branding China Group Ltd,2012/4/26,2012/4/17,KYG131101043,8219,7312
China Zhongsheng Resources,2012/4/26,2012/4/17,KYG215A91067,2623,1011
Dongwu Cement Intl Ltd,2012/6/12,2012/5/31,,695,3241
Xiezhong Intl Hldg Ltd,2012/6/15,2012/6/6,KYG9828P1081,3663,3585
Xiao Nan Guo Restaurants,2012/6/21,2012/4/20,KYG9829M1042,3666,5812
China Nonferrous Mining Corp,2012/6/25,2012/6/1,HK0000112026,1258,1021
Qualipak Intl Hldgs Ltd,2012/6/28,2012/3/2,,1332,7389
China Alum Intl Engineering,2012/6/29,2012/1/4,CNE100001F78,2068,8711
China Yongda Automobiles Hlds,2012/6/29,2012/5/29,,3699,5511
Merry Garden Holdings Ltd,2012/7/5,2012/6/25,KYG602941083,1237,5021
Bolina Holding Co Ltd,2012/7/9,2012/3/9,KYG121891090,1190,3431
Wanguo Intl Mining Group Ltd,2012/7/9,2012/6/26,KYG9430L1077,3939,1499
Sheen Tai Holdings Group Co,2012/7/12,2012/6/29,KYG8079L1059,1335,2671
Dynam Japan Holdings Co Ltd,2012/7/31,2012/3/22,JP3491910000,6889,7993
First Tractor Co Ltd,2012/7/31,2010/6/28,CNE100000320,38,3523
China Molybdenum Co Ltd,2012/9/20,2010/12/10,,3993,1099
KFM Kingdom Holdings Ltd,2012/10/12,2012/9/28,KYG525551027,3816,3567
Sunley Holdings Ltd,2012/10/17,2012/9/27,KYG857731023,1240,7353
Zhejiang Shibao Co Ltd,2012/10/25,2011/4/7,CNE100001MJ9,1057,3714
Tsui Wah Holdings Ltd,2012/11/21,2012/4/27,KYG911501057,1314,5812
Casablanca Group Ltd,2012/11/22,2012/10/18,,2223,5021
China Machinery Engig Corp,2012/12/17,2012/4/27,,1829,8711
Wison Engineering Services Co,2012/12/19,2011/9/3,KYG972301090,2236,8711
China Silver Group Ltd,2012/12/27,2012/12/11,KYG211771038,815,3914
Speedy Global Holdings Ltd,2013/1/14,2012/12/31,KYG834551080,540,2339
Quali-Smart Holdings Ltd,2013/1/22,2013/1/11,KYG198891072,1348,3944
Chinalco Mining Corp Intl,2013/1/24,2013/1/17,KYG211291045,3668,1021
PanAsialum Holdings Co Ltd,2013/1/29,2012/10/25,KYG688451098,2078,3353
Termbray Petro-king Oilfield,2013/2/28,2012/8/16,VGG8763A1003,2178,1311
Xinchen China Power Hldg Ltd,2013/3/5,2012/9/3,KYG9830E1098,1148,3519
OI Wah Pawnshop Credit Hld Ltd,2013/3/11,2013/2/27,KYG6730A1040,1319,5932
Beijing Tong Ren Tang Chinese,2013/4/30,2011/2/28,,8138,2834
Sinopec Engineering(Group)Co,2013/5/16,2013/5/10,CNE100001NV2,2386,8711
China Harmony Auto Holding Ltd,2013/6/7,2013/5/31,,3836,5511
Freetech Road RecyclingTech,2013/6/20,2013/6/14,KYG3728H1002,6888,1799
CAA Resources Ltd,2013/6/27,2013/6/7,,2112,1011
Macau Legend Development Ltd,2013/7/2,2013/1/3,KYG573611004,1680,7011
Jin Cai Holdings Co Ltd,2013/7/4,2013/6/24,KYG513781008,1250,2679
Wisdom Holdings Group,2013/7/5,2013/6/4,KYG9722N1007,1611,7313
Sinosoft Technology Group Ltd,2013/7/8,2013/6/7,KYG818751094,1297,7379
S Culture International,2013/7/10,2013/6/28,,1255,3143
China Aluminum Cans Holdings,2013/7/11,2013/6/28,KYG211551091,6898,3354
China Solar Energy Hldgs Ltd,2013/7/26,2013/7/26,BMG2111R1705,155,3674
Grand Ming Group Holding Ltd,2013/8/8,2013/7/26,,1271,1542
Tenwow International Hldgs Ltd,2013/9/11,2012/6/28,KYG870741033,1219,2033
China Huishan Dairy Hldgs Co L,2013/9/19,2012/2/15,KYG2117A1067,6863,5143
CT Environmental Group Ltd,2013/9/24,2011/9/8,KYG258851073,1363,9511
Intl Housewares Retail,2013/9/24,2013/8/30,KYG487291000,1373,5719
Forgame Holdings Ltd,2013/9/26,2013/7/12,KYG363361083,484,7372
Nexteer Automotive Group Ltd,2013/9/30,2013/4/10,,1316,3711
China Ludao Technology Co Ltd,2013/10/10,2013/9/30,KYG215821045,2023,2899
Yestar International Hldgs Co,2013/10/10,2013/9/27,,2393,3861
Ngai Shun Holdings Ltd,2013/10/15,2013/9/30,,1246,3531
IGG Inc,2013/10/17,2013/10/4,,8002,7372
Cabbeen Fashion Ltd,2013/10/21,2013/10/7,KYG3164W1087,2030,5611
Hydoo International Holdings,2013/10/25,2013/10/3,KYG4678A1031,1396,8611
China Saite Group Co Ltd,2013/10/31,2013/10/22,,153,1541
PW Medtech Group Ltd,2013/11/1,2013/10/11,KYG7306W1087,1358,3842
Mega Expo Holdings Ltd,2013/11/5,2013/10/25,,1360,7999
Boyaa Interactive Intl Ltd,2013/11/6,2013/7/16,KYG127751058,434,7372
YuanShengTai Dairy Farm Ltd,2013/11/21,2013/3/8,BMG987851018,1431,5143
Phoenix Healthcare Grp Co Ltd,2013/11/22,2013/10/28,KYG7092M1087,1515,8062
Hengshi Mining Invest Ltd,2013/11/22,2013/11/5,KYG4404M1087,1370,1011
China MeiDong Auto Holdings Lt,2013/11/22,2013/11/21,KYG211921021,1268,5511
Dongpeng Holdings Co Ltd,2013/11/26,2013/11/5,KYG281741036,3386,3253
Yongsheng Advanced Materials,2013/11/26,2013/11/15,,3608,2299
Eprint Group Ltd,2013/12/2,2013/11/20,KYG3085F1019,1884,2759
Qinhuangdao Port Co Ltd,2013/12/5,2013/7/29,CNE100001QR3,3369,4412
Huaxi Holdings Co Ltd,2013/12/5,2013/11/26,,1689,2671
Jintian Pharmaceutical Grp Ltd,2013/12/6,2013/11/19,KYG513961022,2211,2834
Excel Development Ltd,2013/12/10,2013/7/3,,1372,1522
Yi Hua Dept Store Hldgs Ltd,2013/12/10,2013/11/26,KYG9844M1050,2213,5411
Kerry Logistics Network Ltd,2013/12/12,2013/12/2,BMG524181036,636,4731
Consun Pharmaceutical Group,2013/12/13,2013/12/6,,1681,2834
Fu Shou Yuan Intl Group Ltd,2013/12/13,2013/9/17,,1448,7261
Fuguiniao Co Ltd,2013/12/16,2013/7/18,CNE100001QT9,1819,3149
Kingbo Strike Ltd,2013/12/16,2013/12/16,,1421,1731
China Conch Venture Hldgs Ltd,2013/12/18,2013/12/9,KYG2116J1085,586,9611
China Creative Home Group Ltd,2013/12/19,2013/12/10,,1678,3634
ArtGo Mining Holding Ltd,2013/12/19,2013/12/16,KYG050941007,3313,1429
TK Group(Holdings)Ltd,2013/12/19,2013/12/11,,2283,3089
Fujian Nuoqi Co Ltd,2014/1/8,2013/12/30,CNE100001QZ6,1353,5611
Major Holdings Ltd,2014/1/9,2014/1/6,,8209,5921
China Packaging Hldg devlp Ltd,2014/1/10,2013/12/27,KYG2116E1098,1439,2657
Nanjing Sinolife United Co Ltd,2014/1/14,2013/12/31,,3332,5912
Honworld Group Ltd,2014/1/22,2014/1/8,KYG4598A1004,2226,2035
Magnum Entertainment Group Hld,2014/1/23,2014/1/13,KYG5753K1067,2080,7997
China Metal Resources,2014/2/17,2014/1/29,KYG316221061,1636,5093
Poly Culture Group Corp Ltd,2014/2/28,2014/2/24,CNE100001S81,3636,7922
Haichang Holdings Ltd,2014/3/10,2013/12/19,KYG4231A1031,2255,7996
Baioo Family Interactive Ltd,2014/4/3,2014/2/24,KYG070381051,2100,7999
Wang Tai Holdings Ltd,2014/4/24,2014/4/9,KYG9431G1073,1400,2211
Sunfonda Group Holdings,2014/4/30,2014/2/28,,1771,5511
China CNR Corp Ltd,2014/5/16,2014/5/12,CNE100001SC1,6199,3743
Best Pacific Intl Hldgs Ltd,2014/5/20,2014/5/12,KYG106891008,2111,2341
Qingdao Port International Co,2014/5/26,2014/5/26,CNE100001SG2,6198,4499
Hengxing Gold Holding Co Ltd,2014/5/28,2014/5/19,KYG4404P1019,2303,1041
Ozner Water International,2014/6/11,2014/6/3,KYG6868L1041,2014,3589
Tianhe Chemicals Group Ltd,2014/6/13,2011/3/8,VGG888411045,1619,2992
Changgang Dunxin Enterprise Co,2014/6/16,2014/6/16,KYG204011087,2229,2631
Chanjet Information Technology,2014/6/23,2014/6/16,CNE100001SQ1,1588,7372
Koradior Holdings Ltd,2014/6/23,2014/6/17,KYG531401027,3709,5621
Cosmo Lady(China)Holdings Co,2014/6/23,2014/2/10,KYG244421080,2298,5137
Ourgame International Holdings,2014/6/25,2014/6/18,KYG6847M1087,6899,7375
Jia Yao Holdings Ltd,2014/6/26,2014/6/17,KYG5137W1078,1626,2679
Hang Fat Ginseng Holdings Co,2014/6/26,2014/6/17,KYG4288W1078,911,5191
Kangda International,2014/6/27,2014/6/23,KYG521541048,6136,9511
Beijing Digital Telecom Co Ltd,2014/6/30,2014/6/17,CNE100001ST5,6188,5999
Tian Ge Interactive Hldg Ltd,2014/6/30,2014/6/23,KYG887641085,1980,7375
Beijing Urban Construction,2014/7/2,2014/6/17,CNE100001SV1,1599,8748
Luye Pharma Group Ltd,2014/7/3,2014/6/26,BMG570071099,2186,2834
Hung Fook Tong Group Holdings,2014/7/3,2013/10/7,KYG4648K1085,1446,2099
Century Sage Scientific,2014/7/4,2014/6/24,KYG202281054,1450,7372
China Aircraft Leasing Grp,2014/7/7,2014/2/21,KYG211241057,1848,7359
Sinomax Group Ltd,2014/7/9,2013/10/7,KYG8191A1022,1418,2515
China Fordoo Holdings Ltd,2014/7/10,2014/6/24,KYG211271088,2399,2329
On Time Logistics Holdings Ltd,2014/7/10,2014/6/30,KYG675461043,6123,4731
Hanbo Enterprises Holdings Ltd,2014/7/10,2014/6/30,KYG4288H1002,1367,5131
Ernest Borel Holdings Ltd,2014/7/10,2014/6/30,KYG311691086,1856,3873
Cogobuy Group,2014/7/11,2014/2/20,KYG225371072,400,7375
WH Group Ltd,2014/7/24,2014/7/9,KYG960071028,288,2011
China Rundong Auto Group Ltd,2014/8/5,2014/2/7,KYG211941086,1365,5012
King Force Sec Hldg Ltd,2014/8/19,2014/8/13,,8315,7381
CAR Inc,2014/9/12,2014/5/23,KYG190211071,699,7514
Jiashili Group Ltd,2014/9/15,2014/9/15,,1285,2052
New Concepts Holdings Ltd,2014/9/18,2014/9/4,KYG644671060,2221,1522
La Chapelle,2014/9/29,2013/7/22,CNE100001SY5,6116,2331
Hua Hong Semiconductor Ltd,2014/10/9,2014/6/20,HK0000218211,1347,3674
Sam Woo Construction Group Ltd,2014/10/14,2014/9/29,KYG7785L1023,3822,1522
Nga Chun Holdings Co Ltd,2014/10/15,2014/7/11,KYG6504B1068,1462,1522
Wuxi Sunlit Science & Tech Co,2014/10/30,2014/10/30,,1289,8732
Austar Lifesciences Ltd,2014/11/3,2014/10/22,,6118,8711
Fulum Group,2014/11/10,2014/6/24,KYG369231033,1443,7011
Wai Chi Holdings Co Ltd,2014/11/17,2014/11/4,,1305,3674
China Maple Leaf Educ Sys Ltd,2014/11/24,2014/7/7,KYG211511087,1317,8211
Q Technology (Group) Co Ltd,2014/11/26,2014/7/7,,1478,3679
EGL Holdings Company Ltd,2014/11/27,2014/11/18,KYG3089V1023,6882,4724
Feiyu Technology,2014/12/1,2014/9/18,,1022,7372
Yangtze Optical Fibre & Cable,2014/12/3,2014/8/4,CNE100001T72,6869,3357
Yan tat group holdings ltd,2014/12/5,2014/11/26,KYG9833Q1091,1480,3672
Nirvana Asia Ltd,2014/12/10,2014/11/19,KYG652921076,1438,7261
Xiabu Xiabu Catering Mgmt Co,2014/12/11,2014/3/21,,520,5812
Baic Motor Corp Ltd,2014/12/13,2012/11/9,,1958,3711
Chun Sing Engineering Hldg Ltd,2014/12/15,2014/12/15,,2277,1522
BBI Life Sciences Corp,2014/12/29,2014/12/16,KYG1089Y1180,1035,2834
Asiaray Media Group Ltd,2015/1/8,2014/12/15,,1993,7311
Future Bright Mining Hldg Ltd,2015/1/8,2014/12/29,KYG3700E1098,2212,1429
Yat Sing Holdings Ltd,2015/1/13,2014/12/31,KYG983421010,3708,1542
Sis Mobile Holdings Ltd,2015/1/14,2014/12/23,KYG8190W1050,1362,5065
King's Flair Intl (Hldg) Ltd,2015/1/15,2014/12/31,,6822,5719
Time2U Intl Hldg Ltd,2015/1/29,2015/1/20,KYG8879S1021,1327,3873
Jicheng Umbrella holdings Ltd,2015/2/12,2015/2/3,KYG5138D1088,1027,3999
Winto Group (Holdings) Ltd,2015/2/13,2015/1/30,,8238,2721
KTL Intl Hldg Grp Ltd,2015/3/10,2015/2/27,,442,3915
China Animation Characters Co,2015/3/11,2015/2/27,KYG211751071,1566,5092
Cowell e Holdings Inc,2015/3/25,2013/11/21,KYG248141163,1415,3661
Niraku GC Holdings Inc,2015/4/2,2015/1/8,,1245,7011
In Construction Holdings Ltd,2015/4/15,2015/3/31,KYG4752Q1073,1500,1799
Shanghai Haohai Biological,2015/4/23,2015/4/20,CNE100001W69,6826,2836
Tic Tac Intl Hldg Co Ltd,2015/5/11,2015/4/28,,1470,3873
D&G Technology Holding Co Ltd,2015/5/26,2015/5/14,KYG2616D1060,1301,3531
3SBio Inc,2015/6/5,2015/1/27,KYG8875G1029,1530,2834
AAG Energy Holdings Ltd,2015/6/17,2015/2/10,KYG000371040,2686,2869
Pa Shun Pharm Intl Hldg Ltd,2015/6/17,2015/6/9,KYG693781000,574,2835
China Greenfresh Group Co Ltd,2015/6/17,2015/6/4,KYG2117Y1044,6183,5431
Red Star Macalline Grp Corp,2015/6/19,2014/10/21,CNE100001ZS2,1528,5712
Vital Mobile Holdings Ltd,2015/6/25,2014/10/7,KYG9381Y1089,6133,3661
Sky Light Holdings Ltd,2015/6/25,2015/4/15,KYG8191M1069,3882,5043
Golden Throat Hldg Grp Co Ltd,2015/6/30,2015/3/3,KYG3961J1022,6896,2834
Harmonicare Med Hldg Ltd,2015/7/1,2015/3/23,KYG439691075,1509,8069
Man King Holdings Ltd,2015/7/2,2015/6/19,,2193,1522
Tsaker Chemical Group Ltd,2015/7/2,2015/6/23,KYG910801045,1986,2899
Purapharm Corp Ltd,2015/7/6,2015/6/25,KYG7306Y1044,1498,2834
Tianyun Intl Hldg Ltd,2015/7/6,2015/6/24,VGG8880B1067,6836,2037
Universal Med Finl & Technical,2015/7/7,2015/6/22,HK0000255361,2666,8099
Zhongzhi Pharm Hldg Ltd,2015/7/10,2015/6/30,KYG989611085,3737,2834
China Railway Signal & Commun,2015/8/1,2015/1/14,CNE1000021L3,3969,3669
Wan Kei Group Holdings Ltd,2015/8/7,2015/7/27,,1718,1522
LEAP Holdings Group Ltd,2015/9/1,2015/8/21,KYG541561075,1499,1623
LC Group Holdings Ltd,2015/9/7,2015/8/21,KYG5408K1058,1683,7389
China Shun Ke Long Hldg Ltd,2015/9/9,2015/5/12,KYG2163D1034,974,5411
IMAX China Holding Inc,2015/9/30,2015/5/28,KYG476341030,1970,7832
Regina Miracle Intl (Hldg) Ltd,2015/9/30,2015/9/16,KYG748071019,2199,2342
Zhejiang Tengy Envi Tech Co,2015/10/9,2015/9/24,CNE1000021Y6,1527,9511
Lanzhou Zhuangyuan Pasture Co,2015/10/14,2015/9/30,CNE100002326,1533,2023
China Partytime Culture Holdin,2015/10/15,2015/9/30,KYG2163R1020,1532,2331
Jiyi Hsehld Intl Hldg Ltd,2015/11/5,2015/10/27,KYG5139R1065,1495,1521
Denox Envi & Tech Hldg Ltd,2015/11/6,2015/10/29,KYG2810N1088,1452,3914
Chinney Kin Wing Holdings Ltd,2015/11/10,2015/8/19,BMG2118K1036,1556,1522
Dali Foods Group Company Ltd,2015/11/14,2015/7/3,KYG2743Y1061,3799,2052
Wenzhou Kangning Hosp Co Ltd,2015/11/16,2015/7/15,CNE100002383,2120,8062
Manfield Chemical Holdings Ltd,2015/11/17,2015/10/13,,1561,3479
Flat Glass Group Co Ltd,2015/11/20,2015/7/20,CNE100002375,6865,3211
UMP Healthcare Holdings Ltd,2015/11/23,2015/9/10,KYG9320W1069,722,8099
China Energy Engineering Corp,2015/12/3,2014/12/19,CNE1000023C8,3996,1522
